send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.2625,167.6815,-128.171,275.30449999999996,809.6714999999999,1192.971,1214.3255
21-40,0.946,167.0805,-152.022,281.164,808.988,1192.542,1231.7585
41-60,1.087,166.96699999999998,-143.6565,274.1665,808.847,1192.272,1228.1805
61-80,1196.289,160.676,-51.438,211.985,627.794,886.7,918.4114999999999
81-100,1221.9295000000002,136.033,-54.5505,151.8165,602.1535,861.098,886.994
