send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.08149999999999999,210.0085,205.308,352.746,1282.8575,1669.7595000000001,1823.467
21-40,0.1745,209.9445,366.767,374.80949999999996,1755.6715,2110.7045,2153.0095
41-60,0.20350000000000001,209.984,328.0015,339.356,1755.636,2110.6335,2152.7115000000003
61-80,1496.9015,111.7835,23.263,372.43899999999996,993.796,1348.1545,1363.5230000000001
81-100,1833.0475000000001,109.1765,44.9885,171.52800000000002,789.25,1104.0320000000002,1137.6754999999998
