lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
7,10,47e9ca0c0a133e5c9f55e7df40b764a18000f96eb77a8233af01e3816f5b07fa,1789722263892834000,136473,202753,4704091,8821701,4496643,8618089,
6,10,3b823c4a5caacbe00d401d0bdb778bf33d19ae96590876b8963fc99a1bcb5f43,1789722263967117000,161314,262480,4629937,8748083,4363012,8484939,
3,12,884805a2af61eb4aa64b9e15d7945776913c8487dec706c3bf91c4c12b9dd9d0,1789722264128144000,278496,342654,4470027,8644124,4126440,8300785,
0,12,f2a5caadeb83f4e57cdb54cf92e8d615dfcf05a945c1045fc3efa501cb8db5fd,1789722264165845000,142622,259773,6347671,9007040,4171309,8345567,
4,12,811676e71e57b7d506762b128f6f79fa469ac6748f69c26a4825a61f0d199896,1789722264165861000,136684,259760,4432141,8606350,4171435,8345865,
1,12,8a234b002946b9a091a87fd54cbbfd20ef37da4656ddb444cd88536b3b8dd0bf,1789722264165863000,111876,183714,4431376,8650852,4243351,8366220,
5,11,650232aff7b52918c2f29c6ab80c0718d48314214330942563c66e9f50ec0d57,1789722264174028000,59489,115574,5335744,8541770,4303171,8425600,
2,11,86597b7b5ef3aa4a376694f3e7299f5354564bc1239908b346ae1884e9a16eb7,1789722264229803000,101930,150817,5280297,8994626,4212473,8341397,
7,11,5a507c65d9a72de001fc8f8ce1d05b7ef9623e648709768a7bcb7da48fd1a4ce,1789722264229810000,101784,150823,4368040,8541676,4216157,8381717,
6,11,815b0e0836275478fde1ddaf771a9cadb3437e6db84f6a9032b509a5b948bb7f,1789722264261966000,164532,314623,5248323,8811480,4021260,8195623,
5,12,6e6f951f11a8569832fa6e6170f76dec61aab2806fa1e5ba84c9b1e63f745059,1789722264345786000,273456,300980,5165491,8427065,3951237,8125504,
2,12,5b9c80e9ac70fbe88af814ca307a660b8919b2f96135fbdb23f6c8ee7f331afe,1789722264451162000,174602,266494,5058078,8322159,3880519,8055196,
1,13,66e4f22e365c325811cb92e078a17b8ef0fe7b04d92be2638b572d7e2a1c4494,1789722264471123000,221423,422740,5043420,8364596,4616428,7941244,
4,13,9680ebb8fcd46e9edb783f97f5af3621e5a0d19c54c2f9b52a4dfdbd6c48a5d4,1789722264512836000,134355,271757,6013054,8868817,4724648,7989184,
0,13,76ae36290a3f43ac3e54013748896c83cbc0064bc91d36999a3e6c979e1c8eb0,1789722264512930000,134277,271677,6000639,8410428,4725495,8032634,
3,13,5b932693a5ed0268878a3eb80be132f525b58de626fd419bc359ec1ff264ce60,1789722264536845000,110353,247750,4977411,8280396,4725181,8032124,
7,12,74ad6ddbf66e380f7ce2be477d8f5e2e6e14fef4d62da5e8263965cfc63d1496,1789722264576787000,86947,140966,4936492,8196991,4791199,8055570,
6,12,789098e61d5267b37c85b648464bf7bcce85a6163568f484a8bb3456b528b20d,1789722264647087000,203677,272552,4867676,8189323,4590859,7916082,
5,13,6579a41e8fecba805d1104b50663db6511c0dce0de84c307292d42abe3dc8c6b,1789722264718038000,407485,484535,4797764,8314197,4309917,7805376,
2,13,c709b7bd0a41740b380db8269861d713499aa9f9938f3ad8032d0824fac2576d,1789722264834905000,205454,257796,4680527,8144201,4419218,7879671,
7,13,8b8a99f345f35b753a31e444ed4ea6b6cb1ab94531645284a33cb05e54277161,1789722264834956000,140003,228708,4679996,8503894,4447045,7772747,
