Second,Sent,Ready,Public,Closed,Pending
0,0,0,0,0,0
1,100,100,0,0,100
2,200,200,139,139,61
3,300,300,234,234,66
4,400,400,334,334,66
5,500,500,429,429,71
6,500,500,500,500,0
