send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.38,250.468,-115.2755,220.5565,833.578,1139.6325000000002,1262.9765
21-40,0.873,250.276,-113.07,220.57999999999998,833.15,1139.2455,1257.7604999999999
41-60,1.6215000000000002,249.501,-104.4125,224.924,832.4014999999999,1138.59,1251.2385
61-80,1222.6805,139.933,-33.65,228.607,831.468,1134.6525000000001,1243.112
81-100,1252.441,137.4215,-43.322,498.3885,1000.1955,1268.689,1282.316
