order,index,height,fact,proposer,first_submitter,sent_ns,fast_ns,received_ns,commit_ns,wallet_durable_ns,members_durable_ns,send_offset_ms,fast_ms,wallet_to_gateway_ms,gateway_collect_ms,response_transfer_ms,wallet_receive_verify_save_ms,gateway_persist_ms,gateway_queue_ms,install_fanout_ms,response_to_committee_ms,fast_to_committee_ms,delivery_ms,admission_ms,accepted_to_prepare_enter_ms,prepare_ms,prepare_done_to_finalize_ms,prior_transactions_ms,final_check_ms,execute_ms,remaining_block_ms,finalize_to_commit_start_ms,commit_ms,send_to_commit_ms,next_header_wait_fetch_ms,block_results_fetch_ms,wallet_block_verify_ms,wallet_update_queue_ms,wallet_block_apply_ms,wallet_update_flush_ms,wallet_observe_lag_ms,member_observe_lag_ms,member_apply_from_commit_ms,block_observed_ms,members_observed_ms
44,45,11,a8ea8d6b053edea9a962f9c7bb209853c8f6b3cdd608cadff6857903c39f8ba2,committee3,gateway0,1789784311701050000,1789784311870259000,1789784315091041000,1789784315563845000,1789784315987753000,1789784315987799000,1.44,169.210583,5.773,88.584,4.491,70.361,98.353,3146.039,50.8,3295.634,3220.782,0.056,0.838,155.102,6.495,215.278,5.88,0.607,0.977,4.366,47.186,36.073,3862.795,375.412,1.283,0.277,0.013,4.196,42.721,-17.447,8.526,423.954,4269.276291,4295.295375
45,46,8,28138ba13eb0633b5fff19c2df9a305c73326d199eab32dec7be1e6a90bb2346,committee2,gateway0,1789784311701105000,1789784311870047000,1789784313537125000,1789784314398736000,1789784314776822000,1789784314800872000,1.495,168.942416,4.328,90.092,4.871,69.651,166.183,1523.063,51.834,1741.6,1667.078,0.077,0.882,436.624,5.559,318.522,0.01,0.696,0.917,11.552,57.91,28.938,2697.631,342.525,1.664,0.275,0.013,4.532,29.068,-5.716,0.446,402.136,3070.015791,3100.227708
46,47,9,54a51c86f105e19195feafb1f372999bb7ea426d11da83a7aa3126509c5796b7,committee0,gateway0,1789784311701157000,1789784311925000000,1789784314058109000,1789784314864782000,1789784315195792000,1789784315189867000,1.547,223.844583,11.913,116.178,1.788,93.964,885.444,1259.181,83.54,2228.861,2133.109,0.098,2.172,368.675,8.355,335.593,8.683,0.634,0.756,8.104,42.718,30.982,3163.625,235.835,13.818,0.289,0.012,8.999,72.051,-20.558,-12.544,325.085,3474.09425,3476.182583
47,0,6,fcf79a031aabcb06739945c5023b81aca6b571a59053d0960fb4467ada1686b4,committee1,gateway0,1789784311701203000,1789784311870418000,1789784313073695000,1789784313574757000,1789784313911772000,1789784313907820000,1.593,169.215667,4.884,89.483,5.194,69.654,200.132,1018.048,55.91,1278.125,1203.277,0.065,1.414,128.85,5.225,251.649,6.438,0.557,0.739,1.3,72.893,31.996,1873.554,283.442,1.157,0.368,0.017,5.255,46.751,-38.123,48.377,333.063,2172.456042,2255.004917
48,48,11,9f1028552c366343fd63b3ddf5dc3b3ab87ad1aa99b40b847b0784dbbdfc3df5,committee3,gateway0,1789784311701250000,1789784311870318000,1789784314873460000,1789784315563845000,1789784315987753000,1789784315987799000,1.64,169.068959,9.341,84.829,4.503,70.395,122.33,2878.059,77.214,3078.04,3003.142,0.043,2.553,370.968,6.495,215.278,4.606,0.553,0.715,5.958,47.186,36.073,3862.595,375.412,1.283,0.277,0.013,4.196,42.721,-17.394,8.592,423.954,4269.129834,4295.161667
49,49,3,eaed8de725a45426afb7d81bdc147fd736359b71800639c7459a1cd47596af35,committee3,org0-member0,1789784311701321000,1789784311787839000,1789784311873964000,1789784312412784000,1789784312623882000,1789784312673768000,1.711,86.518792,5.803,67.199,0.109,13.407,30.498,11.948,62.798,99.641,86.125,0.322,1.367,321.551,1.541,147.557,0.007,0.742,0.791,1.315,28.995,34.953,711.463,187.535,0.548,0.259,0.011,1.311,21.431,15.345,-9.479,260.984,937.911,962.972375
50,50,7,16a848ab004cf6cde170fbdcfd3451b7aadd8c4d52ce8cca6a38f36ef3986312,committee3,gateway0,1789784311701343000,1789784311924764000,1789784313271039000,1789784313976824000,1789784314341160000,1789784314340812000,1.733,223.422167,11.116,116.643,0.388,95.274,773.589,614.025,53.86,1441.937,1346.275,0.06,1.454,335.437,6.095,257.098,3.823,0.554,0.742,7.001,41.62,51.96,2275.481,324.17,1.01,0.306,0.011,3.746,35.076,9.306,39.308,363.988,2649.136,2678.789625
51,51,13,e13aeda9026515c742fc86e8f6bd80f478def533dc1796d59aac0f7e0f371fa9,committee0,gateway0,1789784311701420000,1789784311923848000,1789784315957109000,1789784316404792000,1789784316741819000,1789784316769822000,1.81,222.429042,5.395,98.891,7.068,111.074,475.985,3609.004,65.961,4151.403,4033.261,0.052,1.469,105.284,7.87,253.094,14.572,0.616,0.703,1.393,36.711,25.97,4703.372,295.42,1.141,0.274,0.012,6.3,33.876,7.473,4.911,365.03,5047.896042,5073.337584
52,52,7,0476c7cdb890b1075f3d45b94412040fb3c193b2ef50b209b0d9f2febb8718db,committee3,gateway0,1789784311701448000,1789784311924904000,1789784313268071000,1789784313976824000,1789784314341160000,1789784314340812000,1.838,223.456833,5.312,122.868,0.766,94.51,985.13,401.968,50.894,1438.443,1343.167,0.043,0.796,339.063,6.095,257.098,0.007,0.845,1.42,9.848,41.62,51.96,2275.376,324.17,1.01,0.306,0.011,3.746,35.076,9.257,39.409,363.988,2648.981166,2678.785833
53,53,7,17f5fc763e081b8ec14f5fd883bc827141f825e21ab788cd2afdc6280fa130cd,committee3,gateway0,1789784311701519000,1789784311810863000,1789784313412015000,1789784313976824000,1789784314341160000,1789784314340812000,1.909,109.345125,5.611,67.592,0.113,36.028,64.997,1523.081,48.435,1637.293,1601.152,0.068,2.168,193.747,6.095,257.098,10.551,0.628,0.875,0.066,41.62,51.96,2275.305,324.17,1.01,0.306,0.011,3.746,35.076,-0.719,2.21,363.988,2638.93525,2641.516125
54,54,6,f603ce6757a614f3bafdc4e841f22d520343cf5f9d78dffa3c558a1b9413b870,committee1,org0-member3,1789784311701613000,1789784311924288000,1789784312896322000,1789784313574757000,1789784313911772000,1789784313907820000,2.003,222.676833,5.725,98.284,6.658,112.008,380.121,671.055,62.844,1090.7,972.034,0.071,0.803,306.834,5.225,251.649,0.011,0.619,0.744,7.66,72.893,31.996,1873.144,283.442,1.157,0.368,0.017,5.255,46.751,-37.423,5.358,333.063,2172.747,2211.575541
55,55,14,e4cb873db002e0eb38b6470295ad1db5b1300d8ecddeebb3189798a045564013,committee1,org0-member3,1789784311701625000,1789784311924475000,1789784316095453000,1789784316778740000,1789784317132762000,1789784317088806000,2.015,222.852,13.547,90.29,6.261,112.752,261.314,4010.995,60.8,4289.991,4170.978,0.059,0.976,358.005,6.123,240.246,0.008,0.659,0.858,11.126,35.3,29.985,5077.115,271.565,1.001,0.261,0.015,4.399,76.776,-8.208,36.856,310.066,5422.9555,5424.063542
56,5,13,df529737796251ad48cc46aeda683689bf3c88072b99ae446c395916cf92b1b9,committee0,org0-member1,1789784311701675000,1789784311925077000,1789784315905833000,1789784316404792000,1789784316741819000,1789784316769822000,2.065,223.403584,6.814,120.967,0.692,94.929,920.235,3141.001,41.853,4076.377,3980.756,0.057,0.809,157.22,7.87,253.094,11.857,0.552,0.727,4.148,36.711,25.97,4703.117,295.42,1.141,0.274,0.012,6.3,33.876,8.303,-13.546,365.03,5048.471167,5054.624875
57,56,9,482f57207af7849703fbd94081333a13ac43ecfd0abd0a46bbb180e437f067c2,committee0,gateway0,1789784311701814000,1789784311870204000,1789784313857858000,1789784314864782000,1789784315195792000,1789784315189867000,2.204,168.390708,3.682,90.274,3.833,70.601,504.971,1487.076,65.813,2062.088,1987.654,3.827,26.057,545.041,8.355,335.593,4.659,0.547,0.708,12.263,42.718,30.982,3162.968,235.835,13.818,0.289,0.012,8.999,72.051,-25.288,18.492,325.085,3468.70575,3506.561292
58,57,11,9b501b5e52e68633b675add2b453830ce2bae6f7491ce78d3949a08c03c73af8,committee3,gateway0,1789784311701822000,1789784311924584000,1789784314873446000,1789784315563845000,1789784315987753000,1789784315987799000,2.212,222.762375,7.184,120.064,0.156,95.358,829.636,2137.019,77.062,3044.376,2948.862,0.053,1.89,371.645,6.495,215.278,3.017,0.721,0.859,7.234,47.186,36.073,3862.023,375.412,1.283,0.277,0.013,4.196,42.721,-13.109,0.332,423.954,4272.841417,4286.328584
59,63,7,1874cdfeacc33bd3248632e0be2d4d44d836adde895dc2950165cf21d8913ad6,committee3,gateway0,1789784311704406000,1789784311924687000,1789784313411989000,1789784313976824000,1789784314341160000,1789784314340812000,4.796,220.281916,11.175,114.024,1.451,93.631,952.219,580.975,48.452,1582.384,1487.302,0.044,0.848,195.093,6.095,257.098,7.679,0.619,0.732,3.09,41.62,51.96,2272.418,324.17,1.01,0.306,0.011,3.746,35.076,9.43,39.546,363.988,2646.196375,2675.964708
60,58,12,bfe4ce5216a88663e8c6456e387fa2a64f833eb5ecbc634fe81f06a719452d64,committee2,gateway0,1789784311705149000,1789784311923952000,1789784315289140000,1789784316039846000,1789784316345762000,1789784316348718000,5.539,218.804,4.579,95.746,6.304,112.174,299.338,3110.964,72.832,3483.666,3365.188,0.154,1.454,323.42,5.758,354.032,1.451,0.557,0.723,8.307,27.955,27.048,4334.697,267.244,1.299,0.278,0.012,4.36,32.718,3.236,11.086,308.872,4643.871375,4654.676875
61,61,13,d8e06052d3c55d65db0406ce3288d5c1d60989c2e4eb9f349ee6810888c20383,committee0,org0-member0,1789784311706170000,1789784311924379000,1789784315673688000,1789784316404792000,1789784316741819000,1789784316769822000,6.56,218.210167,2.829,96.468,6.166,112.746,280.329,3553.011,46.778,3868.221,3749.309,0.053,0.842,389.332,7.87,253.094,0.012,0.658,0.846,15.768,36.711,25.97,4698.622,295.42,1.141,0.274,0.012,6.3,33.876,7.584,5.291,365.03,5043.257583,5068.967375
62,62,9,408831e37563ef8af5b895f6c17b18dd1db20049bef04185426a6c5e309a4385,committee0,gateway0,1789784311706183000,1789784311924891000,1789784313843081000,1789784314864782000,1789784315195792000,1789784315189867000,6.573,218.709042,2.332,97.49,7.865,111.021,567.815,1414.021,54.774,2037.076,1918.19,0.072,0.81,585.065,8.355,335.593,0.008,0.69,0.892,16.587,42.718,30.982,3158.599,235.835,13.818,0.289,0.012,8.999,72.051,-20.398,-12.535,325.085,3469.22775,3471.165209
63,59,13,c72facf669d3e6f86f343a4f7f5ace7925457079e1a11a1ac6d013f4f426026e,committee0,gateway0,1789784311706342000,1789784311923982000,1789784315686036000,1789784316404792000,1789784316741819000,1789784316769822000,6.732,217.641292,1.735,87.747,15.347,112.811,245.443,3588.073,46.759,3890.212,3762.054,0.062,0.795,377.031,7.87,253.094,1.524,0.598,0.733,14.429,36.711,25.97,4698.45,295.42,1.141,0.274,0.012,6.3,33.876,7.494,4.975,365.03,5042.995334,5068.47975
64,60,5,f14a1c3dec220c500366cb42e935959304cf2116a517f61e45b36d4b14f82946,committee0,org0-member0,1789784311706346000,1789784311925192000,1789784312873776000,1789784313196770000,1789784313503865000,1789784313503854000,6.736,218.847959,6.468,93.389,8.083,110.906,644.574,406.027,62.897,1067.573,948.584,0.048,0.902,0.038,0.68,266.445,0.004,0.681,0.861,0.02,38.396,14.965,1490.424,254.338,0.845,0.407,0.019,0.848,50.611,-3.65,1.268,307.084,1793.878459,1798.784667
65,64,9,712c309b92cbe5ef401c797c1453a6b2c7f59c72f602f695a29da1f05452e3ea,committee0,gateway0,1789784312377743000,1789784312844803000,1789784314264047000,1789784314864782000,1789784315195792000,1789784315189867000,678.133,467.06275,420.015,23.322,0.22,23.503,120.653,1274.106,47.771,1442.967,1419.244,0.065,1.534,163.375,8.355,335.593,13.043,0.543,0.691,3.901,42.718,30.982,2487.039,235.835,13.818,0.289,0.012,8.999,72.051,-25.144,18.49,325.085,2792.919208,2830.627875
66,65,9,82650dd2854629abbc35c5d73130dc5c491b0ea937e215696afb5ac933526c0e,committee0,gateway0,1789784312664295000,1789784312811801000,1789784314426238000,1789784314864782000,1789784315195792000,1789784315189867000,964.685,147.506416,101.457,26.267,0.107,19.675,127.726,1424.975,80.758,1634.219,1614.437,0.05,0.835,1.883,8.355,335.593,16.759,0.634,0.706,0.079,42.718,30.982,2200.487,235.835,13.818,0.289,0.012,8.999,72.051,-8.286,18.421,325.085,2523.223291,2544.005
67,66,14,f3a4dff314b296df13806febdbd7c4647f5aab9db382aa17ea495f24389e66d0,committee1,gateway0,1789784312676377000,1789784312721898000,1789784316138993000,1789784316778740000,1789784317132762000,1789784317088806000,976.767,45.521042,0.073,23.622,0.647,21.179,199.618,3178.085,60.766,3438.921,3417.095,0.056,0.794,314.647,6.123,240.246,3.004,0.728,0.876,8.042,35.3,29.985,4102.363,271.565,1.001,0.261,0.015,4.399,76.776,14.234,59.02,310.066,4470.64025,4471.47025
68,67,14,181bbb4e15f97db189c83d2b1a76476b4a7fb62b2b8b203c690efc98bccbc37a,committee1,gateway0,1789784313505124000,1789784313596777000,1789784316269037000,1789784316778740000,1789784317132762000,1789784317088806000,1805.514,91.653167,9.751,42.216,0.091,39.595,31.657,2627.998,51.857,2711.946,2672.26,0.058,2.813,182.584,6.123,240.246,11.079,0.634,0.88,0.058,35.3,29.985,3273.616,271.565,1.001,0.261,0.015,4.399,76.776,14.252,59.1,310.066,3641.907458,3642.8
69,68,15,40e911573542efe59209edbe047059bb5a871a1d4bcfc61e962165741fc621a2,committee3,gateway0,1789784313912862000,1789784314019920000,1789784316545381000,1789784317152754000,1789784317342811000,1789784317324804000,2213.252,107.059208,0.071,37.168,0.069,69.75,52.687,2484.976,56.842,2595.28,2525.461,0.185,1.024,319.555,8.964,180.834,5.866,0.553,0.73,10.26,34.587,45.0,3239.892,147.627,1.336,0.334,0.011,8.096,32.65,2.66,21.26,172.05,3432.625708,3433.21875
70,69,12,c1409e42f1f0d80a93590b3ff18f6ccd32318297a1c129b56900c7e83c53b9bf,committee2,gateway0,1789784313913180000,1789784314078872000,1789784315289145000,1789784316039846000,1789784316345762000,1789784316348718000,2213.57,165.693417,0.08,75.862,0.183,89.567,86.606,1140.037,72.833,1300.023,1210.273,0.163,2.146,322.723,5.758,354.032,2.74,0.554,0.742,7.002,27.955,27.048,2126.666,267.244,1.299,0.278,0.012,4.36,32.718,8.246,11.027,308.872,2440.839542,2446.576959
71,70,12,c63701fbb6875810e13a5f2cffd7f1489b78fd318d7f37c4225af38cdd179915,committee2,org0-member3,1789784313913493000,1789784314078804000,1789784315495502000,1789784316039846000,1789784316345762000,1789784316348718000,2213.883,165.311917,0.079,75.485,0.165,89.582,68.655,1405.005,97.862,1506.445,1416.698,0.052,0.819,117.693,5.758,354.032,5.477,0.623,0.752,4.186,27.955,27.048,2126.353,267.244,1.299,0.278,0.012,4.36,32.718,8.228,10.993,308.872,2440.5095,2446.230292
72,71,15,3aafd1669a6e7f1a63997c7aa87b6e5819af8531f70fd353caa3fe619922a79a,committee3,gateway0,1789784313913541000,1789784314078814000,1789784316419009000,1789784317152754000,1789784317342811000,1789784317324804000,2213.931,165.27425,0.054,75.324,0.173,89.722,49.788,2307.02,72.78,2430.09,2340.195,0.056,0.787,446.164,8.964,180.834,1.616,0.626,0.835,14.331,34.587,45.0,3239.213,147.627,1.336,0.334,0.011,8.096,32.65,11.829,30.626,172.05,3441.115916,3441.90525
73,72,14,077b73ad94fe1a89f2e6aeb3c8a3c146159daca13533faee91aa43d88c6601b8,committee1,gateway0,1789784313913587000,1789784314078847000,1789784316269034000,1789784316778740000,1789784317132762000,1789784317088806000,2213.977,165.261458,0.046,75.333,0.332,89.549,103.627,2123.975,51.826,2280.068,2190.187,0.056,2.144,183.256,6.123,240.246,9.621,0.63,0.819,1.581,35.3,29.985,2865.153,271.565,1.001,0.261,0.015,4.399,76.776,-2.997,41.883,310.066,3216.193375,3217.118083
74,73,15,3c825ee3b23e6a7220e065ce8e483e9b6f10388dd339266fd7efa20ceaea9d18,committee3,gateway0,1789784313956199000,1789784314104829000,1789784316419041000,1789784317152754000,1789784317342811000,1789784317324804000,2256.589,148.631375,46.832,58.997,0.085,42.716,170.728,2113.015,72.802,2357.013,2314.212,0.072,1.412,445.507,8.964,180.834,3.085,0.621,0.795,12.907,34.587,45.0,3196.555,147.627,1.336,0.334,0.011,8.096,32.65,12.08,30.739,172.05,3398.708291,3399.360125
75,74,15,1fe4cb2333f28faf008b44f49030c096795b89300abae0cee3994b08b42cd543,committee3,gateway0,1789784313956209000,1789784314104838000,1789784316419052000,1789784317152754000,1789784317342811000,1789784317324804000,2256.599,148.630167,0.052,61.034,2.946,84.597,101.448,2227.063,72.778,2401.757,2314.214,0.061,2.056,444.852,8.964,180.834,4.517,0.614,0.725,11.552,34.587,45.0,3196.545,147.627,1.336,0.334,0.011,8.096,32.65,12.082,30.754,172.05,3398.699917,3399.365417
76,75,13,dce0d98c0e7bf16f927a1a713d0862c5929f0c7c3ef7a3c1f175019ae78fed83,committee0,org0-member1,1789784314343027000,1789784314419253000,1789784315799510000,1789784316404792000,1789784316741819000,1789784316769822000,2643.417,76.226667,0.071,37.255,0.084,38.816,45.405,1326.994,62.865,1419.157,1380.257,0.044,2.202,262.15,7.87,253.094,10.549,0.561,0.74,5.435,36.711,25.97,2061.765,295.42,1.141,0.274,0.012,6.3,33.876,3.011,0.672,365.03,2401.814708,2427.478542
77,76,11,9d3a964ad404924aa8d4ef12528faddb3dafed59dcd6bf85a7376ec9daea508a,committee3,gateway0,1789784314380096000,1789784314557770000,1789784314873249000,1789784315563845000,1789784315987753000,1789784315987799000,2680.486,177.674833,0.157,62.854,0.599,114.064,122.638,230.055,76.774,430.142,315.479,0.159,1.415,372.317,6.495,215.278,1.574,0.63,0.806,8.821,47.186,36.073,1183.749,375.412,1.283,0.277,0.013,4.196,42.721,-3.68,0.363,423.954,1603.985125,1608.074083
78,77,15,56f3449a686a251773848fd5ebbbe4c0c0f561ff411c39c40f09978b7a1e21e8,committee3,gateway0,1789784314380151000,1789784314557768000,1789784316670992000,1789784317152754000,1789784317342811000,1789784317324804000,2680.541,177.618084,0.137,62.812,0.142,114.526,61.726,2106.939,58.799,2227.892,2113.224,0.057,0.785,194.183,8.964,180.834,12.796,0.936,0.863,2.813,34.587,45.0,2772.603,147.627,1.336,0.334,0.011,8.096,32.65,-8.681,10.316,172.05,2953.99375,2954.983125
79,78,14,ec9227afb95c5f7f05f7d9bc9f674699b27b4e4e69003c84c7114d31b079bf1f,committee1,gateway0,1789784314380227000,1789784314521891000,1789784316128993000,1789784316778740000,1789784317132762000,1789784317088806000,2680.617,141.665458,0.231,62.603,0.134,78.696,148.623,1486.005,50.806,1685.932,1607.102,0.053,0.815,324.626,6.123,240.246,1.533,0.63,0.828,9.66,35.3,29.985,2398.513,271.565,1.001,0.261,0.015,4.399,76.776,14.271,59.109,310.066,2766.819875,2767.70125
80,79,15,429fa18d0922b4195f70547ff9d711b17fd14376c8062ce785ed78a1a8cbb613,committee3,gateway0,1789784314380298000,1789784314557769000,1789784316545407000,1789784317152754000,1789784317342811000,1789784317324804000,2680.688,177.472084,0.102,62.683,0.293,114.393,43.7,2000.968,56.874,2102.324,1987.638,0.364,2.422,318.131,8.964,180.834,8.509,0.546,0.703,7.65,34.587,45.0,2772.456,147.627,1.336,0.334,0.011,8.096,32.65,-8.653,10.321,172.05,2953.873667,2954.841167
81,80,10,984fe174687dc1d464221accdd2137d0ed3b025580a3ed56ffd5dbd1c324a8af,committee1,gateway0,1789784314380346000,1789784314557769000,1789784314681207000,1789784315189813000,1789784315502889000,1789784315560778000,2680.736,177.424125,0.058,62.739,0.215,114.411,139.641,42.014,55.919,238.064,123.438,0.093,1.391,174.34,4.838,251.164,6.649,0.551,0.706,2.688,44.271,22.008,809.467,285.409,0.998,0.283,0.012,4.06,22.309,6.133,-25.732,370.965,1128.682166,1154.706083
82,81,14,0237d6461008b99901dbeacb386d43082fa75feda7972a2415a404f9578b4a0a,committee1,gateway0,1789784314380360000,1789784314557780000,1789784316269027000,1789784316778740000,1789784317132762000,1789784317088806000,2680.75,177.420416,0.064,62.683,0.697,113.976,95.611,1678.063,51.83,1825.92,1711.247,0.059,0.815,184.592,6.123,240.246,6.697,0.642,0.823,4.489,35.3,29.985,2398.38,271.565,1.001,0.261,0.015,4.399,76.776,0.585,45.412,310.066,2752.999583,2753.870416
83,82,14,0b82ad7b778cade98b89c1a6490ca3fda540eb1d8de8c45f128e9f1ba21ef3ce,committee1,gateway0,1789784314380363000,1789784314557766000,1789784316269029000,1789784316778740000,1789784317132762000,1789784317088806000,2680.753,177.40425,0.042,62.682,0.764,113.915,78.706,1694.977,51.819,1825.942,1711.263,0.063,1.48,183.925,6.123,240.246,8.17,0.635,0.809,3.037,35.3,29.985,2398.377,271.565,1.001,0.261,0.015,4.399,76.776,0.776,45.595,310.066,2753.188166,2754.051
84,83,15,75bae66c239068a1ee56dc02928420a8fc976afe095db6fa49ab0b3d4c4a3f7d,committee3,gateway0,1789784314780885000,1789784314849005000,1789784316671005000,1789784317152754000,1789784317342811000,1789784317324804000,3081.275,68.1205,0.068,46.131,0.15,21.771,33.697,1750.985,58.824,1843.921,1822.0,0.039,1.428,193.527,8.964,180.834,14.607,0.662,0.799,1.34,34.587,45.0,2371.869,147.627,1.336,0.334,0.011,8.096,32.65,6.996,25.907,172.05,2568.935,2569.838583
85,84,15,9c43682b684c04db17de387a57dbcb5de04f7ed0d0f70dd0e3ee1993a2704cb0,committee3,gateway0,1789784314780924000,1789784314929989000,1789784316665019000,1789784317152754000,1789784317342811000,1789784317324804000,3081.314,149.066292,0.054,70.089,0.765,78.157,51.676,1709.021,52.816,1813.952,1735.03,0.067,0.806,200.135,8.964,180.834,11.325,0.645,0.803,4.635,34.587,45.0,2371.83,147.627,1.336,0.334,0.011,8.096,32.65,12.191,30.892,172.05,2574.090875,2574.784792
86,85,15,56eb9f8e2d000d39c657123b72edef7f0140a6987b009a78f2ba52e37bf007dc,committee3,gateway0,1789784314780943000,1789784314889068000,1789784316545406000,1789784317152754000,1789784317342811000,1789784317324804000,3081.333,108.125167,0.05,62.124,4.188,41.763,33.614,1611.018,56.91,1702.289,1656.338,0.32,1.754,318.8,8.964,180.834,7.155,0.62,0.727,8.906,34.587,45.0,2371.811,147.627,1.336,0.334,0.011,8.096,32.65,-3.689,15.309,172.05,2558.191209,2559.181417
87,86,16,a996fe9779ea8af1553ada96e0e64ec81c3264259c98f8a0b49b02a17bd3621c,committee2,gateway0,1789784314780962000,1789784314929941000,1789784316840079000,1789784317356748000,1789784317549801000,1789784317571801000,3081.352,148.979792,0.067,70.208,0.782,77.922,81.475,1850.042,56.711,1988.842,1910.138,0.059,0.805,320.031,3.886,127.966,0.022,0.655,0.861,6.234,35.248,20.96,2575.786,170.328,1.003,0.275,0.015,2.917,18.509,5.181,-14.001,215.053,2774.032792,2776.850959
88,87,16,a8bcdca1b4024bf44a16ab3fc0363209a5b2b4c997f58bc3addf8c349ac2e6dc,committee2,org0-member2,1789784314781029000,1789784314929841000,1789784316840279000,1789784317356748000,1789784317549801000,1789784317571801000,3081.419,148.813292,0.059,70.105,0.666,77.982,67.564,1864.013,62.792,1989.086,1910.438,0.053,1.923,318.713,3.886,127.966,3.129,0.663,0.877,3.103,35.248,20.96,2575.719,170.328,1.003,0.275,0.015,2.917,18.509,5.062,-14.095,215.053,2773.846792,2776.690125
89,88,14,f44c6ae5d5887c3a0eb01562857e3e0b126e87a01ba489f5c8a3d4942b147387,committee1,gateway0,1789784314801326000,1789784314930037000,1789784316139000000,1789784316778740000,1789784317132762000,1789784317088806000,3101.716,128.711625,0.139,71.599,0.126,56.847,78.708,1125.986,60.819,1265.936,1208.963,0.046,1.447,313.987,6.123,240.246,4.618,0.657,1.413,5.963,35.3,29.985,1977.414,271.565,1.001,0.261,0.015,4.399,76.776,-2.672,42.048,310.066,2328.775709,2329.53925
90,89,13,d9b264b7fb6a216b6bc85c1d85f57adec9f143e01fd6514ca0f8c778a0d2d57c,committee0,org0-member1,1789784314801472000,1789784314929940000,1789784315799470000,1789784316404792000,1789784316741819000,1789784316769822000,3101.862,128.469459,0.054,71.553,0.143,56.718,71.652,808.029,62.867,926.391,869.53,0.052,0.821,263.571,7.87,253.094,7.116,0.627,1.024,8.517,36.711,25.97,1603.32,295.42,1.141,0.274,0.012,6.3,33.876,13.153,-13.527,365.03,1953.509792,1954.832834
91,90,13,e16578b718e5d5cf72360dd80198f7d3b61c83d2e62fdf8746c6a2333e019b6b,committee0,gateway0,1789784314824313000,1789784314929829000,1789784315957148000,1789784316404792000,1789784316741819000,1789784316769822000,3124.703,105.51725,0.073,48.654,0.305,56.484,93.536,923.957,65.914,1084.108,1027.319,0.075,2.132,104.582,7.87,253.094,15.9,0.545,0.751,0.088,36.711,25.97,1580.479,295.42,1.141,0.274,0.012,6.3,33.876,13.048,0.591,365.03,1930.563375,1946.109042
92,91,15,4b1e02ba9d376223ea72b61620518e0c74809cfac42dd063f8fe0dcf2feec5af,committee3,gateway0,1789784315177069000,1789784315263828000,1789784316545405000,1789784317152754000,1789784317342811000,1789784317324804000,3477.459,86.760292,0.072,51.072,0.115,35.5,45.572,1213.975,56.902,1317.192,1281.577,0.316,3.097,317.458,8.964,180.834,9.766,0.659,0.892,6.091,34.587,45.0,1975.685,147.627,1.336,0.334,0.011,8.096,32.65,-3.753,15.386,172.05,2162,2163.131375
93,92,13,d383c43d05199d69935a5abd9c0f03bad20c66123d9714d7b69a1c20f3fd1d07,committee0,gateway0,1789784315177137000,1789784315304146000,1789784315686050000,1789784316404792000,1789784316741819000,1789784316769822000,3477.527,127.00925,0.081,74.019,0.456,52.453,89.488,298.102,46.656,434.813,381.904,0.066,2.122,375.69,7.87,253.094,4.295,0.614,0.791,11.584,36.711,25.97,1227.655,295.42,1.141,0.274,0.012,6.3,33.876,12.845,-13.539,365.03,1577.534459,1579.153709
94,93,15,344e81adcbbd96ad88ce6b06cc5852ac8a2f141267b1983c6f8dfa3c57abb940,committee3,gateway0,1789784315177213000,1789784315304081000,1789784316391041000,1789784317152754000,1789784317342811000,1789784317324804000,3477.603,126.869041,0.067,73.974,0.403,52.424,108.438,986.092,44.808,1139.787,1086.96,0.068,20.082,454.837,8.964,180.834,0.015,0.678,0.912,15.802,34.587,45.0,1975.541,147.627,1.336,0.334,0.011,8.096,32.65,11.816,30.537,172.05,2177.424708,2178.139208
95,94,12,c3b3a29c8befda73ac816573175e2382248bbf441d456a0c274e758d60e8f19e,committee2,org0-member2,1789784315177214000,1789784315303811000,1789784315527907000,1789784316039846000,1789784316345762000,1789784316348718000,3477.604,126.597709,0.067,74.01,0.121,52.399,128.431,83.071,70.811,276.616,224.096,24.221,41.394,44.713,5.758,354.032,9.495,0.586,0.879,0.077,27.955,27.048,862.632,267.244,1.299,0.278,0.012,4.36,32.718,8.247,11.154,308.872,1176.80075,1182.663667
96,95,15,56f971a829c56ca424ddac30348ef82df2357167b6f990c166f7a800fac79dce,committee3,gateway0,1789784315177247000,1789784315304285000,1789784316671026000,1789784317152754000,1789784317342811000,1789784317324804000,3477.637,127.039125,0.045,73.838,0.128,53.027,75.613,1285.015,58.802,1419.896,1366.741,0.041,2.064,192.87,8.964,180.834,16.076,0.549,0.706,0.077,34.587,45.0,1975.507,147.627,1.336,0.334,0.011,8.096,32.65,11.804,30.602,172.05,2177.378458,2178.169666
97,96,13,dab7625747f83554b922c1e903b49b199ba2ff617b5ca2f799134b18756f6473,committee0,org0-member0,1789784315177288000,1789784315304239000,1789784315773871000,1789784316404792000,1789784316741819000,1789784316769822000,3477.678,126.951458,0.055,73.75,0.099,53.047,40.661,461.01,62.848,522.778,469.632,0.049,0.801,289.19,7.87,253.094,5.707,0.611,0.792,10.174,36.711,25.97,1227.504,295.42,1.141,0.274,0.012,6.3,33.876,12.893,-13.46,365.03,1577.431958,1579.081542
