Second,Sent,Ready,Public,Closed,Pending
0,0,0,0,0,0
1,500,497,104,104,396
2,1000,1000,766,603,397
3,1500,1497,1097,1097,403
4,2000,1997,1605,1605,395
5,2500,2500,2106,2106,394
6,3000,3000,2610,2610,390
7,3500,3497,3109,3108,392
8,4000,3999,3604,3603,397
9,4500,4496,4114,4114,386
10,5000,5000,4605,4605,395
11,5500,5500,5108,5108,392
12,5999,5999,5618,5618,381
13,6499,6499,6115,6115,384
14,6999,6999,6618,6618,381
15,7499,7499,7125,7125,374
16,7999,7999,7636,7636,363
17,8498,8498,8137,8137,361
18,8998,8998,8639,8639,359
19,9497,9494,9136,9136,361
20,9996,9994,9641,9641,355
21,10495,10486,10143,10143,352
22,10996,10995,10640,10640,356
23,11495,11495,11138,11138,357
24,11995,11995,11637,11637,358
25,12496,12495,12145,12145,351
26,12996,12995,12655,12655,341
27,13496,13495,13155,13155,341
28,13996,13990,13649,13649,347
29,14496,14494,14144,14144,352
30,14996,14989,14647,14647,349
31,15494,15487,15144,15144,350
32,15993,15989,15640,15640,353
33,16493,16492,16144,16144,349
34,16994,16992,16645,16645,349
35,17494,17492,17147,17147,347
36,17994,17993,17640,17640,354
37,18491,18490,18144,18144,347
38,18990,18989,18647,18645,345
39,19491,19490,19146,19144,347
40,19991,19990,19651,19651,340
41,20491,20490,20152,20152,339
42,20989,20988,20651,20651,338
43,21489,21488,21157,21157,332
44,21988,21987,21653,21653,335
45,22488,22487,22147,22147,341
46,22988,22987,22657,22656,332
47,23488,23487,23168,23167,321
48,23988,23987,23657,23657,331
49,24485,24484,24141,24141,344
50,24985,24984,24647,24647,338
51,25485,25478,25149,25149,336
52,25985,25983,25640,25640,345
53,26485,26478,26144,26144,341
54,26985,26984,26641,26641,344
55,27485,27484,27146,27146,339
56,27983,27982,27648,27648,335
57,28483,28482,28150,28150,333
58,28982,28981,28639,28639,343
59,29482,29475,29140,29140,342
60,29981,29980,29634,29634,347
61,30481,30478,30132,30131,350
62,30978,30977,30637,30636,342
63,31478,31477,31130,31130,348
64,31978,31977,31641,31641,337
65,32478,32475,32141,32141,337
66,32978,32977,32630,32630,348
67,33478,33477,33138,33138,340
68,33978,33977,33643,33643,335
69,34476,34475,34150,34150,326
70,34976,34975,34651,34651,325
71,35476,35475,35142,35142,334
72,35976,35975,35642,35642,334
73,36475,36474,36141,36141,334
74,36975,36974,36642,36642,333
75,37475,37474,37146,37146,329
76,37975,37974,37632,37632,343
77,38474,38473,38127,38127,347
78,38974,38967,38624,38624,350
79,39474,39468,39118,39118,356
80,39974,39971,39632,39632,342
81,40474,40473,40132,40132,342
82,40974,40973,40626,40626,348
83,41471,41470,41123,41123,348
84,41971,41970,41628,41628,343
85,42470,42469,42136,42136,334
86,42970,42969,42629,42629,341
87,43470,43469,43128,43128,342
88,43969,43968,43633,43633,336
89,44469,44468,44133,44133,336
90,44969,44968,44648,44648,321
91,45469,45468,45139,45139,330
92,45968,45967,45640,45640,328
93,46468,46467,46137,46137,331
94,46967,46966,46635,46635,332
95,47467,47466,47132,47132,335
96,47967,47966,47630,47630,337
97,48467,48466,48130,48130,337
98,48967,48966,48619,48619,348
99,49467,49466,49108,49108,359
100,49967,49966,49615,49615,352
101,50467,50462,50112,50112,355
102,50964,50963,50612,50612,352
103,51463,51462,51101,51101,362
104,51963,51963,51595,51595,368
105,52463,52462,52101,52101,362
106,52963,52963,52608,52608,355
107,53461,53460,53095,53095,366
108,53961,53961,53603,53603,358
109,54461,54455,54096,54096,365
110,54961,54961,54603,54603,358
111,55458,55458,55096,55096,362
112,55958,55957,55581,55581,377
113,56458,56457,56077,56077,381
114,56958,56957,56577,56577,381
115,57456,57452,57075,57075,381
116,57956,57947,57612,57612,344
117,58456,58455,58094,58094,362
118,58956,58956,58594,58594,362
119,59456,59456,59092,59092,364
120,59954,59954,59587,59587,367
121,60452,60452,60085,60085,367
122,60952,60952,60584,60584,368
123,61451,61451,61079,61079,372
124,61951,61951,61577,61577,374
125,62451,62451,62084,62084,367
126,62951,62951,62590,62590,361
127,63451,63451,63086,63086,365
128,63951,63951,63582,63582,369
129,64451,64451,64088,64088,363
130,64951,64951,64589,64589,362
131,65451,65446,65096,65096,355
132,65951,65946,65594,65594,357
133,66451,66451,66103,66103,348
134,66950,66950,66611,66611,339
135,67450,67443,67107,67107,343
136,67948,67939,67600,67600,348
137,68448,68447,68096,68096,352
138,68948,68948,68592,68592,356
139,69448,69447,69090,69090,358
140,69948,69946,69598,69598,350
141,70446,70446,70093,70093,353
142,70946,70946,70592,70592,354
143,71446,71439,71087,71087,359
144,71946,71946,71596,71596,350
145,72442,72442,72081,72081,361
146,72942,72942,72598,72598,344
147,73442,73442,73110,73110,332
148,73942,73942,73601,73601,341
149,74442,74442,74093,74093,349
150,74942,74942,74584,74584,358
151,75439,75439,75077,75077,362
152,75937,75937,75570,75570,367
153,76437,76437,76053,76053,384
154,76937,76937,76553,76553,384
155,77437,77437,77055,77055,382
156,77936,77936,77552,77552,384
157,78435,78431,78051,78051,384
158,78935,78931,78540,78540,395
159,79435,79431,79204,79040,395
