Second,Sent,Ready,Public,Closed,Pending
160,79934,79934,79697,79535,399
161,80433,80433,80194,80163,270
162,80933,80933,80681,80681,252
163,81432,81432,81172,81172,260
164,81926,81926,81664,81664,262
165,82426,82426,82159,82159,267
166,82925,82925,82655,82655,270
167,83425,83425,83137,83137,288
168,83925,83925,83639,83639,286
169,84425,84425,84134,84134,291
170,84925,84925,84622,84622,303
171,85425,85425,85114,85114,311
172,85923,85923,85606,85606,317
173,86423,86423,86106,86106,317
174,86924,86923,86601,86601,323
175,87422,87421,87093,87093,329
176,87921,87921,87610,87610,311
177,88421,88421,88114,88114,307
178,88922,88921,88620,88620,302
179,89422,89421,89124,89124,298
180,89922,89921,89632,89632,290
181,90421,90421,90124,90124,297
182,90922,90921,90619,90619,303
183,91421,91420,91110,91110,311
184,91921,91920,91607,91607,314
185,92419,92418,92105,92105,314
186,92919,92918,92593,92593,326
187,93419,93418,93100,93100,319
188,93919,93918,93594,93594,325
189,94418,94417,94096,94096,322
190,94916,94915,94602,94602,314
191,95416,95415,95096,95096,320
192,95915,95914,95598,95598,317
193,96415,96415,96093,96093,322
194,96916,96915,96573,96573,343
195,97416,97416,97082,97082,334
196,97917,97911,97570,97570,347
197,98415,98413,98070,98070,345
198,98912,98911,98564,98564,348
199,99410,99405,99064,99064,346
200,99910,99902,99552,99552,358
201,100410,100410,100056,100056,354
202,100911,100910,100548,100548,363
203,101411,101410,101044,101044,367
204,101908,101908,101545,101545,363
205,102408,102408,102044,102044,364
206,102909,102908,102588,102586,323
207,103409,103408,103085,103083,326
208,103907,103906,103590,103590,317
209,104407,104407,104079,104079,328
210,104907,104907,104572,104572,335
211,105407,105406,105068,105068,339
212,105906,105902,105563,105563,343
213,106407,106406,106061,106061,346
214,106907,106906,106556,106556,351
215,107407,107407,107058,107058,349
216,107907,107907,107563,107563,344
217,108407,108405,108061,108061,346
218,108906,108905,108554,108554,352
219,109405,109401,109047,109047,358
220,109905,109904,109559,109559,346
221,110405,110402,110065,110065,340
222,110905,110901,110557,110557,348
223,111405,111404,111055,111055,350
224,111903,111903,111571,111571,332
225,112398,112397,112063,112063,335
226,112898,112898,112569,112569,329
227,113397,113397,113070,113070,327
228,113897,113897,113572,113572,325
229,114394,114394,114056,114056,338
230,114894,114894,114554,114554,340
231,115394,115394,115050,115050,344
232,115892,115892,115551,115551,341
233,116392,116392,116052,116052,340
234,116892,116892,116551,116551,341
235,117392,117382,117049,117049,343
236,117892,117891,117537,117537,355
237,118392,118391,118023,118023,369
238,118892,118891,118519,118519,373
239,119391,119390,119019,119019,372
240,119888,119887,119524,119524,364
241,120387,120386,120008,120008,379
242,120887,120886,120499,120499,388
243,121387,121386,121008,121008,379
244,121887,121886,121506,121506,381
245,122387,122386,122003,122003,384
246,122887,122886,122505,122505,382
247,123387,123386,123008,123008,379
248,123887,123886,123508,123508,379
249,124387,124386,124002,124002,385
250,124880,124874,124495,124495,385
251,125384,125383,125148,124985,399
252,125884,125883,125640,125640,244
253,126381,126380,126136,126136,245
254,126879,126878,126623,126623,256
255,127379,127379,127113,127113,266
256,127879,127879,127611,127610,269
257,128379,128379,128105,128104,275
258,128879,128879,128599,128599,280
259,129378,129378,129093,129093,285
260,129878,129878,129590,129590,288
261,130378,130378,130085,130085,293
262,130878,130878,130570,130570,308
263,131377,131377,131068,131068,309
264,131877,131877,131555,131555,322
265,132377,132377,132050,132049,328
266,132877,132877,132578,132577,300
267,133377,133377,133085,133085,292
268,133877,133877,133596,133596,281
269,134375,134375,134092,134092,283
270,134874,134874,134584,134584,290
271,135374,135374,135080,135080,294
272,135873,135873,135585,135585,288
273,136373,136373,136081,136081,292
274,136873,136873,136578,136578,295
275,137372,137372,137084,137084,288
276,137868,137868,137587,137587,281
277,138368,138368,138086,138086,282
278,138868,138868,138582,138582,286
279,139368,139368,139078,139078,290
280,139868,139868,139568,139568,300
281,140368,140368,140058,140058,310
282,140868,140868,140545,140545,323
283,141368,141368,141039,141039,329
284,141868,141868,141539,141539,329
285,142366,142366,142028,142028,338
286,142866,142866,142521,142521,345
287,143367,143364,143015,143015,352
288,143861,143834,143498,143442,419
289,144360,144360,143984,143981,379
290,144860,144806,144396,144396,464
291,145203,145203,144820,144810,393
292,145703,145703,145390,145388,315
293,146204,146203,145882,145882,322
294,146704,146703,146380,146379,325
295,147201,147200,146879,146878,323
296,147701,147700,147365,147365,336
297,148199,148198,147850,147850,349
298,148699,148698,148350,148350,349
299,149200,149199,148854,148854,346
300,149689,149689,149356,149356,333
301,149689,149689,149689,149689,0
