Second,Sent,Ready,Public,Closed,Pending
152,75949,75949,75693,75693,256
153,76449,76449,76169,76169,280
154,76948,76948,76708,76708,240
155,77448,77448,77202,77202,246
156,77947,77947,77696,77696,251
157,78445,78445,78190,78190,255
158,78945,78945,78684,78684,261
159,79441,79441,79173,79173,268
160,79941,79941,79674,79674,267
161,80441,80441,80167,80167,274
162,80941,80941,80653,80653,288
163,81441,81441,81148,81148,293
164,81941,81941,81643,81643,298
165,82441,82441,82137,82137,304
166,82941,82941,82632,82632,309
167,83441,83441,83128,83128,313
168,83941,83941,83622,83622,319
169,84441,84441,84117,84117,324
170,84941,84941,84605,84605,336
171,85438,85437,85102,85102,336
172,85938,85938,85597,85597,341
173,86438,86431,86087,86087,351
174,86937,86937,86583,86583,354
175,87437,87437,87082,87082,355
176,87937,87936,87571,87571,366
177,88437,88437,88216,88054,383
178,88937,88937,88698,88698,239
179,89437,89437,89190,89190,247
180,89936,89936,89687,89687,249
181,90436,90436,90171,90171,265
182,90936,90936,90666,90666,270
183,91432,91432,91164,91001,431
184,91930,91930,91684,91684,246
185,92430,92430,92176,92176,254
186,92930,92930,92672,92672,258
187,93430,93430,93170,93170,260
188,93930,93930,93666,93666,264
189,94430,94430,94162,94162,268
190,94930,94930,94657,94657,273
191,95430,95430,95143,95143,287
192,95930,95930,95641,95641,289
193,96430,96430,96130,96130,300
194,96928,96928,96609,96609,319
195,97428,97428,97110,97110,318
196,97922,97922,97606,97606,316
197,98422,98422,98094,98094,328
198,98922,98917,98582,98582,340
199,99422,99422,99073,99073,349
200,99922,99922,99568,99568,354
201,100423,100422,100054,100054,369
202,100922,100922,100550,100550,372
203,101422,101422,101204,101039,383
204,101922,101922,101690,101626,296
205,102422,102422,102186,102024,398
206,102922,102922,102682,102519,403
207,103422,103422,103176,103176,246
208,103922,103922,103668,103668,254
209,104421,104421,104168,104168,253
210,104919,104918,104657,104657,262
211,105418,105418,105153,105153,265
212,105919,105918,105650,105650,269
213,106414,106414,106139,106139,275
214,106913,106913,106636,106636,277
215,107414,107413,107130,107130,284
216,107914,107913,107620,107620,294
217,108414,108413,108109,108109,305
218,108913,108913,108609,108609,304
219,109414,109413,109107,109107,307
220,109913,109913,109605,109605,308
221,110414,110413,110102,110102,312
222,110912,110912,110589,110589,323
223,111413,111412,111080,111080,333
224,111910,111909,111576,111576,334
225,112410,112409,112076,112076,334
226,112907,112907,112569,112569,338
227,113408,113407,113066,113066,342
228,113908,113907,113568,113568,340
229,114407,114407,114065,114065,342
230,114907,114907,114568,114568,339
231,115408,115407,115076,115076,332
232,115908,115907,115567,115567,341
233,116406,116406,116067,116067,339
234,116907,116906,116565,116565,342
235,117406,117406,117060,117060,346
236,117904,117903,117566,117566,338
237,118404,118404,118056,118056,348
238,118904,118904,118547,118547,357
239,119404,119404,119040,119040,364
240,119905,119904,119538,119538,367
241,120405,120404,120033,120033,372
242,120904,120903,120525,120525,379
243,121404,121403,121012,121012,392
244,121903,121902,121520,121520,383
245,122403,122402,122015,122015,388
246,122904,122903,122671,122510,394
247,123403,123403,123170,123170,233
248,123903,123902,123662,123662,241
249,124401,124401,124150,124150,251
250,124902,124901,124634,124634,268
251,125402,125401,125131,125131,271
252,125901,125901,125616,125616,285
253,126401,126401,126107,126107,294
254,126902,126901,126602,126602,300
255,127402,127401,127091,127091,311
256,127902,127901,127585,127585,317
257,128402,128401,128084,128084,318
258,128902,128901,128569,128569,333
259,129398,129398,129056,129056,342
260,129897,129893,129551,129551,346
261,130398,130397,130043,130043,355
262,130897,130897,130531,130531,366
263,131398,131397,131015,131015,383
264,131897,131896,131516,131516,381
265,132398,132397,132170,132170,228
266,132897,132897,132663,132663,234
267,133397,133396,133153,133153,244
268,133895,133894,133650,133650,245
269,134395,134394,134137,134137,258
270,134895,134894,134631,134631,264
271,135394,135394,135116,135116,278
272,135846,135843,135615,135447,399
273,136269,136268,135930,135930,339
274,136768,136768,136459,136459,309
275,137268,137268,136949,136949,319
276,137768,137768,137446,137446,322
277,138269,138268,137947,137947,322
278,138769,138768,138441,138441,328
279,139267,139266,138934,138934,333
280,139767,139766,139433,139433,334
281,140266,140266,139930,139930,336
282,140765,140765,140424,140424,341
283,141266,141265,140919,140919,347
284,141766,141764,141410,141410,356
285,142258,142258,141918,141918,340
286,142757,142756,142395,142395,362
287,143256,143255,142888,142888,368
288,143755,143755,143377,143377,378
289,144234,144234,143871,143871,363
290,144734,144734,144368,144368,366
291,145235,145234,144858,144858,377
292,145735,145734,145348,145348,387
293,146235,146234,146011,145848,387
294,146734,146726,146342,146342,392
295,147235,147234,147002,146837,398
296,147735,147725,147505,147334,401
297,148235,148226,147839,147839,396
298,148732,148730,148336,148336,396
299,149179,149142,148832,148660,519
300,149509,149483,148893,148893,616
301,149509,149509,149466,149466,43
302,149509,149509,149509,149509,0
