Second,Sent,Ready,Public,Closed,Pending
0,0,0,0,0,0
1,500,500,239,239,261
2,1000,1000,738,738,262
3,1500,1500,1227,1227,273
4,2000,2000,1726,1726,274
5,2500,2500,2222,2222,278
6,3000,3000,2713,2712,288
7,3499,3499,3224,3223,276
8,3998,3998,3724,3724,274
9,4498,4498,4216,4216,282
10,4998,4998,4703,4703,295
11,5497,5497,5198,5198,299
12,5996,5996,5701,5701,295
13,6496,6496,6197,6197,299
14,6996,6996,6698,6698,298
15,7496,7496,7203,7203,293
16,7996,7996,7703,7703,293
17,8496,8496,8208,8208,288
18,8996,8996,8704,8704,292
19,9496,9496,9195,9195,301
20,9996,9996,9695,9695,301
21,10496,10496,10200,10200,296
22,10996,10996,10692,10692,304
23,11496,11496,11189,11189,307
24,11995,11995,11679,11679,316
25,12495,12495,12176,12176,319
26,12995,12995,12678,12678,317
27,13495,13495,13181,13181,314
28,13995,13995,13682,13682,313
29,14495,14495,14183,14183,312
30,14995,14995,14678,14678,317
31,15494,15494,15189,15189,305
32,15993,15993,15685,15685,308
33,16493,16493,16189,16189,304
34,16992,16992,16693,16693,299
35,17491,17491,17191,17191,300
36,17991,17991,17694,17694,297
37,18490,18489,18194,18194,296
38,18988,18988,18682,18682,306
39,19489,19488,19175,19175,314
40,19983,19983,19679,19679,304
41,20484,20483,20164,20164,320
42,20984,20983,20662,20662,322
43,21483,21482,21156,21156,327
44,21982,21982,21654,21654,328
45,22482,22481,22153,22153,329
46,22979,22978,22655,22655,324
47,23479,23478,23153,23153,326
48,23978,23977,23645,23645,333
49,24478,24477,24155,24155,323
50,24978,24977,24645,24645,333
51,25478,25477,25145,25145,333
52,25977,25976,25665,25665,312
53,26477,26476,26172,26172,305
54,26976,26975,26665,26665,311
55,27475,27474,27157,27157,318
56,27975,27974,27656,27656,319
57,28474,28473,28157,28157,317
58,28974,28973,28651,28651,323
59,29474,29473,29150,29150,324
60,29974,29973,29652,29652,322
61,30961,30960,30326,30326,635
62,31929,31928,31312,31312,617
63,32909,32907,32278,32278,631
64,33882,33880,33269,33269,613
65,34847,34846,34252,34252,595
66,35832,35830,35247,35246,586
67,36800,36798,36223,36222,578
68,37782,37780,37205,37205,577
69,38758,38757,38191,38191,567
70,39727,39725,39174,39156,571
71,40714,40713,40169,40169,545
72,41704,41702,41160,41131,573
73,42683,42681,42162,41948,735
74,43664,43663,43152,43152,512
75,44617,44595,43796,43796,821
76,45131,45130,44868,44868,263
77,45626,45625,45363,45363,263
78,46126,46125,45851,45851,275
79,46623,46622,46355,46355,268
80,47122,47121,46854,46854,268
81,47622,47621,47358,47358,264
82,48122,48121,47863,47863,259
83,48620,48619,48365,48365,255
84,49120,49119,48866,48866,254
85,49615,49614,49358,49358,257
86,50114,50113,49854,49854,260
87,50614,50613,50351,50351,263
88,51114,51113,50844,50844,270
89,51614,51613,51342,51342,272
90,52114,52113,51841,51841,273
91,52614,52613,52346,52346,268
92,53114,53113,52837,52837,277
93,53608,53607,53332,53332,276
94,54107,54106,53822,53822,285
95,54606,54605,54304,54304,302
96,55104,55103,54796,54796,308
97,55603,55602,55299,55299,304
98,56103,56102,55804,55804,299
99,56603,56602,56300,56300,303
100,57103,57102,56789,56789,314
101,57603,57602,57294,57294,309
102,58103,58102,57793,57793,310
103,58603,58602,58280,58280,323
104,59103,59102,58771,58771,332
105,59603,59602,59269,59269,334
106,60103,60102,59809,59809,294
107,60603,60602,60304,60304,299
108,61103,61102,60801,60801,302
109,61603,61602,61300,61300,303
110,62100,62099,61802,61802,298
111,62596,62595,62299,62299,297
112,63096,63095,62795,62795,301
113,63595,63594,63306,63306,289
114,64095,64094,63797,63797,298
115,64595,64594,64295,64295,300
116,65095,65094,64794,64794,301
117,65595,65594,65293,65293,302
118,66095,66094,65777,65777,318
119,66595,66594,66282,66282,313
120,67093,67092,66778,66778,315
121,67593,67592,67284,67284,309
122,68093,68092,67785,67785,308
123,68593,68592,68287,68287,306
124,69093,69092,68786,68786,307
125,69593,69592,69282,69282,311
126,70093,70092,69782,69782,311
127,70593,70592,70281,70281,312
128,71093,71092,70778,70778,315
129,71593,71592,71280,71280,313
130,72093,72092,71780,71780,313
131,72591,72590,72275,72275,316
132,73091,73090,72772,72772,319
133,73591,73590,73274,73274,317
134,74091,74090,73770,73770,321
135,74591,74590,74281,74281,310
136,75091,75090,74811,74811,280
137,75590,75589,75303,75303,287
138,76087,76086,75797,75797,290
139,76585,76584,76293,76293,292
140,77085,77084,76787,76787,298
141,77584,77583,77276,77276,308
142,78084,78083,77777,77777,307
143,78582,78581,78266,78266,316
144,79081,79080,78765,78765,316
145,79581,79580,79280,79280,301
146,80081,80080,79772,79772,309
147,80581,80580,80270,80270,311
148,81076,81075,80766,80766,310
149,81574,81573,81253,81253,321
150,82074,82073,81736,81736,338
151,82574,82573,82231,82231,343
152,83073,83072,82730,82730,343
153,83573,83572,83233,83233,340
154,84073,84072,83741,83741,332
155,84573,84572,84247,84247,326
156,85073,85072,84745,84745,328
157,85573,85572,85242,85242,331
158,86073,86072,85742,85742,331
159,86570,86569,86233,86233,337
160,87067,87066,86731,86731,336
161,87564,87564,87242,87242,322
162,88062,88061,87744,87744,318
163,88562,88561,88240,88240,322
164,89062,89061,88748,88748,314
165,89562,89561,89248,89248,314
166,90062,90061,89783,89783,279
167,90562,90561,90281,90280,282
168,91060,91059,90776,90775,285
169,91559,91558,91278,91278,281
170,92059,92059,91776,91776,283
171,92553,92552,92272,92272,281
172,93052,93051,92760,92760,292
173,93552,93551,93253,93253,299
174,94052,94051,93757,93757,295
175,94552,94551,94246,94246,306
176,95051,95050,94741,94741,310
177,95551,95550,95245,95245,306
178,96050,96049,95753,95753,297
179,96549,96549,96247,96247,302
180,97047,97046,96733,96733,314
181,97547,97546,97222,97222,325
