Second,Sent,Ready,Public,Closed,Pending
182,98045,98045,97718,97718,327
183,98544,98543,98217,98217,327
184,99044,99044,98714,98714,330
185,99544,99544,99213,99213,331
186,100041,100041,99703,99703,338
187,100541,100541,100204,100204,337
188,101041,101041,100702,100702,339
189,101539,101539,101200,101200,339
190,102039,102039,101701,101700,339
191,102539,102539,102202,102201,338
192,103039,103038,102702,102702,337
193,103538,103538,103193,103193,345
194,104038,104037,103681,103681,357
195,104534,104534,104192,104191,343
196,104534,104534,104533,104532,2
197,104534,104534,104534,104534,0
