Second,Sent,Ready,Public,Closed,Pending
0,0,0,0,0,0
1,500,500,228,228,272
2,1000,1000,719,719,281
3,1500,1500,1211,1211,289
4,2000,2000,1711,1711,289
5,2500,2500,2205,2205,295
6,3000,3000,2701,2701,299
7,3500,3500,3189,3189,311
8,4000,4000,3686,3686,314
9,4500,4500,4175,4175,325
10,4999,4999,4674,4674,325
11,5499,5499,5161,5161,338
12,5999,5999,5663,5663,336
13,6499,6499,6170,6170,329
14,6999,6999,6667,6667,332
15,7499,7499,7162,7162,337
16,7999,7999,7670,7670,329
17,8499,8499,8173,8173,326
18,8999,8999,8660,8660,339
19,9499,9498,9156,9156,343
20,9999,9999,9659,9659,340
21,10499,10498,10160,10160,339
22,10999,10992,10649,10649,350
23,11499,11499,11143,11143,356
24,11999,11999,11642,11642,357
25,12499,12499,12134,12134,365
26,12999,12998,12624,12624,375
27,13498,13498,13275,13123,375
28,13998,13998,13759,13605,393
29,14498,14498,14251,14199,299
30,14997,14997,14743,14743,254
31,15498,15497,15222,15222,276
32,15998,15997,15727,15727,271
33,16497,16497,16222,16222,275
34,16996,16996,16711,16711,285
35,17496,17496,17204,17204,292
36,17997,17996,17698,17698,299
37,18496,18496,18181,18181,315
38,18996,18996,18673,18673,323
39,19497,19496,19166,19166,331
40,19996,19995,19658,19658,338
41,20496,20495,20157,20157,339
42,20996,20995,20647,20647,349
43,21496,21495,21143,21143,353
44,21995,21995,21629,21629,366
45,22495,22494,22126,22126,369
46,22995,22994,22612,22612,383
47,23493,23493,23106,23106,387
48,23992,23992,23616,23616,376
49,24493,24492,24108,24108,385
50,24993,24991,24607,24607,386
51,25491,25489,25265,25093,398
52,25992,25991,25758,25641,351
53,26491,26491,26253,26253,238
54,26991,26990,26748,26748,243
55,27491,27490,27244,27076,415
56,27991,27990,27746,27746,245
57,28491,28490,28241,28241,250
58,28991,28990,28729,28729,262
59,29491,29490,29228,29228,263
60,29990,29989,29729,29729,261
61,30490,30489,30226,30226,264
62,30990,30989,30719,30719,271
63,31490,31489,31219,31219,271
64,31989,31988,31712,31712,277
65,32489,32488,32208,32208,281
66,32989,32988,32702,32702,287
67,33489,33488,33197,33197,292
68,33988,33987,33694,33694,294
69,34488,34487,34193,34193,295
70,34988,34987,34681,34681,307
71,35488,35487,35181,35181,307
72,35988,35987,35682,35682,306
73,36488,36487,36172,36172,316
74,36988,36987,36663,36663,325
75,37488,37486,37157,37157,331
76,37987,37986,37641,37641,346
77,38487,38486,38153,38153,334
78,38987,38986,38646,38646,341
79,39487,39486,39150,39150,337
80,39987,39986,39647,39647,340
81,40487,40486,40146,40146,341
82,40987,40983,40647,40647,340
83,41487,41486,41137,41137,350
84,41987,41986,41633,41633,354
85,42487,42486,42124,42124,363
86,42985,42984,42607,42607,378
87,43485,43484,43102,43102,383
88,43984,43982,43603,43603,381
89,44484,44484,44095,44095,389
90,44985,44983,44603,44603,382
91,45485,45484,45265,45099,386
92,45982,45981,45743,45743,239
93,46481,46480,46228,46228,253
94,46981,46980,46723,46723,258
95,47481,47480,47215,47215,266
96,47980,47979,47702,47702,278
97,48480,48479,48187,48187,293
98,48980,48979,48681,48681,299
99,49480,49479,49169,49169,311
100,49980,49979,49656,49656,324
101,50479,50478,50143,50143,336
102,50979,50978,50637,50637,342
103,51479,51478,51127,51127,352
