Second,Sent,Ready,Public,Closed,Pending
104,51979,51978,51613,51613,366
105,52479,52478,52111,52111,368
106,52979,52978,52606,52606,373
107,53478,53477,53108,53108,370
108,53978,53976,53601,53601,377
109,54478,54477,54253,54089,389
110,54978,54977,54737,54737,241
111,55478,55477,55227,55227,251
112,55976,55975,55720,55720,256
113,56476,56475,56223,56223,253
114,56976,56975,56717,56717,259
115,57476,57475,57201,57201,275
116,57974,57973,57693,57693,281
117,58473,58472,58182,58182,291
118,58972,58971,58675,58675,297
119,59472,59471,59164,59164,308
120,59972,59971,59661,59661,311
121,60472,60471,60152,60152,320
122,60972,60971,60642,60642,330
123,61472,61471,61120,61120,352
124,61972,61971,61616,61616,356
125,62472,62471,62109,62109,363
126,62972,62971,62596,62596,376
127,63472,63471,63089,63089,383
128,63972,63970,63587,63587,385
129,64471,64470,64080,64080,391
130,64967,64965,64576,64576,391
131,65467,65466,65237,65237,230
132,65967,65965,65563,65563,404
133,66467,66466,66238,66067,400
134,66967,66965,66563,66563,404
135,67466,67464,67240,67069,397
136,67966,67965,67722,67722,244
137,68465,68464,68215,68215,250
138,68964,68963,68709,68709,255
139,69464,69463,69198,69198,266
140,69964,69963,69691,69691,273
141,70463,70462,70179,70179,284
142,70963,70962,70668,70668,295
143,71463,71462,71154,71154,309
144,71963,71962,71652,71652,311
145,72463,72462,72145,72145,318
146,72963,72962,72651,72651,312
147,73463,73463,73148,73148,315
148,73962,73962,73647,73647,315
149,74462,74461,74130,74130,332
150,74962,74960,74629,74629,333
151,75462,75461,75110,75110,352
152,75961,75960,75600,75600,361
153,76461,76459,76092,76092,369
154,76961,76959,76569,76569,392
155,77461,77459,77065,77065,396
156,77961,77961,77730,77564,397
157,78461,78460,78227,78058,403
158,78961,78961,78722,78722,239
159,79461,79459,79056,79056,405
160,79961,79961,79727,79561,400
161,80459,80459,80225,80055,404
162,80959,80959,80713,80713,246
163,81459,81459,81209,81209,250
164,81959,81959,81703,81703,256
165,82458,82458,82194,82194,264
166,82958,82958,82691,82691,267
167,83457,83457,83196,83196,261
168,83957,83957,83699,83699,258
169,84456,84456,84202,84032,424
170,84956,84956,84707,84707,249
171,85456,85456,85204,85204,252
172,85956,85956,85687,85687,269
173,86456,86456,86178,86178,278
174,86955,86955,86672,86672,283
175,87454,87454,87177,87177,277
176,87954,87954,87666,87666,288
177,88454,88454,88164,88164,290
178,88952,88952,88647,88647,305
179,89452,89452,89141,89141,311
180,89952,89952,89634,89634,318
181,90452,90452,90126,90126,326
182,90952,90952,90620,90620,332
183,91452,91447,91110,91110,342
184,91952,91952,91599,91599,353
185,92452,92452,92083,92083,369
186,92951,92951,92580,92580,371
187,93450,93448,93070,93070,380
188,93947,93947,93727,93560,387
189,94447,94447,94216,94045,402
190,94947,94947,94709,94546,401
191,95447,95447,95210,95044,403
192,95947,95947,95706,95706,241
193,96447,96447,96203,96039,408
194,96947,96947,96715,96545,402
195,97446,97446,97216,97046,400
196,97943,97941,97549,97549,394
197,98443,98441,98044,98044,399
198,98942,98942,98707,98547,395
199,99442,99442,99204,99034,408
200,99940,99940,99707,99541,399
201,100439,100439,100199,100035,404
202,100939,100939,100701,100701,238
203,101437,101437,101191,101191,246
204,101937,101937,101682,101682,255
205,102437,102437,102184,102184,253
206,102937,102937,102674,102674,263
207,103437,103437,103163,103163,274
208,103937,103937,103666,103666,271
209,104437,104437,104165,104165,272
210,104937,104937,104654,104654,283
211,105436,105436,105152,105152,284
212,105934,105934,105648,105648,286
213,106433,106433,106130,106130,303
214,106933,106933,106634,106634,299
215,107433,107433,107113,107113,320
216,107932,107932,107602,107602,330
217,108432,108432,108093,108093,339
218,108932,108932,108592,108592,340
219,109430,109428,109086,109086,344
220,109930,109930,109578,109578,352
221,110430,110430,110068,110068,362
222,110930,110930,110564,110564,366
223,111430,111430,111061,111061,369
224,111930,111930,111559,111559,371
225,112430,112427,112051,112051,379
226,112902,112899,112541,112541,361
227,113399,113398,113009,113009,390
228,113898,113898,113663,113663,235
229,114398,114398,114158,114158,240
230,114898,114898,114642,114642,256
231,115398,115398,115135,115135,263
232,115898,115898,115633,115633,265
233,116398,116398,116131,116131,267
234,116898,116898,116627,116627,271
235,117398,117398,117132,117132,266
236,117895,117895,117619,117619,276
237,118395,118395,118110,118110,285
238,118895,118895,118614,118614,281
239,119394,119394,119108,119108,286
240,119894,119894,119607,119607,287
241,120389,120389,120089,120089,300
242,120889,120889,120581,120581,308
243,121389,121389,121077,121077,312
244,121889,121889,121555,121555,334
245,122389,122384,122045,122045,344
246,122889,122889,122538,122538,351
247,123389,123389,123026,123026,363
248,123889,123889,123525,123525,364
249,124389,124389,124015,124015,374
250,124889,124889,124510,124510,379
251,125389,125387,125003,125003,386
252,125884,125882,125490,125490,394
253,126383,126381,125989,125989,394
254,126883,126881,126490,126490,393
255,127383,127383,127150,126985,398
256,127880,127880,127647,127477,403
257,128379,128379,128134,128134,245
258,128879,128879,128630,128630,249
259,129379,129379,129130,129130,249
260,129879,129879,129624,129624,255
261,130379,130379,130130,130130,249
262,130878,130878,130614,130614,264
263,131378,131378,131101,131101,277
264,131876,131876,131582,131582,294
265,132376,132376,132077,132077,299
266,132876,132876,132574,132574,302
267,133376,133376,133066,133066,310
268,133876,133876,133560,133560,316
269,134376,134376,134043,134043,333
270,134876,134876,134540,134540,336
271,135376,135376,135042,135042,334
272,135874,135874,135534,135534,340
273,136373,136373,136020,136020,353
274,136873,136873,136510,136510,363
275,137372,137370,136997,136997,375
276,137872,137870,137478,137478,394
277,138370,138368,137981,137981,389
278,138870,138868,138482,138482,388
279,139370,139368,138973,138973,397
280,139870,139870,139641,139478,392
281,140370,140368,140134,139966,404
282,140871,140870,140627,140627,244
283,141370,141370,141129,141129,241
284,141870,141870,141624,141624,246
285,142370,142370,142117,142117,253
286,142870,142869,142616,142616,254
287,143370,143369,143105,143105,265
288,143870,143869,143597,143597,273
289,144370,144369,144096,144096,274
290,144866,144865,144597,144597,269
291,145365,145364,145080,145080,285
292,145865,145864,145577,145577,288
293,146365,146364,146066,146066,299
294,146865,146864,146564,146564,301
295,147365,147364,147062,147062,303
296,147865,147864,147544,147544,321
297,148365,148364,148033,148033,332
298,148864,148862,148525,148525,339
299,149365,149364,149017,149017,348
300,149863,149863,149521,149521,342
301,149863,149863,149863,149863,0
