Second,Sent,Ready,Public,Closed,Pending
184,91920,91920,91636,91636,284
185,92420,92420,92147,92147,273
186,92919,92919,92651,92651,268
187,93419,93419,93137,93137,282
188,93919,93919,93637,93637,282
189,94419,94419,94137,94137,282
190,94919,94919,94635,94635,284
191,95419,95419,95132,95132,287
192,95919,95919,95626,95626,293
193,96419,96419,96129,96129,290
194,96919,96919,96636,96636,283
195,97419,97418,97132,97132,287
196,97919,97919,97622,97622,297
197,98419,98418,98130,98130,289
198,98918,98918,98627,98627,291
199,99413,99413,99128,99128,285
200,99912,99912,99629,99629,283
201,100412,100412,100135,100135,277
202,100912,100912,100635,100635,277
203,101412,101412,101140,101140,272
204,101912,101912,101641,101641,271
205,102412,102412,102145,102145,267
206,102912,102912,102640,102640,272
207,103412,103412,103135,103135,277
208,103908,103908,103630,103629,279
209,104406,104406,104121,104120,286
210,104906,104906,104614,104614,292
211,105406,105406,105110,105110,296
212,105901,105901,105610,105610,291
213,106400,106400,106106,106106,294
214,106900,106900,106604,106604,296
215,107400,107400,107095,107095,305
216,107900,107900,107592,107592,308
217,108400,108400,108095,108095,305
218,108900,108900,108593,108593,307
219,109400,109400,109098,109098,302
220,109900,109900,109592,109592,308
221,110400,110400,110093,110093,307
222,110900,110900,110582,110582,318
223,111400,111400,111075,111075,325
224,111900,111900,111571,111571,329
225,112400,112400,112073,112073,327
226,112900,112900,112578,112578,322
227,113399,113399,113080,113080,319
228,113899,113899,113575,113575,324
229,114399,114399,114080,114080,319
230,114899,114899,114582,114582,317
231,115397,115397,115066,115066,331
232,115897,115897,115563,115563,334
233,116397,116396,116052,116052,345
234,116897,116895,116541,116541,356
235,117397,117396,117049,117049,348
236,117897,117895,117548,117548,349
237,118397,118397,118054,118054,343
238,118896,118896,118553,118553,343
239,119396,119394,119053,119053,343
240,119896,119893,119548,119548,348
241,120396,120396,120041,120041,355
242,120896,120896,120533,120533,363
243,121396,121396,121032,121032,364
244,121896,121896,121530,121530,366
245,122396,122396,122023,122023,373
246,122896,122894,122525,122525,371
247,123395,123395,123009,123009,386
248,123895,123894,123513,123513,382
249,124395,124395,124162,124002,393
250,124895,124894,124493,124493,402
251,125392,125390,124996,124996,396
252,125853,125853,125560,125497,356
253,126353,126353,126120,125955,398
254,126852,126852,126616,126616,236
255,127350,127350,127103,127103,247
256,127848,127848,127587,127587,261
257,128348,128348,128084,128084,264
258,128848,128848,128575,128575,273
259,129348,129348,129066,129066,282
260,129848,129848,129568,129568,280
261,130348,130348,130071,130071,277
262,130848,130848,130563,130563,285
263,131344,131344,131063,131062,282
264,131844,131844,131551,131550,294
265,132344,132344,132058,132058,286
266,132844,132844,132559,132559,285
267,133339,133339,133060,133060,279
268,133839,133839,133552,133552,287
269,134339,134339,134050,134050,289
270,134839,134839,134559,134559,280
271,135336,135336,135066,135066,270
272,135833,135833,135554,135554,279
273,136333,136333,136040,136040,293
274,136833,136833,136546,136546,287
275,137333,137333,137039,137039,294
276,137830,137830,137532,137532,298
277,138331,138330,138027,138027,304
278,138830,138830,138519,138519,311
279,139330,139330,139008,139008,322
280,139831,139830,139513,139513,318
281,140328,140327,140007,140007,321
282,140826,140825,140503,140502,324
283,141326,141325,140984,140983,343
284,141826,141825,141485,141485,341
285,142325,142325,141995,141995,330
286,142825,142824,142491,142491,334
287,143325,143324,142982,142982,343
288,143693,143629,143321,143213,480
289,143848,143784,143462,143321,527
290,143966,143918,143507,143380,586
291,144227,144198,143708,143486,741
292,144593,144541,143912,143822,771
293,144835,144835,144370,144370,465
294,145316,145315,144545,144545,771
295,145815,145815,145397,145397,418
296,146313,146305,145937,145937,376
297,146800,146800,146394,146394,406
298,147296,147296,146943,146943,353
299,147797,147796,147473,147473,324
300,148294,148294,147979,147953,341
301,148294,148294,148294,148294,0
