send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.3925,214.2395,-66.417,236.2545,793.5185,1141.482,1182.3755
21-40,0.798,214.179,-59.3345,231.1825,793.123,1140.1950000000002,1181.8685
41-60,1.4195,213.1125,-65.976,228.024,792.5015000000001,1140.645,1181.2945
61-80,1152.199,128.68349999999998,-46.5995,227.04250000000002,700.804,954.242,991.8515
81-100,1176.4119999999998,127.27950000000001,-37.236000000000004,197.8505,676.591,933.6485,967.145
