order,index,fact,height,proposer,sent_ns,fast_ns,durable_ns,persist_callback_ns,submitted_ns,received_ns,commit_ns,wallet_durable_ns,members_durable_ns,members_observed_ns,send_offset_ms,certificate_ready_to_submit_ms,fast_ms,wallet_to_gateway_ms,gateway_collect_ms,response_transfer_ms,wallet_receive_verify_save_ms,response_to_persist_start_ms,gateway_persist_ms,persist_to_callback_ms,persist_callback_to_durable_ms,gateway_queue_legacy_ms,durable_to_scheduled_ms,durable_to_submit_ms,submit_roundtrip_ms,delivery_ms,admission_ms,accepted_to_prepare_enter_ms,prepare_ms,prepare_done_to_finalize_ms,prior_transactions_ms,final_check_ms,execute_ms,remaining_block_ms,finalize_to_commit_start_ms,commit_ms,send_to_submit_ms,send_to_commit_ms,fast_to_commit_ms,committee_received_to_commit_ms,next_header_wait_fetch_ms,block_results_fetch_ms,wallet_block_verify_ms,wallet_update_queue_ms,wallet_block_apply_ms,wallet_update_flush_ms,wallet_observe_lag_ms,member_apply_from_commit_ms,member_observe_lag_ms,commit_to_wallet_observed_ms,block_observed_ms,members_observed_ms
11,10,61148cc2661b3e271356387adc8b271c52fa7e3bf758c3dd3fc8bf58a24a84d0,3,committee0,1789831860809171000,1789831860954920000,1789831861023864000,1789831860954915000,1789831860925345000,1789831860925503000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862396799000,0.207,6.134,145.749,3.819,106.221,0.253,35.456,0.207,104.709,35.497,68.949,-98.782,-98.834,-98.519,2.35,0.041,2.155,338.339,53.822,368.121,14.701,0.554,0.586,64.655,19.47,122.081,116.174,1100.817,955.068,984.485,299.392,3.107,0.228,0.01,9.813,110.291,-2.469,453.818,32.993,420.38,1521.197,1587.628
12,54,e35202746d847d892332ba078c199f5ed0a0f3aba44bffe8f2346119b2211a44,3,committee0,1789831860809179000,1789831860954921000,1789831861023864000,1789831860954920000,1789831860926000000,1789831860926151000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862371973000,0.215,7.356,145.742,1.192,108.273,0.25,36.027,0.948,104.509,35.328,68.944,-98.101,-98.188,-97.864,2.358,0.035,2.166,337.68,53.822,368.121,15.846,0.613,0.687,63.35,19.47,122.081,116.821,1100.809,955.067,983.837,299.392,3.107,0.228,0.01,9.813,110.291,-2.475,453.818,8.167,420.374,1521.183,1562.794
13,43,7c120ed4eb24e8b5822d99e964f38391e738427d95fb1659d617d81cb24573be,3,committee0,1789831860809295000,1789831860954888000,1789831861023864000,1789831860954905000,1789831860920094000,1789831860920568000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862396780000,0.331,1.747,145.593,1.548,107.504,0.438,36.103,0.135,105.587,36.423,68.959,-103.977,-105.188,-103.77,2.898,0.129,2.389,343.04,53.822,368.121,6.09,0.641,0.682,73.083,19.47,122.081,110.799,1100.693,955.1,989.42,299.392,3.107,0.228,0.01,9.813,110.291,-2.492,453.818,32.974,420.357,1521.05,1587.485
14,63,3c6fc8b5e6c1d4cc681c45ea82064ac1d8230b2643cffec2ca550a81fd807694,3,committee0,1789831860809295000,1789831861020202000,1789831861111852000,1789831861024232000,1789831861029759000,1789831861029917000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862428596000,0.331,66.022,210.907,2.025,152.417,0.632,55.833,0.777,147.376,59.718,87.62,-82.132,-82.422,-82.093,2.469,0.043,2.278,233.802,53.822,368.121,62.191,0.573,0.582,17.15,19.47,122.081,220.464,1100.693,889.786,880.071,299.392,3.107,0.228,0.01,9.813,110.291,12.445,453.818,64.79,435.294,1535.987,1619.301
15,59,6283e779ccb2f9e524240899e0e302268c0bc42a343c6fde87bd75f6862404a3,3,committee0,1789831860809313000,1789831861019930000,1789831861111852000,1789831861024647000,1789831860978457000,1789831860978613000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862358683000,0.349,7.217,210.617,7.436,154.491,0.315,48.375,0.13,140.802,53.277,87.205,-133.716,-133.72,-133.395,31.564,0.041,2.817,284.567,53.822,368.121,44.867,0.636,0.676,34.317,19.47,122.081,169.144,1100.675,890.058,931.375,299.392,3.107,0.228,0.01,9.813,110.291,12.6,453.818,-5.123,435.449,1536.124,1549.37
16,53,dd83a0b8a0e9a10e6973bc8e64c597a7ec0f41d97e37d9e403ec0c98583d3c18,3,committee0,1789831860809326000,1789831860954916000,1789831861023864000,1789831860954942000,1789831860921927000,1789831860922118000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862382001000,0.362,3.336,145.59,1.528,107.737,0.247,36.078,0.123,105.368,36.228,68.922,-102.156,-102.265,-101.937,2.402,0.051,2.177,341.702,53.822,368.121,8.616,0.548,0.651,70.681,19.47,122.081,112.601,1100.662,955.072,987.87,299.392,3.107,0.228,0.01,9.813,110.291,-2.537,453.818,18.195,420.312,1520.974,1572.675
17,38,e7f41232510d73835828a0a5c14e0e21c6967fb20cb2bb7d8296330961bc91bf,3,committee0,1789831860809347000,1789831861020013000,1789831861111852000,1789831861024408000,1789831861010592000,1789831861024195000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862364665000,0.383,45.959,210.666,4.452,150.834,0.275,55.105,0.124,147.124,59.651,87.444,-101.29,-101.788,-101.26,14.899,0.081,1.131,240.671,53.822,368.121,50.491,0.626,0.694,28.685,19.47,122.081,201.245,1100.641,889.975,885.793,299.392,3.107,0.228,0.01,9.813,110.291,12.616,453.818,0.859,435.465,1536.106,1555.318
18,55,356a55516a9b5bb84597ccae8937cf3237cedcc18827abb1c34629e9ca19beee,3,committee0,1789831860809349000,1789831861019873000,1789831861111852000,1789831861024103000,1789831860968708000,1789831860968867000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862419627000,0.385,6.237,210.524,3.617,149.505,0.251,57.151,0.441,148.949,61.191,87.749,-143.154,-143.472,-143.144,2.664,0.044,2.195,294.935,53.822,368.121,26.156,0.618,0.669,53.053,19.47,122.081,159.359,1100.639,890.115,941.121,299.392,3.107,0.228,0.01,9.813,110.291,12.265,453.818,55.821,435.114,1535.753,1610.278
19,60,268488f8aa64b40eb82ae21ee9f63485ecab25071de37d8262bde40671ed95f3,3,committee0,1789831860809349000,1789831860954940000,1789831861023864000,1789831860954952000,1789831860921232000,1789831860921396000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862372015000,0.385,1.659,145.591,1.965,108.259,0.087,35.28,0.181,104.304,35.198,68.912,-102.827,-102.958,-102.632,2.432,0.046,2.236,342.365,53.822,368.121,7.419,0.586,0.606,71.885,19.47,122.081,111.883,1100.639,955.048,988.592,299.392,3.107,0.228,0.01,9.813,110.291,-2.544,453.818,8.209,420.305,1520.944,1562.666
20,52,1d33d097ed87d75a2bfe2ec206a470d2b1d4a3b93b7001f119200c92d018c19d,3,committee0,1789831860809360000,1789831861019987000,1789831861111852000,1789831861024199000,1789831860973198000,1789831860973344000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862428635000,0.396,9.47,210.627,9.756,144.612,0.677,55.582,0.143,148.017,60.328,87.653,-138.69,-138.997,-138.654,2.175,0.029,1.997,290.656,53.822,368.121,34.04,0.712,0.626,45.117,19.47,122.081,163.838,1100.628,890.001,936.644,299.392,3.107,0.228,0.01,9.813,110.291,12.249,453.818,64.829,435.098,1535.726,1619.275
21,57,da21d5ff9edc783eb6dd3d7036118c281a60870b40c6ab61a4e5e53babcda1fa,3,committee0,1789831860809368000,1789831860954888000,1789831861023864000,1789831860954963000,1789831860924649000,1789831860924808000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862415152000,0.404,4.599,145.52,3.454,107.228,0.175,34.663,0.404,103.684,34.509,68.901,-99.489,-99.531,-99.215,2.388,0.039,2.191,338.998,53.822,368.121,13.453,0.575,0.668,65.8,19.47,122.081,115.281,1100.62,955.1,985.18,299.392,3.107,0.228,0.01,9.813,110.291,-2.558,453.818,51.346,420.291,1520.911,1605.784
22,39,3e6029d33bbf995f80e6cd132ac4544eb8c91fe44a817ee27c9af3cab4a2171b,3,committee0,1789831860809379000,1789831861019873000,1789831861111852000,1789831861024460000,1789831860979791000,1789831860979946000,1789831861909988000,1789831862332837000,1789831862363806000,1789831862428590000,0.415,17.354,210.494,5.336,147.722,0.252,57.184,2.843,146.719,59.18,87.392,-132.208,-132.39,-132.061,0.967,0.04,0.779,285.272,53.822,368.121,43.547,0.638,0.675,35.636,19.47,122.081,170.412,1100.609,890.115,930.042,299.392,3.107,0.228,0.01,9.813,110.291,12.353,453.818,64.784,435.202,1535.811,1619.211
