lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
7,0,ea1d69cf5b7eba5c039a89cf5905847fbb4d3dc910fbd9eede406c03e76f15e7,1789722476768864000,30899,57959,1597620,2447865,7,15,
5,0,ffa923cf1664ca4e67477ba7f33082494d68b6bcd8f1fffe51972a611bab12c1,1789722476777882000,52692,93970,2871645,5712891,15,224,
1,0,82b1f938425f477b885cde562052f684a8a44553833bdd6c58db2621a54d8255,1789722476777893000,62539,94128,2961845,5045252,34,21969,
6,0,5a1405917d11e1e7e44c97c5b169a74829bbcadb2bf432dfc1f982c7fbfdb8d2,1789722476777903000,62102,94012,2872303,5581966,18,22093,
3,0,bce05afde3447b790e3ffeb519801f9cac936f7369d6050e993811dc59a5bea1,1789722476777913000,52699,93922,2872535,5059875,44,226,
0,0,4d05c71cdb9bb5c72f5d1b3a26689393f2bfe58829347b130f9bbd86b51ad5d1,1789722476777931000,62312,93959,2871497,5340106,65,203,
2,0,3a9c58ac4dcc75960468acb04a60a4a09e30b7e9426ac129bc7e50a5bee73130,1789722476777959000,52625,93879,2872328,5044909,21,131,
4,0,f71be7344fd8ec35e22720ae95f00bf9ad0b3eb5595df96e9aa21fe3eb9e1361,1789722476777985000,62159,93859,2871285,5569411,74,225,
7,1,6b643ffa1810f4d7089db8455ccc152486a22dcf26094f78533db2d91a4fb215,1789722476854009000,53362,96215,2795603,3887464,15,68,
4,1,22ce28e0a008573c439277f0be1c291ef2ebd28fcea0775b5b3ef0281356a711,1789722476933034000,303839,349869,2717418,5340471,59,50,
1,1,865912f10c0ced03d2ebb9127f29922aad69fca34a80ffa50e35d4a99b93e68a,1789722476933072000,258743,349872,4226265,7477160,62,7,
2,1,89bc7121d74e717ce21194e53424fdccdfd943bbfe3a9d4d7ae8070f33392bbb,1789722476933098000,255588,350068,4235095,7477105,1083318,1933564,
6,1,361f0c19b6ccd1cd8a0800d2fa307019f18649efba801406e18f1e9cb618e4b6,1789722476933125000,255524,310719,4226190,6336368,11,23,
3,1,cfd5ca61c5ed4f44734c0bb6b89f31d2e772d2c57bcc5bc3c5986bcf2149f7a0,1789722476933163000,303558,349794,4237200,7480494,186,239,
5,1,114eb49e9023de76cf50db5ba3a56f07cebc4965a9e0f5c9d1f51b80991f3b15,1789722476933173000,255260,349821,4226039,6012209,161,223,
0,1,a01f432206bf58f520a1407e6feee579dd8b0809ec60f46955ed5d3b3219c65e,1789722476933290000,258479,349693,4237521,7762154,189,290,
7,2,90a7bdf0311bade86da6d90843ca1a0702103ec9e5403c2928a3716094c71b23,1789722477029163000,59637,109719,2620934,4874646,9,16,
7,3,4dbc5e824b98b5eb68813e2b31d909a4d554e4e1122adaf0565b78a2f3a2b71e,1789722477218652000,229894,365192,3940614,6208826,2065585,4239027,
6,2,0b5893df2561f66d6b60ee86e5ff02fb66643a2c556d4b90e57c610578803029,1789722477307192000,128552,168793,3852112,7403867,2173286,3265489,
1,2,5e59a45f4fc25c9e187c005727171eba97c29c4e1f66c252fa8b9e93007ebe29,1789722477435681000,222022,323194,3733679,6828446,1891576,4588522,
0,2,d82c6da1f6adfe227dd76e3db8ab97b2a9f24633e19c901903faa8f2ac964c72,1789722477435983000,131383,200907,3734678,6660440,2012638,4186257,
4,2,d0b00a3ffafebc6e5b4e617e363cce20c0ee34c0b09f64d73112f88a5457b22c,1789722477436188000,137837,273827,3723121,6660236,1939598,4127775,
2,2,7998eb5e6965e0167756670523e2b9a8bab291efbda8e56ffb53fd61fbf4df09,1789722477436244000,137785,273784,3734268,7074994,1940179,4408011,
5,2,02aa0f98cdb938a8b4319c1c585d95a11485043af102d121468eed904c904ce4,1789722477436255000,137964,273766,3723002,7174650,1940077,4193790,
3,2,3cf1a10acb13075d2a2a508332d707967cef3442da1d9cdb3180e96f9b0a0576,1789722477436613000,137673,273421,3722623,6264116,1940255,4563473,
6,3,0e76bdf2932ff7d568ee63edf23fb265d53ff9e1cd145864c6f800dcd39dd705,1789722477567494000,288060,354352,3602133,5377724,1728608,4438026,
7,4,83d10df282364f80f43076ee6c3078e6fbef935aad9d69677767b376074999a2,1789722477710521000,182995,251343,3457853,6800760,3197442,5833698,
0,3,a91d0682579d12e1a7ab4982e8de692c30aa88968c04416b6d968c8f6077006d,1789722477772335000,83425,180703,3392780,6938785,3206176,4992180,
2,3,64c12b1f52678ec6c866d0dbc633fe533dd6545fd81724cfd727ef6b14a5530d,1789722477803049000,105457,150312,3365610,6119683,3205906,5747370,
5,3,f23263e7346467e1c5b1ff2aeed78c4a9faea823d4462e1cff443f8df0c11aae,1789722477803058000,99687,149990,3362209,6892407,3206172,4992337,
4,3,600e7993a01b49c16f2ece27ae50577481be5939cd2424eda430edcedd0c90da,1789722477803061000,93916,150005,3366269,5992501,3206195,5474414,
3,3,858bde955a11fb70039a6080939159aebe9a05422a59957602a6340b76d70ed1,1789722477803138000,99613,149918,3365865,6625146,3206181,5316438,
1,3,d374803d8ac2ef8e08457a486ead8d467dfba9ce33d9e8f51ea62f6f221b7c16,1789722477831273000,71052,121699,3327947,6679965,1786772,4537803,
6,4,6666c9a810eeb3e9e6cedef86e2804ec37c6d5ac6c58294a7626e8519b035a63,1789722477994125000,93113,151718,3174726,6617469,3013468,5776890,
4,4,b683ad90287b61c80b6f2f3ebe75e3cf8706cd2a764e58e3cd68e393eb688950,1789722478040113000,343516,472860,4499812,7332278,2655402,5900686,
2,4,75bdea78c88d44bdd7c925d2d7ad73905135a9d89d5df59ee9c524e5697c7812,1789722478040149000,343100,472730,4497669,6671660,2652389,5751273,
5,4,e837437f3882551470b2471c60bdee2ec11024d39dce753b525336f17f1f6e3a,1789722478040161000,343527,472820,4494563,7448531,2655677,5915303,
0,4,540c803a1c29ebfa395f94d68f0f506e617b31b70e6b1b2faaabb151b83a9a79,1789722478040195000,343266,472691,4496918,7494935,2655017,5897320,
3,4,af35ddd79057350fc89e7c37db00424ff58d5fc5e722f4d268255f5ea61d0a4c,1789722478040216000,343067,472670,4497830,7125276,2655310,5897348,
1,4,060ae32f0179e6a857132c3d47b46c17404dd3997f2673c5dde5eb854935b5bc,1789722478040235000,343489,472636,4497406,6670934,2652245,5616086,
7,5,1202849c7fd39d9e80a0dabc5c252cbed422df453bf6d8430d5066b5b7802291,1789722478100096000,266517,342751,3067806,6028860,2716493,5653579,
6,5,b737a566e921f847b26a06f626a2150b275bee5fd066087571c90d08530e07b8,1789722478193115000,104678,172900,4346518,6718551,2793303,5730411,
6,6,1a214aa5d9ca3c63a92225d69c78f2995edde647cac4aa580817a5890d438eed,1789722478403044000,310663,438818,4133537,6433616,2327500,5669926,
7,6,73cbef05bbebc380940a62a798fad39be2a525099f6e5295170454f8ba18700c,1789722478492115000,168780,210695,4043574,6220397,2466196,5808432,
3,5,76d14419a5b001ff04024f02c0a02a4d9ca2cdcedbed8d2e57ccabc3d64cf4b3,1789722478549218000,111470,149588,3988074,5962570,2470046,5812435,
0,5,b2cb54948a86f2dd228d278d3a0021aa542c97342e25c593cecdd67f5efad53e,1789722478585037000,144587,224037,3949326,6250663,2360258,5702208,
2,5,776bf8be7ab6fb541f4ee27e31331c81efa65a8f5952ef75159f31d1309fe4ca,1789722478585044000,315674,500085,3950084,6116551,2085534,5610337,
4,5,6440de8d4678c114a140ceac185b24b5ff3436cfb0a7763f1b33d33aa9861f47,1789722478585048000,315832,500072,3954722,6120011,2085394,5610327,
1,5,51bd9f40547063b4060f1363bb7b39946ae58c09c23c63798c8de6b7f52d26fc,1789722478588975000,312096,496250,3947282,7078119,2085590,5616370,
5,5,c8ef1d2fbe60eb27f9670db912ad3aef5037dac13a8c9ef90eeaebcd5f481530,1789722478589000000,344804,556901,3952794,6671524,3388824,5559698,
3,6,4ff5bdf42227ebcfaa7a8c3c19d13e319e582c0f4b048f2a9dae6abed615183b,1789722478726059000,240819,270792,3812330,6796892,2173515,5614744,
7,7,a7511a740140ce8f710941f43eb1753a1914e83dc11c154e98627f8dfc3382d7,1789722478726066000,207736,419830,3815430,5979534,3388468,5559164,
0,6,c9572239f50269745185d4234accdcef8bc33b67a1e085b788fcee2bae23fd1b,1789722478856057000,110800,140785,3684182,6667102,2172789,5614068,
6,7,01739a9de1dfb2ff6ded1b089070b8eb8cc6116fb0961e6949330e9991e7d6d7,1789722478891261000,114153,254658,3650681,7064367,3389210,5565144,
0,7,432274cb469dc910c74803b1fafc4d9abca4043229cc61666b705d934e925df2,1789722479111113000,103114,145744,3431109,6323726,3278832,5454267,
3,7,e8e2ad23eef7d1ca5fa817221c8e5bcb9eee757dda86f0fc5c3f140a0fbc7f20,1789722479111207000,121117,186678,4514976,6455108,3238374,5413287,
1,6,473f82a8489f01dea82295d54c623f937bba59df94047845a64685d7f759b7ee,1789722479196711000,153638,242222,3346442,6086599,3098362,5396769,
4,6,c27a83832bfd82b9d46c9f8ebf9e67211064501ba839c76f6cf39206f39607e5,1789722479196889000,70001,115948,4430637,6326291,3223746,5398975,
2,6,781690f89d9eb1153b6774f6d6f654ffa4561898b85eb48b0efda752befb8b98,1789722479197082000,153611,241852,3346369,5670025,3098709,5397727,
7,8,209f263d8e4c1b8839773a50e1df140e91ddb468297c3e711d455c172cc07464,1789722479226085000,165801,307774,4400486,6702300,3003961,5333249,
5,6,3138945f30b2cfeb86a60a088e5f2bfbaff17b1dba4a16d73aaaeebbc791feb7,1789722479226140000,165662,307724,4401755,6803247,3004186,5377805,
6,8,781df9ab269f3f888e3933a2cd86dbc0e36e45ae22ccaf650882196b0c986e5d,1789722479226526000,123890,212395,4396888,6601470,3098195,5273594,
0,8,84a4e9a87eb2ab347ab211996b8587b4d245c6610c3ecfe63fd36c439c2e3ec2,1789722479350776000,600842,670060,4241705,6575678,2520960,5467859,
4,7,f5ca65cde78851c8820de4a5aa8b6fbea4d0c2dc029074ba1fadcac56ef66de3,1789722479391501000,201351,292452,4236261,6275690,2854439,5481544,
3,8,61b1fb4e12286275872cfcf24aa083f6781f549871aef9187b608805a97ac661,1789722479416127000,601390,644738,4210238,6309681,2482589,5462296,
1,7,b4f90dd02f7ee886d7bd0a2526f9469d921c70a747259196e7844c701887b44a,1789722479639346000,234390,278522,3984522,5734322,2622061,5454527,
2,7,420a64b2e9057cbf736add42a9051688849442a88d4f7a3be2db7e7a0ed29775,1789722479639381000,137063,206550,3987879,6601667,2693841,5437379,
