label,second,sent,ready,public,all_members,active_members,public_pending,all_member_pending,active_member_pending,oldest_public_s,ready_p95_ms
v3-B1-r1,0,0,0,0,0,0,0,0,0,0,
v3-B1-r1,1,1,1,0,0,0,1,1,1,0.999884,2.014458
v3-B1-r1,2,1,1,0,0,0,1,1,1,1.999884,2.014458
v3-B1-r1,3,1,1,0,0,0,1,1,1,2.999884,2.014458
v3-B1-r1,4,1,1,0,0,0,1,1,1,3.999884,2.014458
v3-B1-r1,5,1,1,0,0,0,1,1,1,4.999884,2.014458
v3-B1-r1,6,1,1,0,0,0,1,1,1,5.999884,2.014458
v3-B1-r1,7,1,1,0,0,0,1,1,1,6.999884,2.014458
v3-B1-r1,8,1,1,0,0,0,1,1,1,7.999884,2.014458
v3-B1-r1,9,1,1,0,0,0,1,1,1,8.999884,2.014458
v3-B1-r1,10,1,1,0,0,0,1,1,1,9.999884,2.014458
v3-B1-r1,11,1,1,1,1,1,0,0,0,0,
v3-B1-r2,0,0,0,0,0,0,0,0,0,0,
v3-B1-r2,1,1,1,0,0,0,1,1,1,0.999883,2.011708
v3-B1-r2,2,1,1,0,0,0,1,1,1,1.999883,2.011708
v3-B1-r2,3,1,1,0,0,0,1,1,1,2.999883,2.011708
v3-B1-r2,4,1,1,0,0,0,1,1,1,3.999883,2.011708
v3-B1-r2,5,1,1,0,0,0,1,1,1,4.999883,2.011708
v3-B1-r2,6,1,1,0,0,0,1,1,1,5.999883,2.011708
v3-B1-r2,7,1,1,0,0,0,1,1,1,6.999883,2.011708
v3-B1-r2,8,1,1,0,0,0,1,1,1,7.999883,2.011708
v3-B1-r2,9,1,1,0,0,0,1,1,1,8.999883,2.011708
v3-B1-r2,10,1,1,0,0,0,1,1,1,9.999883,2.011708
v3-B1-r2,11,1,1,1,1,1,0,0,0,0,
v3-B1-r3,0,0,0,0,0,0,0,0,0,0,
v3-B1-r3,1,1,1,0,0,0,1,1,1,0.999884,2.146042
v3-B1-r3,2,1,1,0,0,0,1,1,1,1.999884,2.146042
v3-B1-r3,3,1,1,0,0,0,1,1,1,2.999884,2.146042
v3-B1-r3,4,1,1,0,0,0,1,1,1,3.999884,2.146042
v3-B1-r3,5,1,1,0,0,0,1,1,1,4.999884,2.146042
v3-B1-r3,6,1,1,0,0,0,1,1,1,5.999884,2.146042
v3-B1-r3,7,1,1,0,0,0,1,1,1,6.999884,2.146042
v3-B1-r3,8,1,1,0,0,0,1,1,1,7.999884,2.146042
v3-B1-r3,9,1,1,0,0,0,1,1,1,8.999884,2.146042
v3-B1-r3,10,1,1,0,0,0,1,1,1,9.999884,2.146042
v3-B1-r3,11,1,1,1,1,1,0,0,0,0,
v3-B2-r1,0,0,0,0,0,0,0,0,0,0,
v3-B2-r1,1,1,1,0,0,0,1,1,1,0.999896,2.298458
v3-B2-r1,2,1,1,0,0,0,1,1,1,1.999896,2.298458
v3-B2-r1,3,1,1,1,1,1,0,0,0,0,2.298458
v3-B2-r2,0,0,0,0,0,0,0,0,0,0,
v3-B2-r2,1,1,1,0,0,0,1,1,1,0.99989,2.035958
v3-B2-r2,2,1,1,0,0,0,1,1,1,1.99989,2.035958
v3-B2-r2,3,1,1,1,1,1,0,0,0,0,2.035958
v3-B2-r3,0,0,0,0,0,0,0,0,0,0,
v3-B2-r3,1,1,1,0,0,0,1,1,1,0.999891,2.053958
v3-B2-r3,2,1,1,0,0,0,1,1,1,1.999891,2.053958
v3-B2-r3,3,1,1,1,1,1,0,0,0,0,2.053958
v3-B3a-r1,0,0,0,0,0,0,0,0,0,0,
v3-B3a-r1,1,1,0,0,0,0,1,0,0,0.99973,10052.4085
v3-B3a-r1,2,1,0,0,0,0,1,0,0,1.99973,10052.4085
v3-B3a-r1,3,1,0,0,0,0,1,0,0,2.99973,10052.4085
v3-B3a-r1,4,1,0,0,0,0,1,0,0,3.99973,10052.4085
v3-B3a-r1,5,1,0,0,0,0,1,0,0,4.99973,10052.4085
v3-B3a-r1,6,1,0,0,0,0,1,0,0,5.99973,10052.4085
v3-B3a-r1,7,1,0,0,0,0,1,0,0,6.99973,10052.4085
v3-B3a-r1,8,1,0,0,0,0,1,0,0,7.99973,10052.4085
v3-B3a-r1,9,1,0,0,0,0,1,0,0,8.99973,10052.4085
v3-B3a-r1,10,1,0,0,0,0,1,0,0,9.99973,10052.4085
v3-B3a-r1,11,1,1,1,1,1,0,0,0,0,
v3-B3a-r2,0,0,0,0,0,0,0,0,0,0,
v3-B3a-r2,1,1,0,0,0,0,1,0,0,0.999883,10057.30725
v3-B3a-r2,2,1,0,0,0,0,1,0,0,1.999883,10057.30725
v3-B3a-r2,3,1,0,0,0,0,1,0,0,2.999883,10057.30725
v3-B3a-r2,4,1,0,0,0,0,1,0,0,3.999883,10057.30725
v3-B3a-r2,5,1,0,0,0,0,1,0,0,4.999883,10057.30725
v3-B3a-r2,6,1,0,0,0,0,1,0,0,5.999883,10057.30725
v3-B3a-r2,7,1,0,0,0,0,1,0,0,6.999883,10057.30725
v3-B3a-r2,8,1,0,0,0,0,1,0,0,7.999883,10057.30725
v3-B3a-r2,9,1,0,0,0,0,1,0,0,8.999883,10057.30725
v3-B3a-r2,10,1,0,0,0,0,1,0,0,9.999883,10057.30725
v3-B3a-r2,11,1,1,1,1,1,0,0,0,0,
v3-B3a-r3,0,0,0,0,0,0,0,0,0,0,
v3-B3a-r3,1,1,0,0,0,0,1,0,0,0.999888,10054.747
v3-B3a-r3,2,1,0,0,0,0,1,0,0,1.999888,10054.747
v3-B3a-r3,3,1,0,0,0,0,1,0,0,2.999888,10054.747
v3-B3a-r3,4,1,0,0,0,0,1,0,0,3.999888,10054.747
v3-B3a-r3,5,1,0,0,0,0,1,0,0,4.999888,10054.747
v3-B3a-r3,6,1,0,0,0,0,1,0,0,5.999888,10054.747
v3-B3a-r3,7,1,0,0,0,0,1,0,0,6.999888,10054.747
v3-B3a-r3,8,1,0,0,0,0,1,0,0,7.999888,10054.747
v3-B3a-r3,9,1,0,0,0,0,1,0,0,8.999888,10054.747
v3-B3a-r3,10,1,0,0,0,0,1,0,0,9.999888,10054.747
v3-B3a-r3,11,1,1,1,1,1,0,0,0,0,
v3-B3b-r1,0,0,0,0,0,0,0,0,0,0,
v3-B3b-r1,1,1,0,0,0,0,1,0,0,0.99989,10047.744958
v3-B3b-r1,2,1,0,0,0,0,1,0,0,1.99989,10047.744958
v3-B3b-r1,3,1,0,0,0,0,1,0,0,2.99989,10047.744958
v3-B3b-r1,4,1,0,0,0,0,1,0,0,3.99989,10047.744958
v3-B3b-r1,5,1,0,0,0,0,1,0,0,4.99989,10047.744958
v3-B3b-r1,6,1,0,0,0,0,1,0,0,5.99989,10047.744958
v3-B3b-r1,7,1,0,0,0,0,1,0,0,6.99989,10047.744958
v3-B3b-r1,8,1,0,0,0,0,1,0,0,7.99989,10047.744958
v3-B3b-r1,9,1,0,0,0,0,1,0,0,8.99989,10047.744958
v3-B3b-r1,10,1,1,0,0,0,1,1,1,9.99989,10047.744958
v3-B3b-r1,11,1,1,1,1,1,0,0,0,0,
v3-B3b-r2,0,0,0,0,0,0,0,0,0,0,
v3-B3b-r2,1,1,0,0,0,0,1,0,0,0.999873,10064.723459
v3-B3b-r2,2,1,0,0,0,0,1,0,0,1.999873,10064.723459
v3-B3b-r2,3,1,0,0,0,0,1,0,0,2.999873,10064.723459
v3-B3b-r2,4,1,0,0,0,0,1,0,0,3.999873,10064.723459
v3-B3b-r2,5,1,0,0,0,0,1,0,0,4.999873,10064.723459
v3-B3b-r2,6,1,0,0,0,0,1,0,0,5.999873,10064.723459
v3-B3b-r2,7,1,0,0,0,0,1,0,0,6.999873,10064.723459
v3-B3b-r2,8,1,0,0,0,0,1,0,0,7.999873,10064.723459
v3-B3b-r2,9,1,0,0,0,0,1,0,0,8.999873,10064.723459
v3-B3b-r2,10,1,0,0,0,0,1,0,0,9.999873,10064.723459
v3-B3b-r2,11,1,1,1,1,1,0,0,0,0,
v3-B3b-r3,0,0,0,0,0,0,0,0,0,0,
v3-B3b-r3,1,1,0,0,0,0,1,0,0,0.999893,10065.684416
v3-B3b-r3,2,1,0,0,0,0,1,0,0,1.999893,10065.684416
v3-B3b-r3,3,1,0,0,0,0,1,0,0,2.999893,10065.684416
v3-B3b-r3,4,1,0,0,0,0,1,0,0,3.999893,10065.684416
v3-B3b-r3,5,1,0,0,0,0,1,0,0,4.999893,10065.684416
v3-B3b-r3,6,1,0,0,0,0,1,0,0,5.999893,10065.684416
v3-B3b-r3,7,1,0,0,0,0,1,0,0,6.999893,10065.684416
v3-B3b-r3,8,1,0,0,0,0,1,0,0,7.999893,10065.684416
v3-B3b-r3,9,1,0,0,0,0,1,0,0,8.999893,10065.684416
v3-B3b-r3,10,1,0,0,0,0,1,0,0,9.999893,10065.684416
v3-B3b-r3,11,1,1,1,1,1,0,0,0,0,
v3-D-r1,0,0,0,0,0,0,0,0,0,0,
v3-D-r1,1,1,0,0,0,0,1,0,0,0.999895,3040.789708
v3-D-r1,2,1,0,0,0,0,1,0,0,1.999895,3040.789708
v3-D-r1,3,1,0,0,0,0,1,0,0,2.999895,3040.789708
v3-D-r1,4,1,1,1,1,1,0,0,0,0,3040.789708
v3-D-r2,0,0,0,0,0,0,0,0,0,0,
v3-D-r2,1,1,0,0,0,0,1,0,0,0.999886,3046.509792
v3-D-r2,2,1,0,0,0,0,1,0,0,1.999886,3046.509792
v3-D-r2,3,1,0,0,0,0,1,0,0,2.999886,3046.509792
v3-D-r2,4,1,1,1,1,1,0,0,0,0,3046.509792
v3-D-r3,0,0,0,0,0,0,0,0,0,0,
v3-D-r3,1,1,0,0,0,0,1,0,0,0.999879,3052.28375
v3-D-r3,2,1,0,0,0,0,1,0,0,1.999879,3052.28375
v3-D-r3,3,1,0,0,0,0,1,0,0,2.999879,3052.28375
v3-D-r3,4,1,1,1,1,1,0,0,0,0,3052.28375
v3-smoke,0,0,0,0,0,0,0,0,0,0,
v3-smoke,1,20,20,7,7,7,13,13,13,0.649737,4.473667
v3-smoke,2,40,40,26,26,26,14,14,14,0.699911,4.473667
v3-smoke,3,60,60,45,45,45,15,15,15,0.749932,4.052875
v3-smoke,4,80,80,64,64,64,16,16,16,0.799567,3.841333
v3-smoke,5,80,80,80,80,80,0,0,0,0,3.841333
v4-A0-pilot,0,0,0,0,0,0,0,0,0,0,
v4-A0-pilot,1,201,200,66,66,66,135,134,134,0.669887,3.926625
v4-A0-pilot,2,401,400,257,257,257,144,143,143,0.714018,3.943833
v4-A0-pilot,3,601,600,451,451,451,150,149,149,0.744938,3.918291
v4-A0-pilot,4,801,800,649,649,649,152,151,151,0.754992,3.996916
v4-A0-pilot,5,1001,1000,841,907,907,160,93,93,0.794954,3.996916
v4-A0-pilot,6,1201,1200,1102,1070,1070,99,130,130,0.490007,4.059583
v4-A0-pilot,7,1401,1400,1284,1243,1243,117,157,157,0.844048,4.038292
v4-A0-pilot,8,1601,1600,1490,1490,1490,111,110,110,0.549616,4.059583
v4-A0-pilot,9,1800,1800,1657,1666,1666,143,134,134,0.714093,4.100542
v4-A0-pilot,10,2001,2000,1889,1837,1837,112,163,163,0.555077,4.145042
v4-A0-pilot,11,2201,2200,2053,2076,2076,148,124,124,0.759824,4.24725
v4-A0-pilot,12,2400,2400,2286,2251,2251,114,149,149,0.569172,4.172333
v4-A0-pilot,13,2400,2400,2400,2400,2400,0,0,0,0,4.281667
v4-A1-pilot,0,0,0,0,0,0,0,0,0,0,
v4-A1-pilot,1,200,200,68,68,68,132,132,132,0.659963,4.0575
v4-A1-pilot,2,400,400,263,263,263,137,137,137,0.683997,3.926625
v4-A1-pilot,3,601,600,460,460,460,141,140,140,0.7,3.934625
v4-A1-pilot,4,801,800,651,651,651,150,149,149,0.744002,3.958958
v4-A1-pilot,5,1001,1000,844,844,844,157,156,156,0.784971,3.934625
v4-A1-pilot,6,1201,1200,1079,1043,1043,122,157,157,0.819056,3.934625
v4-A1-pilot,7,1400,1400,1300,1250,1250,100,150,150,0.504085,3.900708
v4-A1-pilot,8,1601,1600,1490,1453,1453,111,147,147,0.549475,3.89525
v4-A1-pilot,9,1800,1800,1682,1617,1617,118,183,183,0.589748,3.893834
v4-A1-pilot,10,2001,2000,1875,1875,1875,126,125,125,0.624604,3.915375
v4-A1-pilot,11,2201,2200,2067,2067,2067,134,133,133,0.665092,3.9015
v4-A1-pilot,12,2400,2400,2263,2263,2263,137,137,137,0.685094,3.900708
v4-A1-pilot,13,2400,2400,2400,2400,2400,0,0,0,0,3.89325
v4-A2-pilot,0,0,0,0,0,0,0,0,0,0,
v4-A2-pilot,1,200,200,67,67,67,133,133,133,0.664961,4.24325
v4-A2-pilot,2,401,400,261,261,261,140,139,139,0.694783,4.346084
v4-A2-pilot,3,601,600,459,459,459,142,141,141,0.704936,4.3585
v4-A2-pilot,4,801,800,658,459,658,143,341,142,0.710023,4.346084
v4-A2-pilot,5,1001,1000,853,459,853,148,541,147,0.734261,4.283667
v4-A2-pilot,6,1201,1200,1044,459,1098,157,741,102,0.779783,4.283667
v4-A2-pilot,7,1400,1400,1306,1277,1277,94,123,123,0.469054,4.223958
v4-A2-pilot,8,1601,1600,1437,1490,1490,164,110,110,0.814988,4.2265
v4-A2-pilot,9,1801,1800,1695,1674,1674,106,126,126,0.52511,4.223958
v4-A2-pilot,10,2001,2000,1892,1854,1876,109,146,124,0.539287,4.1715
v4-A2-pilot,11,2201,2200,2066,2027,2027,135,173,173,0.669142,4.125833
v4-A2-pilot,12,2400,2400,2267,2247,2266,133,153,134,0.890154,4.112333
v4-A2-pilot,13,2400,2400,2400,2400,2400,0,0,0,0,4.082792
v5-A0-r1,0,0,0,0,0,0,0,0,0,0,
v5-A0-r1,1,200,200,65,65,65,135,135,135,0.674693,4.293
v5-A0-r1,2,400,400,259,259,259,141,141,141,0.704583,4.121167
v5-A0-r1,3,600,600,515,450,450,85,150,150,0.42459,4.134958
v5-A0-r1,4,800,800,642,642,642,158,158,158,0.794917,4.154875
v5-A0-r1,5,1000,1000,874,833,833,126,167,167,0.804876,4.066417
v5-A0-r1,6,1200,1200,1081,1090,1090,119,110,110,0.594044,4.017125
v5-A0-r1,7,1401,1400,1278,1244,1244,123,156,156,0.614262,4.017125
v5-A0-r1,8,1600,1600,1443,1482,1482,157,118,118,0.829763,3.961875
v5-A0-r1,9,1800,1800,1675,1675,1675,125,125,125,0.624996,3.94025
v5-A0-r1,10,2000,2000,1871,1871,1871,129,129,129,0.649791,3.94025
v5-A0-r1,11,2201,2200,2068,2068,2068,133,132,132,0.659917,3.902417
v5-A0-r1,12,2401,2400,2267,2267,2267,134,133,133,0.66508,3.950875
v5-A0-r1,13,2600,2600,2468,2468,2468,132,132,132,0.659606,3.913708
v5-A0-r1,14,2801,2800,2662,2662,2662,139,138,138,0.689908,3.849958
v5-A0-r1,15,3001,2999,2858,2858,2858,143,141,141,0.710023,3.985375
v5-A0-r1,16,3201,3200,3053,3053,3053,148,147,147,0.73504,3.958667
v5-A0-r1,17,3401,3400,3246,3246,3246,155,154,154,0.76996,4.001291
v5-A0-r1,18,3601,3600,3446,3446,3446,155,154,154,0.769136,4.027542
v5-A0-r1,19,3801,3800,3705,3667,3667,96,133,133,0.475122,4.078417
v5-A0-r1,20,4000,4000,3870,3832,3832,130,168,168,0.650112,4.097833
v5-A0-r1,21,4200,4200,4067,4060,4060,133,140,140,0.854221,4.136584
v5-A0-r1,22,4401,4400,4264,4235,4235,137,165,165,0.889946,4.115958
v5-A0-r1,23,4601,4600,4483,4419,4419,118,181,181,0.589514,4.112542
v5-A0-r1,24,4801,4800,4679,4679,4679,122,121,121,0.605075,4.142084
v5-A0-r1,25,5000,5000,4872,4872,4872,128,128,128,0.639694,4.095834
v5-A0-r1,26,5201,5200,5069,5069,5069,132,131,131,0.655202,4.150958
v5-A0-r1,27,5400,5400,5266,5266,5266,134,134,134,0.669261,4.112542
v5-A0-r1,28,5600,5600,5461,5461,5461,139,139,139,0.695209,4.112542
v5-A0-r1,29,5801,5800,5655,5655,5655,146,145,145,0.730179,4.105834
v5-A0-r1,30,6001,6000,5850,5850,5850,151,150,150,0.750226,4.120291
v5-A0-r1,31,6201,6200,6047,6047,6047,154,153,153,0.765238,4.073667
v5-A0-r1,32,6401,6400,6241,6241,6241,160,159,159,0.799909,4.043584
v5-A0-r1,33,6600,6600,6503,6436,6436,97,164,164,0.485329,4.073667
v5-A0-r1,34,6801,6800,6631,6642,6642,170,158,158,0.845324,4.0835
v5-A0-r1,35,7001,7000,6891,6838,6838,110,162,162,0.544398,4.062709
v5-A0-r1,36,7200,7200,7085,7085,7085,115,115,115,0.575298,4.040917
v5-A0-r1,37,7401,7400,7279,7263,7263,122,137,137,0.605228,3.974667
v5-A0-r1,38,7601,7600,7475,7475,7475,126,125,125,0.625337,3.945875
v5-A0-r1,39,7800,7800,7670,7670,7670,130,130,130,0.650111,3.891375
v5-A0-r1,40,8001,8000,7863,7863,7863,138,137,137,0.685253,3.832125
v5-A0-r1,41,8201,8200,8054,8054,8054,147,146,146,0.729865,3.849333
v5-A0-r1,42,8401,8400,8251,8251,8251,150,149,149,0.745377,3.849333
v5-A0-r1,43,8601,8600,8446,8446,8446,155,154,154,0.775075,3.942666
v5-A0-r1,44,8801,8800,8644,8644,8644,157,156,156,0.779866,3.928292
v5-A0-r1,45,9001,9000,8905,8839,8839,96,161,161,0.475057,3.958292
v5-A0-r1,46,9201,9200,9078,9040,9040,123,160,160,0.610391,4.038041
v5-A0-r1,47,9401,9400,9267,9273,9273,134,127,127,0.840448,4.117792
v5-A0-r1,48,9601,9600,9468,9464,9464,133,136,136,0.880444,4.127875
v5-A0-r1,49,9801,9800,9685,9669,9669,116,131,131,0.575102,4.134625
v5-A0-r1,50,10001,10000,9864,9850,9850,137,150,150,0.680439,4.128291
v5-A0-r1,51,10201,10200,10079,10042,10042,122,158,158,0.605543,4.190792
v5-A0-r1,52,10401,10400,10275,10275,10275,126,125,125,0.625394,4.213292
v5-A0-r1,53,10601,10600,10467,10467,10467,134,133,133,0.664985,4.16675
v5-A0-r1,54,10801,10799,10664,10664,10664,137,135,135,0.679533,4.1825
v5-A0-r1,55,11001,11000,10859,10859,10859,142,141,141,0.70549,4.190792
v5-A0-r1,56,11201,11200,11056,11056,11056,145,144,144,0.725278,4.102375
v5-A0-r1,57,11401,11400,11253,11253,11253,148,147,147,0.73459,4.111833
v5-A0-r1,58,11601,11600,11445,11445,11445,156,155,155,0.780524,4.139375
v5-A0-r1,59,11801,11800,11681,11642,11642,120,158,158,0.789845,4.138291
v5-A0-r1,60,12001,12000,11833,11876,11876,168,124,124,0.835462,4.154083
v5-A0-r1,61,12201,12200,12092,12061,12061,109,139,139,0.540482,4.108958
v5-A0-r1,62,12401,12400,12262,12234,12234,139,166,166,0.690604,4.139375
v5-A0-r1,63,12601,12600,12485,12485,12485,116,115,115,0.575675,4.113916
v5-A0-r1,64,12801,12800,12643,12679,12679,158,121,121,0.78465,4.218667
v5-A0-r1,65,13001,13000,12877,12877,12877,124,123,123,0.615679,4.206292
v5-A0-r1,66,13201,13200,13073,13073,13073,128,127,127,0.635559,4.218667
v5-A0-r1,67,13401,13400,13269,13269,13269,132,131,131,0.65553,4.218667
v5-A0-r1,68,13601,13600,13468,13468,13468,133,132,132,0.660648,4.269583
v5-A0-r1,69,13801,13800,13666,13666,13666,135,134,134,0.670659,4.269583
v5-A0-r1,70,14001,13999,13860,13860,13860,141,139,139,0.700466,4.298459
v5-A0-r1,71,14201,14200,14052,14052,14052,149,148,148,0.740695,4.298459
v5-A0-r1,72,14401,14400,14245,14245,14245,156,155,155,0.775684,4.262166
v5-A0-r1,73,14601,14600,14442,14442,14442,159,158,158,0.789787,4.218667
v5-A0-r1,74,14801,14800,14637,14637,14637,164,163,163,0.819911,4.129375
v5-A0-r1,75,15001,15000,14901,14884,14884,100,116,116,0.495789,4.105208
v5-A0-r1,76,15201,15200,15064,15083,15083,137,117,117,0.680747,4.116833
v5-A0-r1,77,15401,15400,15291,15253,15253,110,147,147,0.545449,4.096375
v5-A0-r1,78,15601,15600,15486,15447,15447,115,153,153,0.570211,4.069459
v5-A0-r1,79,15801,15800,15681,15681,15681,120,119,119,0.594846,4.003416
v5-A0-r1,80,16001,16000,15831,15875,15875,170,125,125,0.950631,3.984541
v5-A0-r1,81,16201,16200,16071,16071,16071,130,129,129,0.645862,4.003416
v5-A0-r1,82,16401,16400,16270,16270,16270,131,130,130,0.650848,4.035875
v5-A0-r1,83,16601,16600,16466,16466,16466,135,134,134,0.670716,4.014666
v5-A0-r1,84,16801,16800,16658,16658,16658,143,142,142,0.710627,4.003416
v5-A0-r1,85,17001,17000,16849,16849,16849,152,151,151,0.755914,4.032583
v5-A0-r1,86,17201,17200,17090,17048,17048,111,152,152,0.700803,4.058958
v5-A0-r1,87,17401,17400,17244,17244,17244,157,156,156,0.780847,4.037084
v5-A0-r1,88,17601,17600,17504,17438,17438,97,162,162,0.485863,4.113375
v5-A0-r1,89,17801,17800,17667,17669,17669,134,131,131,0.725968,4.184792
v5-A0-r1,90,18001,18000,17886,17830,17830,115,170,170,0.850694,4.2425
v5-A0-r1,91,18201,18200,18084,18092,18092,117,108,108,0.855235,4.160791
v5-A0-r1,92,18401,18400,18288,18250,18250,113,150,150,0.560879,4.098417
v5-A0-r1,93,18601,18600,18473,18427,18427,128,173,173,0.910841,4.1045
v5-A0-r1,94,18801,18800,18682,18645,18645,119,155,155,0.590952,4.108459
v5-A0-r1,95,19001,19000,18879,18828,18828,122,172,172,0.605982,4.108666
v5-A0-r1,96,19201,19200,19039,19078,19078,162,122,122,0.891032,4.015583
v5-A0-r1,97,19401,19401,19272,19272,19272,129,129,129,0.640979,4.108666
v5-A0-r1,98,19601,19600,19465,19465,19465,136,135,135,0.675906,3.996583
v5-A0-r1,99,19801,19800,19661,19661,19661,140,139,139,0.695999,4.008583
v5-A0-r1,100,20001,20000,19861,19861,19861,140,139,139,0.696007,4.061
v5-A0-r1,101,20201,20199,20058,20058,20058,143,141,141,0.710954,4.081792
v5-A0-r1,102,20401,20401,20252,20252,20252,149,149,149,0.741079,4.126125
v5-A0-r1,103,20601,20601,20445,20445,20445,156,156,156,0.775873,4.116625
v5-A0-r1,104,20801,20800,20689,20639,20639,112,161,161,0.805168,4.098792
v5-A0-r1,105,21001,21001,20858,20863,20863,143,138,138,0.711153,4.075125
v5-A0-r1,106,21201,21200,21093,21061,21061,108,139,139,0.536092,4.070208
v5-A0-r1,107,21401,21401,21283,21229,21229,118,172,172,0.58516,4.0705
v5-A0-r1,108,21601,21600,21478,21478,21478,123,122,122,0.616023,4.070208
v5-A0-r1,109,21801,21801,21671,21671,21671,130,130,130,0.645899,4.020291
v5-A0-r1,110,22001,22000,21865,21865,21865,136,135,135,0.676158,3.989083
v5-A0-r1,111,22201,22200,22060,22060,22060,141,140,140,0.701082,4.021167
v5-A0-r1,112,22401,22401,22254,22254,22254,147,147,147,0.730947,4.003333
v5-A0-r1,113,22601,22600,22451,22451,22451,150,149,149,0.746142,4.049167
v5-A0-r1,114,22801,22801,22648,22648,22648,153,153,153,0.761236,4.067291
v5-A0-r1,115,23001,23001,22904,22842,22842,97,159,159,0.791104,4.094458
v5-A0-r1,116,23201,23201,23041,23041,23041,160,160,160,0.796193,4.164667
v5-A0-r1,117,23401,23400,23280,23236,23236,121,164,164,0.790689,4.146958
v5-A0-r1,118,23601,23601,23456,23467,23467,145,134,134,0.781218,4.164667
v5-A0-r1,119,23801,23801,23690,23688,23688,111,113,113,0.551256,4.146958
v5-A0-r1,120,24000,24000,23885,23863,23863,115,137,137,0.576065,4.125792
v5-A0-r1,121,24000,24000,24000,24000,24000,0,0,0,0,4.125792
v5-A0-r2,0,0,0,0,0,0,0,0,0,0,
v5-A0-r2,1,200,200,65,65,65,135,135,135,0.674954,4.189083
v5-A0-r2,2,400,400,258,258,258,142,142,142,0.709233,4.10025
v5-A0-r2,3,601,600,452,452,452,149,148,148,0.739309,3.936167
v5-A0-r2,4,801,800,646,646,646,155,154,154,0.775,4.189083
v5-A0-r2,5,1001,1000,843,843,843,158,157,157,0.78404,4.115792
v5-A0-r2,6,1201,1200,1102,1039,1039,99,161,161,0.489955,4.055875
v5-A0-r2,7,1401,1400,1296,1269,1269,105,131,131,0.519986,4.05775
v5-A0-r2,8,1601,1600,1469,1473,1473,132,127,127,0.65501,4.055875
v5-A0-r2,9,1800,1800,1685,1650,1650,115,150,150,0.57505,4.054083
v5-A0-r2,10,2000,2000,1873,1880,1880,127,120,120,0.929182,4.01275
v5-A0-r2,11,2200,2200,2074,2074,2074,126,126,126,0.630074,3.9855
v5-A0-r2,12,2401,2400,2270,2270,2270,131,130,130,0.650124,4.055875
v5-A0-r2,13,2601,2600,2464,2464,2464,137,136,136,0.680194,4.08475
v5-A0-r2,14,2801,2800,2656,2656,2656,145,144,144,0.720004,3.982416
v5-A0-r2,15,3001,3000,2854,2854,2854,147,146,146,0.734426,4.022083
v5-A0-r2,16,3201,3200,3090,3050,3050,111,150,150,0.670277,4.02925
v5-A0-r2,17,3401,3400,3242,3242,3242,159,158,158,0.794795,4.018334
v5-A0-r2,18,3600,3600,3438,3438,3438,162,162,162,0.810267,4.009542
v5-A0-r2,19,3801,3800,3700,3637,3637,101,163,163,0.500048,3.990833
v5-A0-r2,20,4001,4000,3834,3859,3859,167,141,141,0.830266,4.0255
v5-A0-r2,21,4201,4200,4076,4039,4039,125,161,161,0.839379,4.018334
v5-A0-r2,22,4401,4400,4292,4268,4268,109,132,132,0.540304,3.990833
v5-A0-r2,23,4601,4600,4487,4420,4420,114,180,180,0.564794,4.0255
v5-A0-r2,24,4801,4800,4679,4679,4679,122,121,121,0.605391,4.124792
v5-A0-r2,25,5001,5000,4870,4870,4870,131,130,130,0.650474,4.02325
v5-A0-r2,26,5201,5200,5063,5063,5063,138,137,137,0.685419,4.094708
v5-A0-r2,27,5401,5400,5256,5256,5256,145,144,144,0.729567,4.130625
v5-A0-r2,28,5601,5600,5451,5451,5451,150,149,149,0.745482,4.149958
v5-A0-r2,29,5801,5800,5709,5643,5643,92,157,157,0.455325,4.155
v5-A0-r2,30,6001,6000,5838,5875,5875,163,125,125,0.810524,4.155
v5-A0-r2,31,6201,6200,6099,6056,6056,102,144,144,0.825566,4.16825
v5-A0-r2,32,6401,6400,6291,6266,6266,110,134,134,0.544643,4.155
v5-A0-r2,33,6601,6600,6453,6441,6441,148,159,159,0.750576,4.094375
v5-A0-r2,34,6801,6800,6678,6678,6678,123,122,122,0.609883,4.127625
v5-A0-r2,35,7001,7000,6873,6873,6873,128,127,127,0.635648,4.127625
v5-A0-r2,36,7201,7200,7070,7070,7070,131,130,130,0.650459,4.062958
v5-A0-r2,37,7401,7400,7262,7262,7262,139,138,138,0.690624,4.094375
v5-A0-r2,38,7601,7600,7455,7455,7455,146,145,145,0.725627,4.107375
v5-A0-r2,39,7801,7800,7653,7653,7653,148,147,147,0.735608,4.171708
v5-A0-r2,40,8001,8000,7848,7848,7848,153,152,152,0.760116,4.127625
v5-A0-r2,41,8201,8200,8049,8049,8049,152,151,151,0.755719,4.143916
v5-A0-r2,42,8401,8400,8307,8245,8245,94,155,155,0.465602,4.111958
v5-A0-r2,43,8601,8600,8440,8483,8483,161,117,117,0.800639,4.1035
v5-A0-r2,44,8801,8800,8691,8659,8659,110,141,141,0.545779,4.128459
v5-A0-r2,45,9001,9000,8855,8888,8888,146,112,112,0.830722,4.143916
v5-A0-r2,46,9201,9200,9092,9074,9074,109,126,126,0.540423,4.14575
v5-A0-r2,47,9401,9400,9271,9247,9247,130,153,153,0.645827,4.112875
v5-A0-r2,48,9601,9600,9484,9442,9442,117,158,158,0.58061,4.098542
