label,second,sent,ready,public,all_members,active_members,public_pending,all_member_pending,active_member_pending,oldest_public_s,ready_p95_ms
v5-A1-r3,51,10201,10200,10057,10057,10057,144,143,143,0.715378,4.58275
v5-A1-r3,52,10401,10400,10258,10258,10258,143,142,142,0.71487,4.5775
v5-A1-r3,53,10601,10599,10455,10455,10455,146,144,144,0.725814,4.675208
v5-A1-r3,54,10801,10800,10653,10653,10653,148,147,147,0.735516,4.667542
v5-A1-r3,55,11001,11000,10851,10851,10851,150,149,149,0.745842,4.68225
v5-A1-r3,56,11201,11200,11048,11048,11048,153,152,152,0.765737,4.64775
v5-A1-r3,57,11401,11400,11244,11244,11244,157,156,156,0.780347,4.636416
v5-A1-r3,58,11601,11600,11473,11445,11445,128,155,155,0.635385,4.636416
v5-A1-r3,59,11801,11800,11687,11630,11630,114,170,170,0.85091,4.571667
v5-A1-r3,60,12001,12000,11897,11864,11864,104,136,136,0.515617,4.573
v5-A1-r3,61,12201,12200,12052,12034,12034,149,166,166,0.830662,4.501625
v5-A1-r3,62,12401,12400,12284,12245,12245,117,155,155,0.580926,4.443125
v5-A1-r3,63,12601,12600,12479,12479,12479,122,121,121,0.605865,4.336333
v5-A1-r3,64,12801,12801,12671,12671,12671,130,130,130,0.645004,4.192917
v5-A1-r3,65,13001,13000,12867,12867,12867,134,133,133,0.665815,4.14975
v5-A1-r3,66,13201,13200,13067,13067,13067,134,133,133,0.666047,4.120667
v5-A1-r3,67,13401,13400,13261,13261,13261,140,139,139,0.696028,4.10075
v5-A1-r3,68,13601,13599,13456,13456,13456,145,143,143,0.72103,4.101125
v5-A1-r3,69,13801,13801,13652,13652,13652,149,149,149,0.740228,4.02375
v5-A1-r3,70,14001,14000,13849,13849,13849,152,151,151,0.756093,3.981125
v5-A1-r3,71,14201,14200,14090,14044,14044,111,156,156,0.655295,3.981125
v5-A1-r3,72,14401,14400,14270,14238,14238,131,162,162,0.655796,4.018792
v5-A1-r3,73,14601,14601,14478,14456,14456,123,145,145,0.746063,4.018792
v5-A1-r3,74,14801,14800,14659,14653,14653,142,147,147,0.750834,4.092542
v5-A1-r3,75,15001,15000,14892,14882,14882,109,118,118,0.54115,4.043125
v5-A1-r3,76,15201,15200,15079,15043,15043,122,157,157,0.605979,4.021833
v5-A1-r3,77,15401,15400,15285,15262,15262,116,138,138,0.576164,4.018792
v5-A1-r3,78,15601,15601,15479,15479,15479,122,122,122,0.606155,4.042709
v5-A1-r3,79,15801,15801,15634,15626,15626,167,175,175,0.946003,4.142625
v5-A1-r3,80,16001,16001,15834,15823,15823,167,178,178,0.830307,4.092542
v5-A1-r3,81,16201,16200,16071,16071,16071,130,129,129,0.645363,4.021167
v5-A1-r3,82,16401,16400,16268,16268,16268,133,132,132,0.665319,4.021167
v5-A1-r3,83,16601,16599,16460,16460,16460,141,139,139,0.701215,4.043125
v5-A1-r3,84,16801,16801,16654,16654,16654,147,147,147,0.736015,4.010084
v5-A1-r3,85,17001,17001,16910,16846,16846,91,155,155,0.451347,3.989083
v5-A1-r3,86,17201,17201,17038,17038,17038,163,163,163,0.811287,3.989083
v5-A1-r3,87,17401,17401,17302,17264,17264,99,137,137,0.490395,3.968834
v5-A1-r3,88,17601,17601,17466,17449,17449,135,152,152,0.671291,3.94675
v5-A1-r3,89,17801,17801,17692,17666,17666,109,135,135,0.540619,3.94675
v5-A1-r3,90,18001,18000,17867,17821,17821,134,179,179,0.665438,3.969042
v5-A1-r3,91,18201,18201,18083,18083,18083,118,118,118,0.586134,3.96675
v5-A1-r3,92,18401,18401,18261,18277,18277,140,124,124,0.951345,4.021083
v5-A1-r3,93,18601,18601,18475,18475,18475,126,126,126,0.626073,3.968834
v5-A1-r3,94,18801,18800,18667,18667,18667,134,133,133,0.666423,3.995875
v5-A1-r3,95,19001,19000,18862,18862,18862,139,138,138,0.69154,4.021083
v5-A1-r3,96,19201,19200,19058,19058,19058,143,142,142,0.716531,3.995875
v5-A1-r3,97,19401,19401,19256,19256,19256,145,145,145,0.721433,4.055375
v5-A1-r3,98,19601,19601,19513,19448,19448,88,153,153,0.436616,4.005625
v5-A1-r3,99,19801,19801,19640,19640,19640,161,161,161,0.801478,3.940958
v5-A1-r3,100,20001,20001,19880,19837,19837,121,164,164,0.810665,3.94925
v5-A1-r3,101,20201,20201,20096,20047,20047,105,154,154,0.521632,3.964792
v5-A1-r3,102,20401,20401,20264,20252,20252,137,149,149,0.680648,3.934958
v5-A1-r3,103,20601,20601,20474,20470,20470,127,131,131,0.911648,3.952709
v5-A1-r3,104,20801,20801,20684,20654,20654,117,147,147,0.581461,3.972959
v5-A1-r3,105,21001,21001,20876,20876,20876,125,125,125,0.621587,3.952709
v5-A1-r3,106,21201,21201,21071,21071,21071,130,130,130,0.646696,3.944625
v5-A1-r3,107,21401,21401,21268,21268,21268,133,133,133,0.661697,3.87025
v5-A1-r3,108,21601,21600,21466,21466,21466,135,134,134,0.67174,3.892666
v5-A1-r3,109,21801,21800,21658,21658,21658,143,142,142,0.716731,3.958291
v5-A1-r3,110,22001,22001,21853,21853,21853,148,148,148,0.736125,3.974875
v5-A1-r3,111,22201,22201,22053,22053,22053,148,148,148,0.736221,4.011792
v5-A1-r3,112,22401,22401,22248,22248,22248,153,153,153,0.760797,3.9915
v5-A1-r3,113,22601,22601,22443,22443,22443,158,158,158,0.786805,4.011792
v5-A1-r3,114,22801,22801,22644,22644,22644,157,157,157,0.781703,3.982
v5-A1-r3,115,23001,23001,22841,22841,22841,160,160,160,0.811761,3.9915
v5-A1-r3,116,23201,23201,23037,23051,23051,164,150,150,0.816848,4.020708
v5-A1-r3,117,23401,23401,23297,23241,23241,104,160,160,0.516793,4.020708
v5-A1-r3,118,23601,23601,23494,23445,23445,107,156,156,0.531904,3.977291
v5-A1-r3,119,23801,23801,23648,23672,23672,153,129,129,0.806809,3.943625
v5-A1-r3,120,24000,24000,23878,23853,23853,122,147,147,0.616908,3.92375
v5-A1-r3,121,24000,24000,24000,24000,24000,0,0,0,0,3.92375
v5-A2-r1,0,0,0,0,0,0,0,0,0,0,
v5-A2-r1,1,200,200,64,64,64,136,136,136,0.679853,4.223625
v5-A2-r1,2,400,400,260,260,260,140,140,140,0.699847,4.223625
v5-A2-r1,3,600,600,503,449,449,97,151,151,0.75494,4.395834
v5-A2-r1,4,800,800,642,707,707,158,93,93,0.78957,4.338417
v5-A2-r1,5,1000,1000,881,835,835,119,165,165,0.593998,4.223625
v5-A2-r1,6,1201,1200,1060,1083,1083,141,117,117,0.705014,4.016208
v5-A2-r1,7,1400,1400,1286,1239,1239,114,161,161,0.569909,3.967042
v5-A2-r1,8,1601,1600,1480,1438,1438,121,162,162,0.600003,3.9135
v5-A2-r1,9,1800,1800,1675,1675,1675,125,125,125,0.624796,3.957875
v5-A2-r1,10,2001,2000,1870,1870,1870,131,130,130,0.64983,3.959583
v5-A2-r1,11,2201,2200,2063,2063,2063,138,137,137,0.685005,3.840125
v5-A2-r1,12,2401,2400,2257,2257,2257,144,143,143,0.714897,3.816542
v5-A2-r1,13,2600,2600,2454,2454,2454,146,146,146,0.73009,3.799125
v5-A2-r1,14,2801,2800,2646,2646,2646,155,154,154,0.775066,3.816542
v5-A2-r1,15,3000,3000,2841,2841,2841,159,159,159,0.795102,3.840125
v5-A2-r1,16,3200,3200,3103,3036,3036,97,164,164,0.485086,3.973375
v5-A2-r1,17,3400,3400,3230,3230,3230,170,170,170,0.849731,4.05725
v5-A2-r1,18,3601,3600,3473,3474,3474,128,126,126,0.855024,4.077666
v5-A2-r1,19,3801,3800,3668,3626,3647,133,174,153,0.660023,4.111791
v5-A2-r1,20,4001,4000,3887,3887,3887,114,113,113,0.564952,4.145834
v5-A2-r1,21,4201,4200,4080,4080,4080,121,120,120,0.600129,4.043417
v5-A2-r1,22,4400,4400,4281,4276,4276,119,124,124,0.594709,4.05725
v5-A2-r1,23,4601,4600,4479,4479,4479,122,121,121,0.604661,4.05725
v5-A2-r1,24,4801,4800,4673,4673,4673,128,127,127,0.635089,4.085208
v5-A2-r1,25,5001,5000,4869,4869,4869,132,131,131,0.654477,4.085208
v5-A2-r1,26,5201,5200,5068,5068,5068,133,132,132,0.660199,4.043625
v5-A2-r1,27,5401,5400,5266,5266,5266,135,134,134,0.669814,3.966083
v5-A2-r1,28,5601,5600,5458,5458,5458,143,142,142,0.710205,3.951375
v5-A2-r1,29,5800,5800,5656,5656,5656,144,144,144,0.724864,3.966083
v5-A2-r1,30,6001,6000,5849,5849,5849,152,151,151,0.75525,3.977125
v5-A2-r1,31,6201,6200,6044,5912,6044,157,288,156,0.779272,4.031083
v5-A2-r1,32,6401,6400,6302,5912,6237,99,488,163,0.490276,4.119042
v5-A2-r1,33,6601,6600,6434,5912,6434,167,688,166,0.835271,4.185
v5-A2-r1,34,6801,6800,6700,5912,6665,101,888,135,0.500198,4.241917
v5-A2-r1,35,7000,7000,6874,5912,6831,126,1088,169,0.630344,4.243791
v5-A2-r1,36,7201,7200,7066,5912,7068,135,1288,132,0.855222,4.259917
v5-A2-r1,37,7401,7400,7278,5912,7252,123,1488,148,0.610346,4.390333
v5-A2-r1,38,7601,7600,7480,5912,7453,121,1688,147,0.599957,4.393042
v5-A2-r1,39,7800,7800,7677,5912,7677,123,1888,123,0.615164,4.410417
v5-A2-r1,40,8000,8000,7878,5912,7878,122,2088,122,0.610384,4.4735
v5-A2-r1,41,8201,8200,8070,5912,8070,131,2288,130,0.650274,4.499375
v5-A2-r1,42,8401,8399,8266,5912,8266,135,2487,133,0.669779,4.4735
v5-A2-r1,43,8601,8600,8460,5912,8460,141,2688,140,0.700391,4.448666
v5-A2-r1,44,8801,8800,8655,5912,8655,146,2888,145,0.725417,4.422
v5-A2-r1,45,9001,9000,8851,5912,8851,150,3088,149,0.745339,4.49725
v5-A2-r1,46,9201,9200,9046,5912,9046,155,3288,154,0.770329,4.497875
v5-A2-r1,47,9401,9400,9240,5912,9240,161,3488,160,0.80046,4.495083
v5-A2-r1,48,9601,9600,9499,5912,9435,102,3688,165,0.509948,4.534167
v5-A2-r1,49,9801,9800,9673,5912,9671,128,3888,129,0.635447,4.539167
v5-A2-r1,50,10001,10000,9847,5912,9836,154,4088,164,0.765509,4.551917
v5-A2-r1,51,10201,10200,10083,5912,10083,118,4288,117,0.58551,4.572167
v5-A2-r1,52,10401,10400,10276,5912,10260,125,4488,140,0.620484,4.551917
v5-A2-r1,53,10601,10600,10473,5912,10473,128,4688,127,0.635087,4.593583
v5-A2-r1,54,10801,10800,10667,5912,10667,134,4888,133,0.665484,4.593583
v5-A2-r1,55,11001,11000,10862,5912,10862,139,5088,138,0.694821,4.502667
v5-A2-r1,56,11201,11200,11059,5912,11059,142,5288,141,0.709847,4.502667
v5-A2-r1,57,11401,11400,11256,5912,11256,145,5488,144,0.720521,4.506
v5-A2-r1,58,11601,11600,11451,5912,11451,150,5688,149,0.745554,4.490916
v5-A2-r1,59,11801,11800,11644,5912,11644,157,5888,156,0.779604,4.573417
v5-A2-r1,60,12001,12000,11880,5912,11839,121,6088,161,0.765613,4.550708
v5-A2-r1,61,12201,12200,12093,6040,12093,108,6160,107,0.535638,4.472333
v5-A2-r1,62,12401,12400,12271,7320,12287,130,5080,113,0.645443,4.550708
v5-A2-r1,63,12601,12600,12476,8434,12445,125,4166,155,0.910504,4.502667
v5-A2-r1,64,12801,12800,12679,9586,12679,122,3214,121,0.605422,4.424167
v5-A2-r1,65,13001,13000,12844,10866,12875,157,2134,125,0.780656,4.27775
v5-A2-r1,66,13201,13200,13075,12146,13075,126,1054,125,0.625645,4.14275
v5-A2-r1,67,13401,13400,13271,13271,13271,130,129,129,0.644689,4.119541
v5-A2-r1,68,13601,13600,13466,13466,13466,135,134,134,0.669758,4.130334
v5-A2-r1,69,13801,13800,13664,13664,13664,137,136,136,0.680664,4.02875
v5-A2-r1,70,14001,14000,13863,13863,13863,138,137,137,0.68571,3.911834
v5-A2-r1,71,14201,14200,14058,14058,14058,143,142,142,0.710729,4.027292
v5-A2-r1,72,14401,14400,14254,14254,14254,147,146,146,0.729756,3.993333
v5-A2-r1,73,14601,14600,14448,14448,14448,153,152,152,0.760751,3.932458
v5-A2-r1,74,14801,14800,14706,14640,14640,95,160,160,0.475749,3.953292
v5-A2-r1,75,15001,15000,14837,14837,14837,164,163,163,0.814798,3.993333
v5-A2-r1,76,15201,15200,15098,15059,15063,103,141,137,0.51567,3.993333
v5-A2-r1,77,15401,15400,15268,15230,15230,133,170,170,0.660719,4.047084
v5-A2-r1,78,15601,15600,15494,15447,15455,107,153,145,0.530832,3.984
v5-A2-r1,79,15801,15800,15656,15683,15683,145,117,117,0.78081,3.997
v5-A2-r1,80,16001,16000,15870,15839,15861,131,161,139,0.900508,4.016916
v5-A2-r1,81,16201,16200,16082,16069,16069,119,131,131,0.590729,3.971083
v5-A2-r1,82,16401,16400,16279,16253,16253,122,147,147,0.605818,3.957625
v5-A2-r1,83,16601,16600,16473,16473,16473,128,127,127,0.640833,3.9835
v5-A2-r1,84,16801,16800,16666,16666,16666,135,134,134,0.670812,3.976792
v5-A2-r1,85,17001,17000,16863,16863,16863,138,137,137,0.685693,3.956292
v5-A2-r1,86,17201,17200,17060,17060,17060,141,140,140,0.700774,3.95925
v5-A2-r1,87,17401,17400,17257,17257,17257,144,143,143,0.714952,3.909458
v5-A2-r1,88,17601,17600,17454,17454,17454,147,146,146,0.730898,3.95925
v5-A2-r1,89,17801,17800,17649,17649,17649,152,151,151,0.754948,3.980125
v5-A2-r1,90,18001,18000,17844,17844,17844,157,156,156,0.780241,3.98475
v5-A2-r1,91,18201,18200,18096,18036,18036,105,164,164,0.520942,3.98475
v5-A2-r1,92,18401,18400,18299,18259,18261,102,141,139,0.504994,3.973167
v5-A2-r1,93,18601,18600,18457,18492,18492,144,108,108,0.755743,4.00025
v5-A2-r1,94,18801,18800,18684,18664,18664,117,136,136,0.580967,4.065042
v5-A2-r1,95,19001,19000,18869,18816,18844,132,184,156,0.655773,4.049834
v5-A2-r1,96,19201,19200,19077,19077,19077,124,123,123,0.61519,4.100709
v5-A2-r1,97,19401,19401,19270,19270,19270,131,131,131,0.655224,4.12725
v5-A2-r1,98,19601,19600,19461,19461,19461,140,139,139,0.695739,4.087875
v5-A2-r1,99,19801,19800,19658,19658,19658,143,142,142,0.710266,4.062166
v5-A2-r1,100,20001,20000,19855,19855,19855,146,145,145,0.730961,4.075292
v5-A2-r1,101,20201,20200,20051,20051,20051,150,149,149,0.751041,4.109791
v5-A2-r1,102,20401,20401,20247,20247,20247,154,154,154,0.765118,4.100709
v5-A2-r1,103,20601,20601,20443,20443,20443,158,158,158,0.785369,4.075292
v5-A2-r1,104,20801,20801,20704,20642,20642,97,159,159,0.481007,4.062041
v5-A2-r1,105,21001,21000,20894,20851,20851,107,149,149,0.531059,4.062166
v5-A2-r1,106,21201,21201,21051,21089,21089,150,112,112,0.821023,3.9755
v5-A2-r1,107,21401,21401,21286,21286,21286,115,115,115,0.570221,3.932917
v5-A2-r1,108,21601,21600,21481,21476,21476,120,124,124,0.596188,3.91125
v5-A2-r1,109,21801,21801,21678,21678,21678,123,123,123,0.611062,3.892667
v5-A2-r1,110,22001,22001,21870,21870,21870,131,131,131,0.650859,3.863042
v5-A2-r1,111,22201,22201,22068,22068,22068,133,133,133,0.660872,3.836042
v5-A2-r1,112,22401,22401,22266,22266,22266,135,135,135,0.670975,3.862583
v5-A2-r1,113,22601,22600,22462,22462,22462,139,138,138,0.696088,3.932917
v5-A2-r1,114,22801,22800,22658,22658,22658,143,142,142,0.711243,3.953333
v5-A2-r1,115,23001,23001,22851,22851,22851,150,150,150,0.746209,4.019292
v5-A2-r1,116,23201,23200,23043,23043,23043,158,157,157,0.786107,4.023875
v5-A2-r1,117,23401,23401,23241,23241,23241,160,160,160,0.795932,4.09025
v5-A2-r1,118,23601,23601,23436,23436,23436,165,165,165,0.820943,4.09025
v5-A2-r1,119,23801,23800,23697,23633,23673,104,167,127,0.516256,4.040041
v5-A2-r1,120,24000,24000,23893,23850,23850,107,150,150,0.536256,4.030292
v5-A2-r1,121,24000,24000,24000,24000,24000,0,0,0,0,4.105292
v5-A2-r2,0,0,0,0,0,0,0,0,0,0,
v5-A2-r2,1,200,200,63,63,63,137,137,137,0.684781,4.513875
v5-A2-r2,2,400,400,260,260,260,140,140,140,0.69989,4.299291
v5-A2-r2,3,600,600,457,457,457,143,143,143,0.713963,4.169666
v5-A2-r2,4,801,800,651,651,651,150,149,149,0.743959,4.125667
v5-A2-r2,5,1000,1000,845,845,845,155,155,155,0.775,4.122416
v5-A2-r2,6,1200,1200,1105,1040,1040,95,160,160,0.475023,4.103083
v5-A2-r2,7,1400,1400,1235,1271,1274,165,129,126,0.824581,4.044
v5-A2-r2,8,1600,1600,1485,1451,1451,115,149,149,0.574589,4.004209
v5-A2-r2,9,1800,1800,1683,1683,1683,117,117,117,0.584638,4.051666
v5-A2-r2,10,2000,2000,1846,1881,1881,154,119,119,0.814353,4.056125
v5-A2-r2,11,2200,2200,2078,2042,2042,122,158,158,0.610067,3.972583
v5-A2-r2,12,2401,2400,2275,2275,2275,126,125,125,0.624645,3.943958
v5-A2-r2,13,2601,2600,2470,2470,2470,131,130,130,0.654999,3.922667
v5-A2-r2,14,2800,2800,2665,2665,2665,135,135,135,0.674666,3.922667
v5-A2-r2,15,3001,2999,2860,2860,2860,141,139,139,0.700126,3.880292
v5-A2-r2,16,3201,3200,3052,3052,3052,149,148,148,0.73997,3.9025
v5-A2-r2,17,3401,3400,3249,3249,3249,152,151,151,0.754215,3.921125
v5-A2-r2,18,3600,3600,3444,3444,3444,156,156,156,0.77915,3.881917
v5-A2-r2,19,3801,3800,3682,3641,3683,119,159,117,0.759484,3.860083
v5-A2-r2,20,4001,4000,3837,3837,3837,164,163,163,0.815053,3.880292
v5-A2-r2,21,4200,4200,4085,4051,4073,115,149,127,0.575193,3.979375
v5-A2-r2,22,4401,4400,4257,4233,4258,144,167,142,0.789943,3.96825
v5-A2-r2,23,4600,4600,4487,4448,4448,113,152,152,0.564677,3.920333
v5-A2-r2,24,4800,4800,4680,4680,4680,120,120,120,0.59995,3.966625
v5-A2-r2,25,5000,5000,4875,4875,4875,125,125,125,0.625139,3.979375
v5-A2-r2,26,5201,5200,5069,5069,5069,132,131,131,0.654474,3.914708
v5-A2-r2,27,5401,5400,5260,5260,5260,141,140,140,0.70014,3.966625
v5-A2-r2,28,5601,5600,5455,5455,5455,146,145,145,0.72514,3.920333
v5-A2-r2,29,5801,5800,5652,5652,5652,149,148,148,0.745162,4.008416
v5-A2-r2,30,6001,6000,5844,5844,5844,157,156,156,0.779277,4.008416
v5-A2-r2,31,6200,6200,6041,5911,6041,159,289,159,0.794464,3.999833
v5-A2-r2,32,6401,6400,6298,5911,6298,103,489,102,0.509423,4.084792
v5-A2-r2,33,6601,6600,6490,5911,6452,111,689,148,0.550101,4.121
v5-A2-r2,34,6801,6800,6652,5911,6655,149,889,145,0.740272,4.140417
v5-A2-r2,35,7001,7000,6882,5911,6882,119,1089,118,0.589378,4.168917
v5-A2-r2,36,7201,7200,7077,5911,7077,124,1289,123,0.614875,4.1555
v5-A2-r2,37,7401,7400,7271,5911,7271,130,1489,129,0.645307,4.167583
v5-A2-r2,38,7601,7600,7463,5911,7463,138,1689,137,0.684436,4.272292
v5-A2-r2,39,7801,7800,7657,5911,7657,144,1889,143,0.715029,4.335333
v5-A2-r2,40,8001,8000,7849,5911,7849,152,2089,151,0.75505,4.335333
v5-A2-r2,41,8201,8200,8045,5911,8045,156,2289,155,0.775336,4.328792
v5-A2-r2,42,8401,8400,8273,5911,8237,128,2489,163,0.815327,4.189834
v5-A2-r2,43,8601,8600,8471,5911,8437,130,2689,163,0.84536,4.176083
v5-A2-r2,44,8801,8800,8692,5911,8692,109,2889,108,0.540396,4.162667
v5-A2-r2,45,9001,9000,8880,5911,8847,121,3089,153,0.600035,4.162667
v5-A2-r2,46,9201,9200,9072,5911,9072,129,3289,128,0.640067,4.234417
v5-A2-r2,47,9401,9400,9268,5911,9268,133,3489,132,0.660334,4.272292
v5-A2-r2,48,9601,9600,9466,5911,9466,135,3689,134,0.670414,4.242917
v5-A2-r2,49,9801,9800,9665,5911,9665,136,3889,135,0.675338,4.214709
v5-A2-r2,50,10001,10000,9863,5911,9863,138,4089,137,0.685381,4.242917
v5-A2-r2,51,10201,10200,10057,5911,10057,144,4289,143,0.715506,4.251292
v5-A2-r2,52,10401,10400,10251,5911,10251,150,4489,149,0.745451,4.39675
v5-A2-r2,53,10601,10600,10470,5911,10482,131,4689,118,0.770524,4.406708
v5-A2-r2,54,10801,10800,10640,5911,10640,161,4889,160,0.800205,4.451666
v5-A2-r2,55,11001,11000,10898,5911,10856,103,5089,144,0.510499,4.490291
v5-A2-r2,56,11201,11200,11064,5911,11056,137,5289,144,0.679973,4.400583
v5-A2-r2,57,11401,11400,11289,5911,11247,112,5489,153,0.555582,4.437958
v5-A2-r2,58,11601,11600,11450,5911,11429,151,5689,171,0.82987,4.437958
v5-A2-r2,59,11801,11800,11686,5911,11686,115,5889,114,0.569842,4.397917
v5-A2-r2,60,12001,12000,11863,5911,11831,138,6089,169,0.68555,4.442917
v5-A2-r2,61,12201,12200,12078,6039,12078,123,6161,122,0.609642,4.464041
v5-A2-r2,62,12401,12400,12276,7319,12276,125,5081,124,0.620639,4.271875
v5-A2-r2,63,12601,12600,12472,8311,12472,129,4289,128,0.639983,4.109375
v5-A2-r2,64,12801,12800,12667,9591,12667,134,3209,133,0.665657,4.063917
v5-A2-r2,65,13001,13000,12863,10871,12863,138,2129,137,0.684711,4.052375
v5-A2-r2,66,13201,13200,13058,12151,13058,143,1049,142,0.710169,4.052375
v5-A2-r2,67,13401,13400,13255,13255,13255,146,145,145,0.725683,4.050334
v5-A2-r2,68,13601,13600,13449,13449,13449,152,151,151,0.759797,4.046333
v5-A2-r2,69,13801,13800,13685,13644,13644,116,156,156,0.730218,4.024958
v5-A2-r2,70,14001,14000,13838,13838,13838,163,162,162,0.810407,3.949583
v5-A2-r2,71,14201,14200,14035,14035,14035,166,165,165,0.825311,3.964333
v5-A2-r2,72,14401,14400,14301,14266,14270,100,134,130,0.495584,4.007417
v5-A2-r2,73,14601,14600,14429,14429,14450,172,171,150,0.854935,4.0405
v5-A2-r2,74,14801,14800,14677,14684,14687,124,116,113,0.865658,4.003459
v5-A2-r2,75,15001,15000,14861,14831,14834,140,169,166,0.695274,3.970125
v5-A2-r2,76,15201,15200,15085,15048,15048,116,152,152,0.575747,3.966834
v5-A2-r2,77,15401,15400,15255,15280,15280,146,120,120,0.725376,3.916708
v5-A2-r2,78,15601,15600,15473,15473,15473,128,127,127,0.639882,3.966541
v5-A2-r2,79,15801,15800,15668,15668,15668,133,132,132,0.660761,3.972417
v5-A2-r2,80,16001,16000,15861,15861,15861,140,139,139,0.695758,4.049625
v5-A2-r2,81,16201,16200,16056,16056,16056,145,144,144,0.719847,4.041166
v5-A2-r2,82,16401,16400,16255,16255,16255,146,145,145,0.725699,4.042625
v5-A2-r2,83,16601,16600,16446,16446,16446,155,154,154,0.770862,4.040125
v5-A2-r2,84,16801,16800,16707,16644,16644,94,156,156,0.464946,4.000584
v5-A2-r2,85,17001,17000,16887,16835,16835,114,165,165,0.565025,4.045541
v5-A2-r2,86,17201,17200,17067,17042,17051,134,158,149,0.680903,4.010416
v5-A2-r2,87,17401,17400,17249,17278,17278,152,122,122,0.795942,4.045125
v5-A2-r2,88,17601,17600,17483,17483,17483,118,117,117,0.590868,4.010416
v5-A2-r2,89,17801,17800,17678,17678,17678,123,122,122,0.615879,4.022875
v5-A2-r2,90,18001,18001,17872,17872,17872,129,129,129,0.639967,4.039042
v5-A2-r2,91,18201,18200,18065,18065,18065,136,135,135,0.675964,4.039042
v5-A2-r2,92,18401,18401,18259,18259,18259,142,142,142,0.705,4.039042
v5-A2-r2,93,18601,18600,18457,18457,18457,144,143,143,0.715924,4.022875
v5-A2-r2,94,18801,18800,18653,18653,18653,148,147,147,0.736008,4.057333
v5-A2-r2,95,19001,19000,18850,18850,18850,151,150,150,0.755949,4.057333
v5-A2-r2,96,19201,19200,19044,19044,19044,157,156,156,0.78522,4.077333
v5-A2-r2,97,19401,19400,19292,19239,19239,109,161,161,0.540069,4.075542
v5-A2-r2,98,19601,19600,19488,19435,19486,113,165,114,0.825726,4.096292
v5-A2-r2,99,19801,19801,19698,19630,19630,103,171,171,0.511651,4.075542
v5-A2-r2,100,20001,20001,19861,19840,19866,140,161,135,0.697572,4.037416
v5-A2-r2,101,20202,20201,20089,20073,20073,113,128,128,0.559628,4.038416
v5-A2-r2,102,20402,20402,20282,20237,20237,120,165,165,0.596416,4.024333
v5-A2-r2,103,20602,20602,20461,20482,20482,141,120,120,0.703801,4.062416
v5-A2-r2,104,20803,20803,20674,20674,20674,129,129,129,0.640397,3.972959
v5-A2-r2,105,21003,21003,20872,20872,20872,131,131,131,0.652042,3.948958
v5-A2-r2,106,21203,21203,21066,21066,21066,137,137,137,0.682922,3.978833
v5-A2-r2,107,21404,21403,21267,21267,21267,137,136,136,0.67965,3.978833
v5-A2-r2,108,21604,21603,21462,21462,21462,142,141,141,0.70584,3.931292
v5-A2-r2,109,21804,21803,21657,21657,21657,147,146,146,0.731364,4.016459
v5-A2-r2,110,22004,22004,21853,21853,21853,151,151,151,0.752504,3.986834
v5-A2-r2,111,22204,22204,22048,22048,22048,156,156,156,0.779042,4.024292
v5-A2-r2,112,22405,22404,22307,22285,22285,98,119,119,0.485382,4.015625
v5-A2-r2,113,22605,22605,22436,22475,22478,169,130,127,0.841011,4.039209
v5-A2-r2,114,22805,22805,22667,22690,22697,138,115,108,0.696943,4.076416
v5-A2-r2,115,23005,23005,22896,22867,22867,109,138,138,0.547569,4.053417
v5-A2-r2,116,23205,23205,23092,23070,23070,113,135,135,0.563543,4.094417
v5-A2-r2,117,23405,23405,23253,23289,23289,152,116,116,0.789248,4.109583
v5-A2-r2,118,23606,23605,23482,23482,23482,124,123,123,0.614274,4.136167
v5-A2-r2,119,23806,23805,23673,23673,23673,133,132,132,0.66561,4.047791
v5-A2-r2,120,24000,24000,23865,23865,23865,135,135,135,0.701215,4.026833
v5-A2-r2,121,24000,24000,24000,24000,24000,0,0,0,0,4.006417
v5-A2-r3,0,0,0,0,0,0,0,0,0,0,
v5-A2-r3,1,200,200,66,66,66,134,134,134,0.669797,4.014958
v5-A2-r3,2,400,400,260,260,260,140,140,140,0.699561,4.200125
v5-A2-r3,3,600,600,453,453,453,147,147,147,0.73489,4.200125
v5-A2-r3,4,801,800,648,648,648,153,152,152,0.759114,4.099625
v5-A2-r3,5,1001,1000,843,843,843,158,157,157,0.784975,4.100375
v5-A2-r3,6,1200,1200,1080,1091,1091,120,109,109,0.59963,4.0525
v5-A2-r3,7,1401,1400,1269,1253,1278,132,147,122,0.825029,4.073875
v5-A2-r3,8,1601,1600,1483,1439,1445,118,161,155,0.584995,4.119417
v5-A2-r3,9,1801,1800,1684,1684,1684,117,116,116,0.5799,4.0525
v5-A2-r3,10,2000,2000,1876,1858,1858,124,142,142,0.619927,4.099625
v5-A2-r3,11,2200,2200,2075,2075,2075,125,125,125,0.62484,4.130542
v5-A2-r3,12,2400,2400,2266,2266,2266,134,134,134,0.669147,4.103333
v5-A2-r3,13,2600,2600,2461,2461,2461,139,139,139,0.700129,4.110292
v5-A2-r3,14,2800,2800,2656,2656,2656,144,144,144,0.719165,4.130542
v5-A2-r3,15,3001,2999,2854,2854,2854,147,145,145,0.729315,4.09975
v5-A2-r3,16,3201,3200,3054,3054,3054,147,146,146,0.73019,4.185541
v5-A2-r3,17,3401,3400,3250,3250,3250,151,150,150,0.749885,4.158042
