kind,fact,height,requested_ns,locked_ns,returned_ns,no_changes,page_bytes,write_count,lock_wait_ms,begin_ms,business_ms,mutations_ms,commit_ms,bbolt_write_sync_ms,bbolt_spill_ms,bbolt_rebalance_ms,total_ms
retry_status,eb9813f9962f912caef01536c57959590f8ee81d2f6ef244ab1fd8b86e44436f,,1789785404012732000,1789785404220383000,1789785404242281000,false,65536,5,207.651,0.011,0.023,0.002,21.862,21.854125,0.004459,0.0,229.549
retry_status,eb1efece1ef88252675d1b6261dcfefc75718159e109d95d4cc02b5e407f41fc,,1789785404012899000,1789785404242293000,1789785404266318000,false,65536,5,229.394,0.004,0.013,0.004,24.004,23.996125,0.003667,0.0,253.419
block_follow,,6,1789785404185305000,1789785404266362000,1789785404304324000,false,114688,8,81.057,0.008,0.524,0.01,37.42,37.401583,0.007,0.003333,119.019
new_payment,1e87184312aea1cdc16b1789378a6506cf8babc83c67f50ca2630e14fc498aa5,,1789785404294824000,1789785404304345000,1789785404330471000,false,81920,6,9.521,0.003,0.013,0.005,26.105,26.095791,0.006042,0.0,35.647
new_payment,b574e39586192a0df45a5ecec624b1f3c02ad93517e45bfe942230476623ea87,,1789785404330981000,1789785404330981000,1789785404356490000,false,114688,8,0.0,0.002,0.015,0.012,25.48,25.358292,0.011625,0.0,25.509
new_payment,64f1efdca93373027369479e1d2d53763c138d26870c067298dbe25cca8e0695,,1789785404331019000,1789785404356501000,1789785404374321000,false,81920,6,25.482,0.004,0.014,0.004,17.798,17.79025,0.004875,0.0,43.302
new_payment,5142d1bd8b2ef0121c4ce0dbdd0174032179fdf5b836daa2b961a4948316c4fb,,1789785404331067000,1789785404374330000,1789785404389292000,false,81920,6,43.263,0.003,0.012,0.004,14.943,14.935167,0.004917,0.0,58.225
retry_status,f491b5dc0511276a2e7fff64fef21bb500fb5d1f59f95029939e44df8b106f0b,,1789785404338533000,1789785404389303000,1789785404407301000,false,65536,5,50.77,0.005,0.012,0.003,17.978,17.9695,0.004542,0.0,68.768
retry_status,fefc23e848eee1882d7eb5717a965ad8b4cb249bfa529e55cf75a4028308415e,,1789785404339129000,1789785404407312000,1789785404426326000,false,65536,5,68.183,0.002,0.01,0.002,19.0,18.994417,0.003875,0.0,87.197
retry_status,f3f75bc3b69df3cc6f752a466a0d9e5310ed2833b7df6032e86be24c6a344eb9,,1789785404339829000,1789785404426335000,1789785404445306000,false,65536,5,86.506,0.002,0.008,0.002,18.959,18.953625,0.002792,0.0,105.477
retry_status,fb6a6c553298be45998d46694c9f251fb35da38e9da03ca7bc594049b907ef2f,,1789785404340511000,1789785404445316000,1789785404465307000,false,65536,5,104.805,0.004,0.018,0.002,19.967,19.960583,0.003916,0.0,124.796
retry_status,067accfdb9ac27086a680556a57f5204df9a8457f716e056256eb6f237301f2e,,1789785404528616000,1789785404528616000,1789785404558184000,false,65536,5,0.0,0.006,0.01,0.002,29.55,29.542,0.00375,0.0,29.568
retry_status,09f324bfb00e3e1c03125efb1fe07c2cb61ddc2daa374a53cbd54e8d04c997e8,,1789785404551502000,1789785404558202000,1789785404577300000,false,65536,5,6.7,0.005,0.013,0.001,19.079,19.069917,0.004833,0.0,25.798
retry_status,0ae5546a95a146b9d6f5b0d50a9372a2f3b74687b3aadb14b38531da0afc6878,,1789785404552166000,1789785404577318000,1789785404608323000,false,65536,5,25.152,0.006,0.026,0.004,30.969,30.956458,0.006833,0.0,56.157
retry_status,1168113f635b81421f733c25cd989800fe84166dc30701cc891d09db391e778a,,1789785404552831000,1789785404608342000,1789785404636339000,false,65536,5,55.511,0.006,0.018,0.002,27.971,27.961042,0.004458,0.0,83.508
block_follow,,7,1789785404555439000,1789785404636488000,1789785404671327000,false,131072,9,81.049,0.005,3.101,0.017,31.716,31.694667,0.009125,0.003083,115.888
new_payment,ee8b7a7a0d7d05c62e10788380788f0ca17e265724366f0d653a3e0c17cb7bb5,,1789785404637985000,1789785404671355000,1789785404697306000,false,81920,6,33.37,0.004,0.021,0.004,25.922,25.913584,0.00475,0.0,59.321
new_payment,85de3bed1bb3b5393ac8003492f3f9f29aaec92b3291b1e928bb5601ee664ca2,,1789785404657821000,1789785404697319000,1789785404719308000,false,81920,6,39.498,0.022,0.042,0.004,21.921,21.910792,0.006916,0.0,61.487
new_payment,9796b92637ee0081026b6a63af443abaf5602b19960932f8ebec43f5a2634864,,1789785404657854000,1789785404719324000,1789785404737293000,false,81920,6,61.47,0.004,0.013,0.004,17.948,17.934917,0.009291,0.0,79.439
new_payment,e344a103cbce63498114e96d29e3ae956ec757bfbda27eee93a94d452b2d8bfd,,1789785404657869000,1789785404737326000,1789785404755277000,false,98304,7,79.457,0.005,0.014,0.008,17.924,17.913625,0.007417,0.0,97.408
new_payment,49eb27056d64eeaa13ce8d94d11c3e1bd0131e11854aa58c51e4833aa40e4a8d,,1789785404693848000,1789785404755289000,1789785404766317000,false,98304,7,61.441,0.002,0.017,0.005,11.004,10.996542,0.005125,0.0,72.469
new_payment,83ad7e5905d47befc9b81474943097372482e46a43ae7e1f79ae59d956229d0b,,1789785404693964000,1789785404766325000,1789785404777282000,false,98304,7,72.361,0.005,0.015,0.003,10.934,10.922125,0.006708,0.0,83.318
new_payment,4ad2927b47461538082911a29ca40519d5f53539fbd6702316ddb4ac04df881b,,1789785404694029000,1789785404777295000,1789785404797333000,false,81920,6,83.266,0.003,0.012,0.004,20.019,20.011625,0.0045,0.0,103.304
new_payment,08b8bc9b13df1f9119e7a1e0842418962f79f811b775896bdeafdebc18e85a87,,1789785404694030000,1789785404797346000,1789785404813338000,false,98304,7,103.316,0.002,0.012,0.003,15.975,15.9675,0.004791,0.0,119.308
new_payment,a8dba535d99e14d051ca11e7eb059caa35392d801803aeb1ab900454772006cd,,1789785404694089000,1789785404813347000,1789785404833339000,false,98304,7,119.258,0.003,0.013,0.004,19.972,19.963375,0.005833,0.0,139.25
new_payment,50e483756c607542564d58409279f04d5f3c5c888e979131fb93546c442f16cd,,1789785404694106000,1789785404833352000,1789785404855299000,false,81920,6,139.246,0.001,0.011,0.004,21.931,21.923708,0.004875,0.0,161.193
new_payment,3eb0c317ad9055ee25c1753f5cf51093a4a0c0ae04878c5826e0d27f22ee441a,,1789785404694132000,1789785404855309000,1789785404877358000,false,81920,6,161.177,0.001,0.009,0.002,22.037,22.03,0.004041,0.0,183.226
new_payment,8b09ff9a36f7f3c1117c0175f6e01d4ae0b51713bbdb87baa6c6007b8140f6be,,1789785404694223000,1789785404877368000,1789785404894266000,false,98304,7,183.145,0.001,0.011,0.006,16.88,16.872125,0.005,0.0,200.043
retry_status,149c63f8b3a9c09be100035ed6bc01d50c57cf89041f4b8e5fd6a7cc68eaa3ff,,1789785404731457000,1789785404894278000,1789785404909267000,false,65536,5,162.821,0.003,0.009,0.001,14.976,14.969708,0.003166,0.0,177.81
retry_status,19bfc2f469d25c0dca1a891496168214741847dcc376909695c08a79e7694079,,1789785404732132000,1789785404909276000,1789785404932385000,false,65536,5,177.144,0.004,0.01,0.001,23.094,23.086292,0.003333,0.0,200.253
retry_status,1871d0387dabc30eb3c94be9185be641405e1a4493aefaa941627a25a464c059,,1789785404732814000,1789785404932418000,1789785404969301000,false,65536,5,199.604,0.003,0.011,0.002,36.867,36.860292,0.003166,0.0,236.487
retry_status,159e12421d31be5bf8a141f8d7065c93fd01c426330b7cd271936617114fe601,,1789785404733465000,1789785404969314000,1789785404991333000,false,65536,5,235.849,0.004,0.015,0.001,21.999,21.99175,0.003958,0.0,257.868
block_follow,,8,1789785404923650000,1789785404991675000,1789785405024453000,false,114688,8,68.025,0.004,1.259,0.021,31.494,31.467333,0.015708,0.003625,100.803
new_payment,abf66a732c4449667825aa661276ee78866389120f972cc8f14764524b7d766a,,1789785405012264000,1789785405024487000,1789785405044367000,false,81920,6,12.223,0.005,0.036,0.008,19.831,19.6145,0.212041,0.0,32.103
new_payment,311039343859c583bcb5bf1a0da3bc964f315b435055579b1ec0340253d016e6,,1789785405033111000,1789785405044384000,1789785405063310000,false,81920,6,11.273,0.01,0.015,0.005,18.896,18.88775,0.004834,0.0,30.199
new_payment,8bda483a5f0196a8652661e0cc859575e71c93a1ce205cd7b3660f2a802ad1cd,,1789785405033116000,1789785405063321000,1789785405082285000,false,81920,6,30.205,0.004,0.012,0.003,18.945,18.937834,0.004584,0.0,49.169
new_payment,a1a2a05542aea1f58edb878fa83fa2a84994758b4254302444576fa768c0469c,,1789785405033119000,1789785405082296000,1789785405101310000,false,98304,7,49.177,0.004,0.015,0.004,18.991,18.98075,0.006458,0.0,68.191
new_payment,78ebb8535ab08069faacd1b9e0fc12c5a8b6e0761995af62d4fbcc786c36b085,,1789785405033189000,1789785405101320000,1789785405122324000,false,81920,6,68.131,0.001,0.011,0.004,20.988,20.980167,0.005375,0.0,89.135
new_payment,368f0a4ca08ebcf7ee7c8a69607e7ee8ea109d9fa99179e4322d2491d018e36c,,1789785405033198000,1789785405122335000,1789785405136359000,false,98304,7,89.137,0.003,0.014,0.004,14.003,13.994625,0.005917,0.0,103.161
new_payment,4d522554c771857483772e94b6847e3357dded5c961f64f4c385332f29c2c567,,1789785405033198000,1789785405136370000,1789785405151277000,false,98304,7,103.172,0.003,0.01,0.005,14.889,14.880792,0.005,0.0,118.079
retry_status,1e87184312aea1cdc16b1789378a6506cf8babc83c67f50ca2630e14fc498aa5,,1789785405060769000,1789785405151302000,1789785405166298000,false,65536,5,90.533,0.002,0.011,0.001,14.982,14.975375,0.0035,0.0,105.529
retry_status,2249d0812bba8a445e0f4bba86e696b10e1ab7aacc814b9b54b85d637710a05e,,1789785405061452000,1789785405166306000,1789785405181295000,false,65536,5,104.854,0.003,0.008,0.001,14.977,14.971625,0.002583,0.0,119.843
retry_status,21b3b9155d7d66050cff58251f3dab051679345338148719dafcda257c5d50d0,,1789785405062087000,1789785405181305000,1789785405199294000,false,65536,5,119.218,0.002,0.009,0.001,17.977,17.969584,0.003708,0.0,137.207
retry_status,1c01a77eb9188f935b08ac20aba0bd495413674913bff8de4c79e1883c2965a0,,1789785405062751000,1789785405199312000,1789785405215312000,false,65536,5,136.561,0.006,0.022,0.003,15.969,15.96175,0.004375,0.0,152.561
block_follow,,9,1789785405223696000,1789785405223696000,1789785405265347000,false,131072,9,0.0,0.004,1.293,0.013,40.341,40.319333,0.008583,0.003708,41.651
retry_status,24a2c962eeedb10eb2109396849ac439f6b486bf86f964806423beff8432c4f8,,1789785405317924000,1789785405317924000,1789785405350304000,false,65536,5,0.0,0.003,0.014,0.004,32.359,32.34975,0.004667,0.0,32.38
retry_status,297b67160e0dc93ad07d260959c1657869497df57ff7ce7d0461e326bd5eff9c,,1789785405317933000,1789785405350315000,1789785405366332000,false,65536,5,32.382,0.001,0.009,0.002,16.005,15.995958,0.003209,0.0,48.399
retry_status,27fa21c300b66baac105e48392ffad8b4485102ae3a93caa670c1755aed4e3f7,,1789785405317937000,1789785405366382000,1789785405384289000,false,65536,5,48.445,0.008,0.017,0.002,17.88,17.872792,0.003917,0.0,66.352
retry_status,2b5ada4ce97710ed2d655ae0707d8f649d78019e0c21893e34a837acdee48aad,,1789785405317950000,1789785405384297000,1789785405401308000,false,65536,5,66.347,0.004,0.011,0.002,16.994,16.98825,0.0035,0.0,83.358
retry_status,311039343859c583bcb5bf1a0da3bc964f315b435055579b1ec0340253d016e6,,1789785405441423000,1789785405441423000,1789785405462296000,false,65536,5,0.0,0.004,0.01,0.002,20.857,20.847084,0.004375,0.0,20.873
retry_status,3eb0c317ad9055ee25c1753f5cf51093a4a0c0ae04878c5826e0d27f22ee441a,,1789785405447439000,1789785405462307000,1789785405477298000,false,65536,5,14.868,0.006,0.013,0.003,14.969,14.962167,0.004209,0.0,29.859
retry_status,347ba919a5e05160702764fa0aea7e3da54ad63f050bf58530b741fb16019b27,,1789785405448104000,1789785405477306000,1789785405499274000,false,65536,5,29.202,0.003,0.009,0.002,21.954,21.947334,0.003458,0.0,51.17
retry_status,368f0a4ca08ebcf7ee7c8a69607e7ee8ea109d9fa99179e4322d2491d018e36c,,1789785405448763000,1789785405499285000,1789785405516346000,false,65536,5,50.522,0.002,0.01,0.002,17.047,17.039167,0.003125,0.0,67.583
block_follow,,10,1789785405574205000,1789785405574205000,1789785405612346000,false,114688,8,0.0,0.002,0.493,0.014,37.632,37.61525,0.007083,0.001542,38.141
retry_status,43dc0a8de4767bba9d47080028139471323880772a49a0bb3dd2864f89d8e203,,1789785405580928000,1789785405612403000,1789785405643307000,false,65536,5,31.475,0.004,0.013,0.002,30.885,30.876,0.004542,0.0,62.379
retry_status,3f1ed156e16e5c0e41057dd0024ca0220c205a5c0fb819687bd9069f1519a810,,1789785405588648000,1789785405643319000,1789785405667356000,false,65536,5,54.671,0.003,0.029,0.001,24.004,23.996875,0.003375,0.0,78.708
retry_status,44d3f51e1ba09ffa54716e631772c15b0c4910c50816a71c99c463fadd85d556,,1789785405588656000,1789785405667366000,1789785405689299000,false,65536,5,78.71,0.003,0.018,0.002,21.91,21.90425,0.003334,0.0,100.643
retry_status,42ba64dd7b6ea2e15a3a6fb5c368ee98ad5b04747d7d7079b81fce341c404cb7,,1789785405588659000,1789785405689524000,1789785405714293000,false,65536,5,100.865,0.008,0.012,0.002,24.747,24.740708,0.003958,0.0,125.634
retry_status,4b2ddd11b3686510c791d1d1e02566e9d1e6719b33da8de1865c877694f223bf,,1789785405756374000,1789785405756374000,1789785405771341000,false,65536,5,0.0,0.002,0.009,0.002,14.954,14.946292,0.003833,0.0,14.967
retry_status,4ad2927b47461538082911a29ca40519d5f53539fbd6702316ddb4ac04df881b,,1789785405762378000,1789785405771353000,1789785405782297000,false,65536,5,8.975,0.003,0.012,0.001,10.928,10.920583,0.003459,0.0,19.919
retry_status,49eb27056d64eeaa13ce8d94d11c3e1bd0131e11854aa58c51e4833aa40e4a8d,,1789785405763029000,1789785405782309000,1789785405797276000,false,65536,5,19.28,0.004,0.012,0.003,14.948,14.94175,0.004,0.0,34.247
retry_status,4c00e8bc4b95a0bd72a520b0a159a4ab46e10ca761b54bae72326b3f962bf572,,1789785405763721000,1789785405797290000,1789785405807353000,false,65536,5,33.569,0.004,0.013,0.002,10.044,10.037292,0.003417,0.0,43.632
retry_status,4d522554c771857483772e94b6847e3357dded5c961f64f4c385332f29c2c567,,1789785405853464000,1789785405853464000,1789785405872282000,false,65536,5,0.0,0.002,0.008,0.002,18.806,18.797584,0.004167,0.0,18.818
retry_status,5142d1bd8b2ef0121c4ce0dbdd0174032179fdf5b836daa2b961a4948316c4fb,,1789785405859386000,1789785405872290000,1789785405882322000,false,65536,5,12.904,0.005,0.012,0.002,10.013,10.006417,0.0035,0.0,22.936
retry_status,50e483756c607542564d58409279f04d5f3c5c888e979131fb93546c442f16cd,,1789785405860075000,1789785405882329000,1789785405901268000,false,65536,5,22.254,0.003,0.01,0.001,18.925,18.917875,0.003209,0.0,41.193
retry_status,52ca6f6a1e12aadf212a57c91c21408a46f9d4a4ac9dd775ffd5ac4f5beb4956,,1789785405860718000,1789785405901284000,1789785405933433000,false,65536,5,40.566,0.003,0.01,0.002,32.134,32.1255,0.003958,0.0,72.715
block_follow,,11,1789785405898605000,1789785405933456000,1789785405961389000,false,98304,7,34.851,0.015,0.994,0.025,26.899,26.882958,0.008125,0.003958,62.784
retry_status,57204341dbb68304a76b55bf3db08c9bedaa13d91a96431cb564574cd2cff669,,1789785406006401000,1789785406006401000,1789785406041346000,false,65536,5,0.0,0.003,0.01,0.003,34.929,34.919917,0.003875,0.0,34.945
retry_status,56764ac5a91598c9cc9b655d95c192e2ff3e7e53c167e9ff9f8db02759b666e0,,1789785406028564000,1789785406041356000,1789785406069306000,false,65536,5,12.792,0.004,0.012,0.002,27.932,27.925709,0.003542,0.0,40.742
retry_status,5605c9ebbc49ff2721b8d370d7fc701b7e9ba7a78e40ecc91232ddfe0d84d626,,1789785406029278000,1789785406069318000,1789785406084301000,false,65536,5,40.04,0.005,0.011,0.003,14.964,14.9565,0.00425,0.0,55.023
retry_status,54ba2a416cdb4a5684331b07055a73a2c22004d1939e01edaff62ac88caddea8,,1789785406029936000,1789785406084310000,1789785406106357000,false,65536,5,54.374,0.004,0.01,0.001,22.032,22.026625,0.003083,0.0,76.421
retry_status,64f1efdca93373027369479e1d2d53763c138d26870c067298dbe25cca8e0695,,1789785406148485000,1789785406148485000,1789785406167368000,false,65536,5,0.0,0.002,0.011,0.001,18.869,18.860292,0.004,0.0,18.883
retry_status,83ad7e5905d47befc9b81474943097372482e46a43ae7e1f79ae59d956229d0b,,1789785406149158000,1789785406167376000,1789785406181337000,false,65536,5,18.218,0.003,0.009,0.002,13.947,13.940583,0.002958,0.0,32.179
retry_status,68a50662b0126fefba0df2150e6ee426442ab6595c58aa80e0e23cb4940a630f,,1789785406149815000,1789785406181345000,1789785406191300000,false,65536,5,31.53,0.003,0.011,0.001,9.94,9.932791,0.003541,0.0,41.485
retry_status,78ebb8535ab08069faacd1b9e0fc12c5a8b6e0761995af62d4fbcc786c36b085,,1789785406150487000,1789785406191314000,1789785406203294000,false,65536,5,40.827,0.005,0.012,0.001,11.962,11.954083,0.003459,0.0,52.807
block_follow,,12,1789785406232474000,1789785406232474000,1789785406269341000,false,98304,7,0.0,0.002,0.991,0.014,35.86,35.841667,0.012625,0.002209,36.867
retry_status,85de3bed1bb3b5393ac8003492f3f9f29aaec92b3291b1e928bb5601ee664ca2,,1789785406248507000,1789785406269358000,1789785406284310000,false,65536,5,20.851,0.004,0.013,0.002,14.933,14.92525,0.004458,0.0,35.803
retry_status,93bcbe76a73a44d25d8d96d964ad05c2b9b7600772dd1f724bba88644d5c1b54,,1789785406283103000,1789785406284321000,1789785406307303000,false,65536,5,1.218,0.004,0.011,0.001,22.966,22.959333,0.003125,0.0,24.2
retry_status,8bda483a5f0196a8652661e0cc859575e71c93a1ce205cd7b3660f2a802ad1cd,,1789785406283786000,1789785406307314000,1789785406343330000,false,65536,5,23.528,0.003,0.012,0.003,35.998,35.991125,0.003792,0.0,59.544
retry_status,8b09ff9a36f7f3c1117c0175f6e01d4ae0b51713bbdb87baa6c6007b8140f6be,,1789785406284439000,1789785406343342000,1789785406363293000,false,65536,5,58.903,0.003,0.014,0.002,19.932,19.923375,0.004333,0.0,78.854
retry_status,a8dba535d99e14d051ca11e7eb059caa35392d801803aeb1ab900454772006cd,,1789785406422665000,1789785406422665000,1789785406442349000,false,65536,5,0.0,0.003,0.012,0.005,19.664,19.653167,0.005333,0.0,19.684
retry_status,abf66a732c4449667825aa661276ee78866389120f972cc8f14764524b7d766a,,1789785406422685000,1789785406442365000,1789785406456325000,false,65536,5,19.68,0.005,0.017,0.002,13.936,13.929959,0.003875,0.0,33.64
retry_status,9796b92637ee0081026b6a63af443abaf5602b19960932f8ebec43f5a2634864,,1789785406422688000,1789785406456334000,1789785406470318000,false,65536,5,33.646,0.003,0.012,0.001,13.968,13.961291,0.003292,0.0,47.63
retry_status,a1a2a05542aea1f58edb878fa83fa2a84994758b4254302444576fa768c0469c,,1789785406422696000,1789785406470330000,1789785406490298000,false,65536,5,47.634,0.003,0.013,0.001,19.951,19.944333,0.003583,0.0,67.602
retry_status,b574e39586192a0df45a5ecec624b1f3c02ad93517e45bfe942230476623ea87,,1789785406531616000,1789785406531616000,1789785406545343000,false,65536,5,0.0,0.004,0.011,0.003,13.709,13.700666,0.004042,0.0,13.727
retry_status,af0ddbe144c2ac8c30cd9fbb5199def596048adc9f1c55734dfe45a633e56c57,,1789785406535707000,1789785406545352000,1789785406562355000,false,65536,5,9.645,0.009,0.011,0.002,16.981,16.974458,0.003459,0.0,26.648
retry_status,b98dab03d6e36ce0e113a25228f31699996305651cc0536492f1833e604a1332,,1789785406536350000,1789785406562363000,1789785406577279000,false,65536,5,26.013,0.004,0.012,0.009,14.891,14.885208,0.0035,0.0,40.929
retry_status,bc85026f149d1d974157006adb423d6f11403edbf9d5352f3f3e1deb609aa475,,1789785406537035000,1789785406577287000,1789785406584273000,false,65536,5,40.252,0.002,0.008,0.001,6.975,6.969084,0.002916,0.0,47.238
block_follow,,13,1789785406626284000,1789785406626284000,1789785406651336000,false,98304,7,0.0,0.003,1.454,0.017,23.578,23.564584,0.006458,0.002375,25.052
retry_status,d1f9e3e9a577fe8b7e2b6a5ad821f9db313ac2c6c2324370e8e09305e3873790,,1789785406635616000,1789785406651358000,1789785406668335000,false,65536,5,15.742,0.005,0.012,0.003,16.957,16.949416,0.003833,0.0,32.719
retry_status,dc2fd622d0dcd8df7010c985b284d29c2df2e871a25df9e5cdf3b1cf820b2860,,1789785406661485000,1789785406668349000,1789785406683324000,false,65536,5,6.864,0.005,0.012,0.002,14.956,14.948333,0.003875,0.0,21.839
retry_status,cb36ca0a235d4e22e107747e6f631950dd2c64ff6b7b10e0a0a6899d2b5fb60a,,1789785406680364000,1789785406683333000,1789785406701295000,false,65536,5,2.969,0.005,0.013,0.002,17.942,17.934875,0.004333,0.0,20.931
retry_status,e344a103cbce63498114e96d29e3ae956ec757bfbda27eee93a94d452b2d8bfd,,1789785406681066000,1789785406701306000,1789785406716327000,false,65536,5,20.24,0.003,0.01,0.002,15.006,14.99875,0.003625,0.0,35.261
retry_status,ee8b7a7a0d7d05c62e10788380788f0ca17e265724366f0d653a3e0c17cb7bb5,,1789785406762516000,1789785406762516000,1789785406787334000,false,65536,5,0.0,0.004,0.011,0.002,24.801,24.793459,0.004708,0.0,24.818
retry_status,e74bf966ccae0c915743e6b5608258c9785087aecd90221980ac3e975eac9245,,1789785406775419000,1789785406787343000,1789785406802342000,false,65536,5,11.924,0.005,0.014,0.008,14.972,14.901292,0.004166,0.0,26.923
retry_status,54ba2a416cdb4a5684331b07055a73a2c22004d1939e01edaff62ac88caddea8,,1789785406898410000,1789785406898410000,1789785406898425000,true,0,0,0.0,0.003,0.012,0.0,0.0,0.0,0.0,0.0,0.015
retry_status,56764ac5a91598c9cc9b655d95c192e2ff3e7e53c167e9ff9f8db02759b666e0,,1789785406898427000,1789785406898431000,1789785406898436000,true,0,0,0.004,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.009
retry_status,5605c9ebbc49ff2721b8d370d7fc701b7e9ba7a78e40ecc91232ddfe0d84d626,,1789785406898448000,1789785406898448000,1789785406898462000,true,0,0,0.0,0.003,0.01,0.0,0.001,0.0,0.0,0.0,0.014
retry_status,08b8bc9b13df1f9119e7a1e0842418962f79f811b775896bdeafdebc18e85a87,,1789785406929357000,1789785406929357000,1789785406948283000,false,65536,5,0.0,0.001,0.013,0.001,18.911,18.902792,0.004,0.0,18.926
retry_status,78ebb8535ab08069faacd1b9e0fc12c5a8b6e0761995af62d4fbcc786c36b085,,1789785406948527000,1789785406948527000,1789785406948535000,true,0,0,0.0,0.002,0.005,0.0,0.001,0.0,0.0,0.0,0.008
retry_status,57204341dbb68304a76b55bf3db08c9bedaa13d91a96431cb564574cd2cff669,,1789785406948552000,1789785406948552000,1789785406948560000,true,0,0,0.0,0.001,0.006,0.001,0.0,0.0,0.0,0.0,0.008
retry_status,64f1efdca93373027369479e1d2d53763c138d26870c067298dbe25cca8e0695,,1789785406948610000,1789785406948610000,1789785406948623000,true,0,0,0.0,0.002,0.01,0.0,0.001,0.0,0.0,0.0,0.013
retry_status,68a50662b0126fefba0df2150e6ee426442ab6595c58aa80e0e23cb4940a630f,,1789785406948621000,1789785406948635000,1789785406948647000,true,0,0,0.014,0.002,0.009,0.001,0.0,0.0,0.0,0.0,0.026
retry_status,85de3bed1bb3b5393ac8003492f3f9f29aaec92b3291b1e928bb5601ee664ca2,,1789785406948885000,1789785406948885000,1789785406948895000,true,0,0,0.0,0.001,0.008,0.001,0.0,0.0,0.0,0.0,0.01
retry_status,83ad7e5905d47befc9b81474943097372482e46a43ae7e1f79ae59d956229d0b,,1789785406948896000,1789785406948897000,1789785406948903000,true,0,0,0.001,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.007
retry_status,8bda483a5f0196a8652661e0cc859575e71c93a1ce205cd7b3660f2a802ad1cd,,1789785406948887000,1789785406948909000,1789785406948914000,true,0,0,0.022,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.027
retry_status,8b09ff9a36f7f3c1117c0175f6e01d4ae0b51713bbdb87baa6c6007b8140f6be,,1789785406948890000,1789785406948918000,1789785406948922000,true,0,0,0.028,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.032
retry_status,a8dba535d99e14d051ca11e7eb059caa35392d801803aeb1ab900454772006cd,,1789785406949144000,1789785406949144000,1789785406949148000,true,0,0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.004
retry_status,a1a2a05542aea1f58edb878fa83fa2a84994758b4254302444576fa768c0469c,,1789785406949152000,1789785406949152000,1789785406949158000,true,0,0,0.0,0.001,0.004,0.0,0.001,0.0,0.0,0.0,0.006
retry_status,9796b92637ee0081026b6a63af443abaf5602b19960932f8ebec43f5a2634864,,1789785406949146000,1789785406949165000,1789785406949169000,true,0,0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.023
retry_status,93bcbe76a73a44d25d8d96d964ad05c2b9b7600772dd1f724bba88644d5c1b54,,1789785406949152000,1789785406949173000,1789785406949177000,true,0,0,0.021,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.025
block_follow,,14,1789785406976350000,1789785406976350000,1789785406995446000,false,81920,6,0.0,0.002,1.033,0.009,18.052,18.038416,0.004667,0.002459,19.096
retry_status,b98dab03d6e36ce0e113a25228f31699996305651cc0536492f1833e604a1332,,1789785406998329000,1789785406998329000,1789785406998340000,true,0,0,0.0,0.002,0.008,0.0,0.001,0.0,0.0,0.0,0.011
retry_status,af0ddbe144c2ac8c30cd9fbb5199def596048adc9f1c55734dfe45a633e56c57,,1789785406998330000,1789785406998345000,1789785406998350000,true,0,0,0.015,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.02
retry_status,b574e39586192a0df45a5ecec624b1f3c02ad93517e45bfe942230476623ea87,,1789785406998333000,1789785406998360000,1789785406998376000,true,0,0,0.027,0.001,0.013,0.002,0.0,0.0,0.0,0.0,0.043
retry_status,abf66a732c4449667825aa661276ee78866389120f972cc8f14764524b7d766a,,1789785406998338000,1789785406998397000,1789785406998405000,true,0,0,0.059,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.067
retry_status,bc85026f149d1d974157006adb423d6f11403edbf9d5352f3f3e1deb609aa475,,1789785406998647000,1789785406998647000,1789785406998654000,true,0,0,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.007
retry_status,cb36ca0a235d4e22e107747e6f631950dd2c64ff6b7b10e0a0a6899d2b5fb60a,,1789785406998659000,1789785406998659000,1789785406998670000,true,0,0,0.0,0.001,0.009,0.001,0.0,0.0,0.0,0.0,0.011
retry_status,d1f9e3e9a577fe8b7e2b6a5ad821f9db313ac2c6c2324370e8e09305e3873790,,1789785406998676000,1789785406998676000,1789785406998685000,true,0,0,0.0,0.002,0.006,0.001,0.0,0.0,0.0,0.0,0.009
retry_status,dc2fd622d0dcd8df7010c985b284d29c2df2e871a25df9e5cdf3b1cf820b2860,,1789785406998685000,1789785406998709000,1789785406998719000,true,0,0,0.024,0.001,0.008,0.0,0.001,0.0,0.0,0.0,0.034
retry_status,ee8b7a7a0d7d05c62e10788380788f0ca17e265724366f0d653a3e0c17cb7bb5,,1789785406998940000,1789785406998940000,1789785406998945000,true,0,0,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.005
retry_status,e74bf966ccae0c915743e6b5608258c9785087aecd90221980ac3e975eac9245,,1789785406998951000,1789785406998951000,1789785406998957000,true,0,0,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.006
