kind,fact,height,requested_ns,locked_ns,returned_ns,no_changes,page_bytes,write_count,lock_wait_ms,begin_ms,business_ms,mutations_ms,commit_ms,bbolt_write_sync_ms,bbolt_spill_ms,bbolt_rebalance_ms,total_ms
new_payment,9ef907578798ddd63df3b5fe12f048178719501af4379d9b77e106694c50a131,,1789785401972777000,1789785402637257000,1789785402645235000,false,81920,6,664.48,0.003,0.014,0.003,7.958,7.953208,0.003208,0.0,672.458
new_payment,9a6a6af36ba77aa540a02679a170045763caf653982ed2ada9ca724fc8847fa3,,1789785401972806000,1789785402645243000,1789785402653287000,false,81920,6,672.437,0.002,0.009,0.002,8.031,8.025875,0.003167,0.0,680.481
new_payment,ad6b1c4dce17946f3c0d21c281485c1cf2e3dfdbab05be0be165269161b8a193,,1789785401972831000,1789785402653293000,1789785402661257000,false,98304,7,680.462,0.003,0.018,0.003,7.94,7.933125,0.004333,0.0,688.426
new_payment,54ba2a416cdb4a5684331b07055a73a2c22004d1939e01edaff62ac88caddea8,,1789785401972862000,1789785402661264000,1789785402669281000,false,114688,8,688.402,0.002,0.009,0.003,8.003,7.993542,0.004708,0.0,696.419
new_payment,21b3b9155d7d66050cff58251f3dab051679345338148719dafcda257c5d50d0,,1789785401972874000,1789785402669290000,1789785402677263000,false,81920,6,696.416,0.001,0.008,0.003,7.961,7.956709,0.002625,0.0,704.389
new_payment,2b5ada4ce97710ed2d655ae0707d8f649d78019e0c21893e34a837acdee48aad,,1789785401972981000,1789785402677272000,1789785402685267000,false,81920,6,704.291,0.002,0.007,0.003,7.983,7.977875,0.003208,0.0,712.286
new_payment,19bfc2f469d25c0dca1a891496168214741847dcc376909695c08a79e7694079,,1789785401972988000,1789785402685275000,1789785402693256000,false,98304,7,712.287,0.002,0.007,0.002,7.97,7.960917,0.005459,0.0,720.268
new_payment,6961a4998130b10880c8b6e04c64a2ee1d11cfc1b272bf82133ea501087e2bce,,1789785401973034000,1789785402693263000,1789785402701263000,false,81920,6,720.229,0.002,0.008,0.003,7.987,7.982583,0.002583,0.0,728.229
new_payment,ecd64b9520212d784b104e0384f58e89dd94c076a6b57425aad078d327e49f03,,1789785401973058000,1789785402701270000,1789785402709262000,false,114688,8,728.212,0.002,0.013,0.002,7.975,7.967041,0.00425,0.0,736.204
new_payment,fefc23e848eee1882d7eb5717a965ad8b4cb249bfa529e55cf75a4028308415e,,1789785401973180000,1789785402709272000,1789785402717259000,false,81920,6,736.092,0.002,0.011,0.002,7.972,7.9665,0.003125,0.0,744.079
new_payment,fb6a6c553298be45998d46694c9f251fb35da38e9da03ca7bc594049b907ef2f,,1789785401973263000,1789785402717277000,1789785402731301000,false,98304,7,744.014,0.002,0.013,0.002,14.007,13.999916,0.003625,0.0,758.038
new_payment,bbe2f5d4880de359cd3fc291a22475d336ac1fbe8a2fcdc7b8c2772c87114d89,,1789785401973286000,1789785402731327000,1789785402761290000,false,81920,6,758.041,0.006,0.28,0.006,29.671,29.661625,0.006333,0.0,788.004
