kind,fact,height,requested_ns,locked_ns,returned_ns,no_changes,page_bytes,write_count,lock_wait_ms,begin_ms,business_ms,mutations_ms,commit_ms,bbolt_write_sync_ms,bbolt_spill_ms,bbolt_rebalance_ms,total_ms,index,save_start_ns,save_end_ns,picked_ns,save_ms,pre_store_ms,queue_ms,queue_during_groups_ms,queue_during_scans_ms,queue_other_ms
new_payment,e74bf966ccae0c915743e6b5608258c9785087aecd90221980ac3e975eac9245,,1789785403919360000,1789785403999309000,1789785404036288000,false,81920,6,79.949,0.016,0.025,0.003,36.935,36.927666,0.004209,0.0,116.928,73,1789785403919171000,1789785404036297000,1789785406716360000,117.126,0.189,2680.063,2646.711,0.084,33.26800000000031
new_payment,52ca6f6a1e12aadf212a57c91c21408a46f9d4a4ac9dd775ffd5ac4f5beb4956,,1789785403919700000,1789785404168284000,1789785404190317000,false,114688,8,248.584,0.003,0.013,0.004,22.013,22.002292,0.005834,0.0,270.617,74,1789785403919300000,1789785404190325000,1789785405807380000,271.025,0.4,1617.055,1583.745,0.049,33.26100000000017
new_payment,93bcbe76a73a44d25d8d96d964ad05c2b9b7600772dd1f724bba88644d5c1b54,,1789785403919470000,1789785404071336000,1789785404092288000,false,81920,6,151.866,0.003,0.015,0.007,20.927,20.919792,0.005125,0.0,172.818,75,1789785403919273000,1789785404092296000,1789785406203338000,173.023,0.197,2111.042,2077.708,0.07,33.26399999999983
new_payment,d1f9e3e9a577fe8b7e2b6a5ad821f9db313ac2c6c2324370e8e09305e3873790,,1789785403919616000,1789785404133378000,1789785404152270000,false,98304,7,213.762,0.002,0.01,0.004,18.876,18.862167,0.007167,0.0,232.654,76,1789785403919427000,1789785404152275000,1789785406584351000,232.848,0.189,2432.076,2398.725,0.084,33.26700000000011
new_payment,1e87184312aea1cdc16b1789378a6506cf8babc83c67f50ca2630e14fc498aa5,,1789785404294824000,1789785404304345000,1789785404330471000,false,81920,6,9.521,0.003,0.013,0.005,26.105,26.095791,0.006042,0.0,35.647,77,1789785404294614000,1789785404330811000,1789785404991372000,36.197,0.21,660.561,627.271,0.035,33.25500000000008
new_payment,b574e39586192a0df45a5ecec624b1f3c02ad93517e45bfe942230476623ea87,,1789785404330981000,1789785404330981000,1789785404356490000,false,114688,8,0.0,0.002,0.015,0.012,25.48,25.358292,0.011625,0.0,25.509,78,1789785404330792000,1789785404356495000,1789785406490351000,25.703,0.189,2133.856,2100.506,0.084,33.26600000000036
new_payment,5142d1bd8b2ef0121c4ce0dbdd0174032179fdf5b836daa2b961a4948316c4fb,,1789785404331067000,1789785404374330000,1789785404389292000,false,81920,6,43.263,0.003,0.012,0.004,14.943,14.935167,0.004917,0.0,58.225,79,1789785404330848000,1789785404389298000,1789785405807390000,58.45,0.219,1418.092,1384.782,0.049,33.26100000000017
new_payment,64f1efdca93373027369479e1d2d53763c138d26870c067298dbe25cca8e0695,,1789785404331019000,1789785404356501000,1789785404374321000,false,81920,6,25.482,0.004,0.014,0.004,17.798,17.79025,0.004875,0.0,43.302,80,1789785404330775000,1789785404374326000,1789785406106390000,43.551,0.244,1732.064,1698.731,0.07,33.26300000000008
new_payment,ee8b7a7a0d7d05c62e10788380788f0ca17e265724366f0d653a3e0c17cb7bb5,,1789785404637985000,1789785404671355000,1789785404697306000,false,81920,6,33.37,0.004,0.021,0.004,25.922,25.913584,0.00475,0.0,59.321,81,1789785404637634000,1789785404697312000,1789785406716352000,59.678,0.351,2019.04,2018.977,0.049,0.013999999999874488
new_payment,e344a103cbce63498114e96d29e3ae956ec757bfbda27eee93a94d452b2d8bfd,,1789785404657869000,1789785404737326000,1789785404755277000,false,98304,7,79.457,0.005,0.014,0.008,17.924,17.913625,0.007417,0.0,97.408,82,1789785404657682000,1789785404755284000,1789785406584307000,97.602,0.187,1829.023,1828.961,0.049,0.012999999999898135
new_payment,85de3bed1bb3b5393ac8003492f3f9f29aaec92b3291b1e928bb5601ee664ca2,,1789785404657821000,1789785404697319000,1789785404719308000,false,81920,6,39.498,0.022,0.042,0.004,21.921,21.910792,0.006916,0.0,61.487,83,1789785404657635000,1789785404719316000,1789785406203351000,61.681,0.186,1484.035,1483.99,0.035,0.010000000000072756
new_payment,9796b92637ee0081026b6a63af443abaf5602b19960932f8ebec43f5a2634864,,1789785404657854000,1789785404719324000,1789785404737293000,false,81920,6,61.47,0.004,0.013,0.004,17.948,17.934917,0.009291,0.0,79.439,84,1789785404657671000,1789785404737318000,1789785406363369000,79.647,0.183,1626.051,1626.006,0.035,0.009999999999845383
new_payment,a8dba535d99e14d051ca11e7eb059caa35392d801803aeb1ab900454772006cd,,1789785404694089000,1789785404813347000,1789785404833339000,false,98304,7,119.258,0.003,0.013,0.004,19.972,19.963375,0.005833,0.0,139.25,85,1789785404693900000,1789785404833344000,1789785406363498000,139.444,0.189,1530.154,1530.109,0.035,0.010000000000072756
new_payment,49eb27056d64eeaa13ce8d94d11c3e1bd0131e11854aa58c51e4833aa40e4a8d,,1789785404693848000,1789785404755289000,1789785404766317000,false,98304,7,61.441,0.002,0.017,0.005,11.004,10.996542,0.005125,0.0,72.469,86,1789785404693659000,1789785404766322000,1789785405714319000,72.663,0.189,947.997,947.976,0.014,0.006999999999958163
new_payment,08b8bc9b13df1f9119e7a1e0842418962f79f811b775896bdeafdebc18e85a87,,1789785404694030000,1789785404797346000,1789785404813338000,false,98304,7,103.316,0.002,0.012,0.003,15.975,15.9675,0.004791,0.0,119.308,87,1789785404693810000,1789785404813343000,1789785406898172000,119.533,0.22,2084.829,1989.04,0.163,95.62600000000022
new_payment,83ad7e5905d47befc9b81474943097372482e46a43ae7e1f79ae59d956229d0b,,1789785404693964000,1789785404766325000,1789785404777282000,false,98304,7,72.361,0.005,0.015,0.003,10.934,10.922125,0.006708,0.0,83.318,88,1789785404693776000,1789785404777288000,1789785406106385000,83.512,0.188,1329.097,1329.053,0.035,0.00899999999986903
new_payment,50e483756c607542564d58409279f04d5f3c5c888e979131fb93546c442f16cd,,1789785404694106000,1789785404833352000,1789785404855299000,false,81920,6,139.246,0.001,0.011,0.004,21.931,21.923708,0.004875,0.0,161.193,89,1789785404693923000,1789785404855304000,1789785405807380000,161.381,0.183,952.076,952.055,0.014,0.00700000000007185
new_payment,4ad2927b47461538082911a29ca40519d5f53539fbd6702316ddb4ac04df881b,,1789785404694029000,1789785404777295000,1789785404797333000,false,81920,6,83.266,0.003,0.012,0.004,20.019,20.011625,0.0045,0.0,103.304,90,1789785404693820000,1789785404797339000,1789785405714325000,103.519,0.209,916.986,916.965,0.014,0.006999999999958163
new_payment,3eb0c317ad9055ee25c1753f5cf51093a4a0c0ae04878c5826e0d27f22ee441a,,1789785404694132000,1789785404855309000,1789785404877358000,false,81920,6,161.177,0.001,0.009,0.002,22.037,22.03,0.004041,0.0,183.226,91,1789785404693949000,1789785404877362000,1789785405401350000,183.413,0.183,523.988,523.97,0.014,0.0040000000000291035
new_payment,8b09ff9a36f7f3c1117c0175f6e01d4ae0b51713bbdb87baa6c6007b8140f6be,,1789785404694223000,1789785404877368000,1789785404894266000,false,98304,7,183.145,0.001,0.011,0.006,16.88,16.872125,0.005,0.0,200.043,92,1789785404693971000,1789785404894271000,1789785406203342000,200.3,0.252,1309.071,1309.026,0.035,0.009999999999845383
new_payment,abf66a732c4449667825aa661276ee78866389120f972cc8f14764524b7d766a,,1789785405012264000,1789785405024487000,1789785405044367000,false,81920,6,12.223,0.005,0.036,0.008,19.831,19.6145,0.212041,0.0,32.103,93,1789785405011918000,1789785405044376000,1789785406363324000,32.458,0.346,1318.948,1318.904,0.035,0.009000000000096403
new_payment,368f0a4ca08ebcf7ee7c8a69607e7ee8ea109d9fa99179e4322d2491d018e36c,,1789785405033198000,1789785405122335000,1789785405136359000,false,98304,7,89.137,0.003,0.014,0.004,14.003,13.994625,0.005917,0.0,103.161,94,1789785405033012000,1789785405136365000,1789785405401362000,103.353,0.186,264.997,264.98,0.014,0.002999999999995907
new_payment,4d522554c771857483772e94b6847e3357dded5c961f64f4c385332f29c2c567,,1789785405033198000,1789785405136370000,1789785405151277000,false,98304,7,103.172,0.003,0.01,0.005,14.889,14.880792,0.005,0.0,118.079,95,1789785405033010000,1789785405151296000,1789785405807380000,118.286,0.188,656.084,656.064,0.014,0.00599999999998181
new_payment,78ebb8535ab08069faacd1b9e0fc12c5a8b6e0761995af62d4fbcc786c36b085,,1789785405033189000,1789785405101320000,1789785405122324000,false,81920,6,68.131,0.001,0.011,0.004,20.988,20.980167,0.005375,0.0,89.135,96,1789785405033006000,1789785405122331000,1789785406106404000,89.325,0.183,984.073,984.03,0.035,0.008000000000006363
new_payment,a1a2a05542aea1f58edb878fa83fa2a84994758b4254302444576fa768c0469c,,1789785405033119000,1789785405082296000,1789785405101310000,false,98304,7,49.177,0.004,0.015,0.004,18.991,18.98075,0.006458,0.0,68.191,97,1789785405032938000,1789785405101314000,1789785406363370000,68.376,0.181,1262.056,1262.012,0.035,0.009000000000096403
new_payment,8bda483a5f0196a8652661e0cc859575e71c93a1ce205cd7b3660f2a802ad1cd,,1789785405033116000,1789785405063321000,1789785405082285000,false,81920,6,30.205,0.004,0.012,0.003,18.945,18.937834,0.004584,0.0,49.169,98,1789785405032930000,1789785405082289000,1789785406203343000,49.359,0.186,1121.054,1121.01,0.035,0.009000000000096403
new_payment,311039343859c583bcb5bf1a0da3bc964f315b435055579b1ec0340253d016e6,,1789785405033111000,1789785405044384000,1789785405063310000,false,81920,6,11.273,0.01,0.015,0.005,18.896,18.88775,0.004834,0.0,30.199,99,1789785405032920000,1789785405063315000,1789785405401358000,30.395,0.191,338.043,338.026,0.014,0.002999999999995907
