index,fact,save_ms,save_to_relay_ms,save_wait_ms
0,31515c68521f8c04dda4d439b1309f82619ce944caad553fef213e48f719dd97,810.821,689.075,798.368
1,0834610987bde8237ae8b7d48faa9fa076830763d60f7b0b0870e934e1d06ba7,712.374,374.761,692.304
2,ff56f6c4a7308c44c2897c5c473adfc26c1776fab9761e348f4018269e514043,19.575,32.859,0.005
3,48039f6192e0a158445ffaf420b89352e7c11aea4adfe778da5a822eb764a316,554.646,1062.069,531.444
4,4e2160b6d6dfec52be00b0770c2c9755d73b5274cf9583cedf18176390667f1d,732.161,1062.105,712.087
5,41f57f7608ae5bb4bdda7777ce99749820d3b43c40a25789a38eb93b7c98a5b0,769.865,847.034,754.926
6,13af61e5b5f03c964e49ec8e8f426faa7894bcfe98b6433aec0bcb795636dc73,382.266,846.039,369.961
7,11e135078c979c87c3f32fc77743077f62b027af3cca8e993351f994141b0feb,447.958,780.06,435.836
8,f5853d768118a492d629aa56f39f0f852a243ba55be45073a498b22f26492de3,316.423,3855.95,298.19
9,784f02030215a28c7c24a23a8a729c82c1995bb4696b6ddfb63988f40412d042,604.824,1644.132,585.323
10,f47af54f1ddfcf1d8cafcd46f74c69be7a6aa0a62d5e2969b2aa0d5b3ccf4d18,94.133,4083.04,78.974
11,9aa638538d7fe05b2b19a6ad6f9c6f54ecfe3ed1dd31fe7b4fd374d377645266,79.318,2723.046,28.169
12,5089cfe27261b59f8e4e5b329630eb9451dc1e7d7382b6c959a41e175f4b3c1d,967.21,825.056,946.057
13,257ca7bad1173af25633ab2b33df2e7b1c17c1a799d885dd6f74269e804b77b9,620.487,724.06,604.329
14,4826b94d7167b53740eed9599bd14b26471c6f0b5c3b4ff52e8033b82f9a8d89,585.572,1209.124,570.371
15,46aeb7c3fffb77381c82a54934419233f6d71943f42237d3fcab2409425a06a1,335.524,1305.053,316.217
16,643cca9a276fa3466636a7c836e4ab9f25a8e4e320dfbc72b835fd8d8c6a9121,242.605,1729.04,218.429
17,cd18efeca8e851568e73b33fecd2e2a50768bc903e36d07b13291d4d1c35186f,422.032,2883.362,406.861
18,59ddb7adefca55a42d1c6826fc9044efeb6c44bd9cfc71389a76741a228eb768,407.149,1564.1,395.968
19,1a2dbc02dc005b5cb6f14ce7daddc6ee5313bce90368e3641cd8015573042dc9,635.551,709.014,620.306
20,2229de93de78b68b44a5c7139a4829320538589a5143d924829ad7286616bb3e,188.291,1184.12,164.153
21,a8c9144d5a0022a0da7a2c3522203279248b9bd0a96917aa4b39a567f290787e,755.204,2018.034,731.959
22,f2fadfcefd2875d8ce9cb38de1c7039de8b1c7056c215fcef08d860390321adf,483.221,3535.05,447.729
23,37ca64ce19fe8a15dbecaf8d19c7eeea29f9ddd51f38a545179388cac11a2efc,151.615,1377.008,137.346
24,4aa53927c8bf00fe4e40edc8a32b998d227a70f87d43d8bee853841ea7be4401,298.408,1520.091,282.311
