send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.2975,180.73649999999998,-101.175,226.001,823.7280000000001,1188.9814999999999,1261.0149999999999
21-40,0.8315,180.1945,-109.233,238.555,823.2075,1188.4755,1260.5845
41-60,0.9744999999999999,180.005,-111.1025,234.17649999999998,823.0645,1188.3615,1260.3345
61-80,1229.4605,115.73750000000001,-67.875,233.4535,712.3615,994.8789999999999,1014.8505
81-100,1261.34,145.65800000000002,-49.117,181.13049999999998,680.5889999999999,970.77,996.8340000000001
