send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.506,161.1645,4.8175,183.19299999999998,752.432,1030.645,1109.0484999999999
21-40,0.869,161.0485,23.136,170.50900000000001,752.0664999999999,1030.3705,1092.412
41-60,0.9265000000000001,150.1455,0.8260000000000001,200.2975,752.0115,1030.2465000000002,1100.597
61-80,1069.504,135.32600000000002,-12.3935,243.253,720.5029999999999,1027.5715,1037.9495
81-100,1083.1205,113.947,-19.176000000000002,242.916,708.8215,1014.8145,1016.9124999999999
