Second,Sent,Ready,Public,Closed,Pending
0,0,0,0,0,0
1,500,500,243,243,257
2,1000,1000,733,733,267
3,1500,1500,1224,1224,276
4,2000,2000,1709,1709,291
5,2500,2500,2208,2208,292
6,3000,3000,2712,2712,288
7,3500,3500,3206,3206,294
8,4000,4000,3698,3698,302
9,4500,4500,4181,4181,319
10,5000,5000,4681,4681,319
11,5500,5500,5182,5182,318
12,6000,6000,5679,5679,321
13,6500,6496,6167,6167,333
14,7000,7000,6650,6650,350
15,7500,7500,7134,7134,366
16,8000,8000,7627,7627,373
17,8499,8499,8125,8125,374
18,8999,8998,8619,8619,380
19,9499,9499,9272,9157,342
20,9999,9999,9758,9595,404
21,10499,10499,10254,10254,245
22,10999,10999,10738,10738,261
23,11499,11499,11243,11243,256
24,12000,11999,11733,11733,267
25,12499,12499,12226,12226,273
26,12999,12999,12711,12711,288
27,13499,13499,13207,13207,292
28,14000,13999,13710,13710,290
29,14499,14499,14200,14200,299
30,14999,14999,14689,14689,310
31,15500,15499,15183,15183,317
32,15999,15995,15655,15655,344
33,16498,16493,16150,16150,348
34,16997,16995,16644,16644,353
35,17497,17496,17143,17143,354
36,17997,17996,17633,17633,364
37,18496,18496,18130,18130,366
38,18997,18996,18621,18621,376
39,19495,19495,19119,19119,376
40,19995,19995,19621,19621,374
41,20496,20495,20107,20107,389
42,20995,20994,20753,20753,242
43,21494,21494,21245,21245,249
44,21995,21994,21731,21731,264
45,22493,22493,22225,22225,268
46,22993,22992,22717,22717,276
47,23491,23491,23205,23205,286
48,23992,23991,23705,23705,287
49,24491,24491,24205,24205,286
50,24992,24991,24710,24710,282
51,25492,25491,25203,25203,289
52,25992,25991,25704,25704,288
53,26492,26491,26216,26216,276
54,26991,26990,26710,26710,281
55,27491,27490,27204,27204,287
56,27991,27990,27702,27702,289
57,28490,28489,28193,28193,297
58,28990,28989,28689,28689,301
59,29490,29489,29174,29174,316
60,29990,29989,29672,29672,318
61,30489,30488,30166,30166,323
62,30989,30988,30668,30668,321
63,31489,31488,31161,31161,328
64,31989,31988,31668,31668,321
65,32488,32488,32160,32160,328
66,32986,32985,32666,32666,320
67,33484,33483,33158,33158,326
68,33984,33983,33655,33655,329
69,34484,34483,34157,34157,327
70,34984,34983,34653,34653,331
71,35483,35482,35153,35153,330
72,35983,35982,35644,35644,339
73,36483,36482,36129,36129,354
74,36983,36982,36624,36624,359
75,37482,37481,37114,37114,368
76,37982,37981,37607,37607,375
77,38482,38481,38260,38097,385
78,38982,38981,38747,38582,400
79,39481,39480,39236,39075,406
80,39981,39980,39740,39679,302
81,40481,40480,40226,40226,255
82,40979,40978,40722,40555,424
83,41479,41478,41233,41233,246
84,41979,41978,41724,41724,255
85,42479,42478,42212,42212,267
86,42979,42978,42707,42707,272
87,43479,43478,43197,43197,282
88,43979,43978,43683,43683,296
89,44479,44478,44179,44179,300
90,44979,44978,44673,44673,306
91,45479,45478,45177,45177,302
92,45979,45978,45669,45669,310
93,46479,46478,46155,46155,324
94,46979,46978,46647,46647,332
95,47479,47478,47153,47153,326
96,47979,47978,47655,47655,324
97,48479,48478,48156,48156,323
98,48979,48978,48649,48649,330
99,49479,49473,49139,49139,340
100,49978,49977,49629,49629,349
101,50477,50476,50112,50112,365
102,50976,50975,50610,50610,366
103,51476,51475,51103,51103,373
104,51976,51975,51599,51599,377
105,52476,52475,52100,52100,376
106,52976,52975,52589,52589,387
107,53475,53474,53090,53090,385
108,53974,53970,53585,53585,389
109,54473,54472,54246,54246,227
110,54973,54972,54734,54734,239
111,55473,55472,55223,55223,250
112,55973,55972,55542,55542,431
113,56471,56468,56084,56084,387
114,56972,56971,56577,56577,395
115,57472,57471,57244,57244,228
116,57972,57971,57736,57736,236
117,58472,58471,58223,58223,249
118,58966,58965,58723,58553,413
119,59466,59465,59216,59216,250
120,59966,59965,59712,59712,254
121,60466,60465,60207,60207,259
122,60966,60965,60699,60699,267
123,61466,61465,61198,61198,268
124,61966,61965,61701,61701,265
125,62466,62465,62190,62190,276
126,62966,62965,62676,62676,290
127,63466,63465,63175,63175,291
128,63965,63964,63665,63665,300
129,64464,64463,64156,64156,308
130,64964,64963,64643,64643,321
131,65464,65463,65139,65139,325
132,65964,65963,65628,65628,336
133,66464,66462,66124,66124,340
134,66960,66955,66610,66610,350
135,67460,67459,67110,67110,350
136,67960,67959,67607,67607,353
137,68460,68459,68096,68096,364
138,68960,68959,68594,68594,366
139,69460,69459,69084,69084,376
140,69960,69959,69586,69586,374
141,70460,70458,70072,70072,388
142,70960,70960,70571,70571,389
143,71460,71459,71083,71083,377
144,71960,71959,71581,71581,379
145,72460,72459,72066,72066,394
146,72958,72957,72568,72568,390
147,73458,73457,73223,73223,235
148,73958,73958,73710,73710,248
149,74456,74455,74194,74194,262
150,74956,74956,74678,74678,278
151,75456,75456,75174,75174,282
152,75956,75956,75672,75672,284
153,76456,76456,76168,76168,288
154,76956,76955,76666,76666,290
155,77456,77456,77154,77154,302
156,77956,77956,77646,77646,310
157,78455,78455,78143,78143,312
158,78955,78953,78621,78621,334
159,79454,79454,79104,79104,350
160,79953,79953,79598,79598,355
161,80452,80452,80088,80088,364
162,80952,80952,80587,80587,365
163,81452,81452,81080,81080,372
164,81952,81951,81575,81575,377
165,82450,82448,82061,82061,389
166,82950,82949,82555,82555,395
167,83450,83450,83213,83054,396
168,83950,83950,83705,83542,408
169,84450,84450,84199,84199,251
170,84950,84950,84693,84693,257
171,85450,85450,85182,85182,268
172,85950,85949,85521,85521,429
173,86449,86449,86220,86061,388
174,86947,86947,86713,86551,396
175,87446,87446,87209,87046,400
176,87946,87946,87709,87546,400
177,88446,88446,88203,88203,243
178,88946,88946,88699,88699,247
179,89443,89443,89194,89194,249
180,89943,89943,89685,89685,258
181,90442,90442,90175,90175,267
182,90942,90942,90662,90662,280
183,91441,91441,91152,91152,289
184,91941,91941,91651,91651,290
185,92441,92441,92145,92145,296
186,92940,92940,92635,92635,305
187,93440,93440,93124,93124,316
188,93940,93940,93615,93615,325
189,94440,94440,94098,94098,342
190,94940,94940,94581,94581,359
191,95440,95440,95085,95085,355
192,95940,95940,95563,95563,377
193,96440,96439,96061,96061,379
194,96940,96939,96555,96555,385
195,97440,97439,97052,97052,388
196,97939,97939,97707,97707,232
197,98437,98437,98201,98032,405
198,98937,98937,98693,98693,244
199,99437,99437,99190,99190,247
200,99937,99937,99680,99680,257
201,100437,100437,100176,100176,261
202,100937,100936,100670,100670,267
203,101437,101437,101159,101159,278
204,101937,101937,101652,101652,285
205,102437,102437,102140,102140,297
206,102937,102937,102633,102633,304
207,103437,103437,103125,103125,312
208,103937,103937,103612,103612,325
209,104436,104436,104117,104117,319
210,104935,104935,104603,104603,332
211,105435,105435,105105,105105,330
212,105935,105935,105597,105597,338
213,106433,106432,106091,106091,342
214,106933,106933,106586,106586,347
215,107433,107433,107074,107074,359
216,107933,107933,107566,107566,367
217,108432,108432,108068,108068,364
218,108932,108932,108558,108558,374
219,109432,109432,109056,109056,376
220,109932,109931,109544,109544,388
221,110432,110432,110201,110040,392
222,110931,110931,110696,110696,235
223,111431,111431,111180,111180,251
224,111927,111927,111671,111671,256
225,112425,112425,112166,112166,259
226,112925,112925,112656,112656,269
227,113425,113425,113143,113143,282
228,113925,113925,113655,113655,270
229,114425,114425,114130,114130,295
230,114925,114925,114631,114631,294
231,115425,115425,115121,115121,304
232,115895,115895,115619,115619,276
233,116395,116395,116080,116080,315
234,116895,116895,116584,116584,311
235,117394,117394,117078,117078,316
236,117894,117894,117570,117570,324
237,118394,118394,118066,118066,328
238,118894,118894,118564,118564,330
239,119392,119392,119057,119057,335
240,119892,119892,119555,119555,337
241,120392,120392,120047,120047,345
242,120889,120889,120544,120544,345
243,121389,121387,121041,121041,348
244,121889,121886,121544,121544,345
245,122389,122389,122036,122036,353
246,122889,122889,122529,122529,360
247,123382,123382,123012,123012,370
248,123882,123882,123504,123504,378
249,124382,124382,123997,123997,385
250,124882,124882,124495,124495,387
251,125382,125382,125164,124996,386
252,125881,125881,125653,125488,393
253,126380,126380,126141,126141,239
254,126880,126880,126629,126578,302
255,127380,127380,127130,127130,250
256,127880,127880,127615,127615,265
257,128380,128380,128106,128106,274
258,128880,128880,128598,128598,282
259,129375,129375,129094,129094,281
260,129875,129875,129576,129576,299
261,130375,130375,130070,130070,305
262,130875,130875,130557,130557,318
263,131375,131375,131071,131071,304
264,131875,131875,131568,131568,307
265,132375,132375,132059,132059,316
266,132875,132875,132558,132558,317
267,133375,133375,133050,133050,325
268,133875,133875,133546,133546,329
269,134372,134371,134035,134035,337
270,134867,134865,134529,134529,338
271,135367,135367,135015,135015,352
272,135861,135861,135500,135500,361
273,136361,136361,135999,135999,362
274,136861,136861,136498,136498,363
275,137361,137361,136996,136996,365
276,137861,137861,137497,137497,364
277,138361,138361,137992,137992,369
278,138861,138861,138475,138475,386
279,139361,139360,138979,138979,382
280,139861,139860,139468,139468,393
281,140361,140360,139966,139966,395
282,140860,140860,140468,140468,392
283,141360,141360,141131,140970,390
284,141860,141860,141625,141458,402
285,142358,142357,142111,142111,247
286,142855,142854,142602,142602,253
287,143355,143354,143097,143097,258
288,143855,143854,143596,143596,259
289,144355,144354,144088,144088,267
290,144855,144854,144585,144585,270
291,145355,145354,145072,145072,283
292,145787,145786,145568,145568,219
293,146287,146286,146004,146004,283
294,146786,146786,146493,146493,293
295,147287,147286,146985,146985,302
296,147787,147786,147479,147479,308
297,148287,148286,147977,147977,310
298,148787,148786,148465,148465,322
299,149287,149286,148961,148961,326
300,149785,149785,149470,149470,315
301,149785,149785,149785,149785,0
