lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
7,0,7d6410333ecef05452629b1dedacff3c777a6bd5559667f4e2cb7025cdb52bfb,1789722297570043000,19603,36778,1719182,4098892,14,35,
4,0,8878288bca32165947df8de4056b46dcc04785287f3480eacea3f8103f6f0cdf,1789722297582959000,44555,124928,2889810,5013491,14,69,
2,0,3124f4c67c3321f1b0c8bcd9cea185a639767dee7834404bc507a29f11f12270,1789722297582963000,44603,124993,2889240,15832126,14,89,
5,0,01eb23c84b5237beba0905727790f45505c5c42d835467411338a3f857949f7d,1789722297582965000,30886,124895,2888797,12735746,11,126,
3,0,a813479ad1d8d511e0251ed9d537548a99d4abe25bb379e9c5770c13c417479d,1789722297583027000,48497,148860,2889262,6647610,13,26,
6,0,643824c69145d663db35e2bfc59997093cf11839a59b08c7c262d6e960557fe2,1789722297583043000,48488,148827,4320348,19752397,41,74,
0,0,12bf784c0c01ab083e66b10a1dfc96c6e16498b9773b406dbee0d6c39a9aa686,1789722297583055000,48428,148812,2888915,13335062,49,62,
1,0,56e8e601836a8cd6282023dc7720c810f9761f87e6acb6a8978f120778915f81,1789722297583125000,60141,148777,2888546,17326082,14,19,
7,1,b021174097e8a7e5a237aa6143ee07b48b6146c6fbe83eddd67e582f53fb6547,1789722297643544000,27947,92326,2828333,13440596,12,2,
2,1,ce7326f3c2a9d5697ab62b97792510a224e698bf89ed8b8dfe3b0627fccdac22,1789722297793572000,75343,130059,2678504,14535179,13,29,
4,1,a6b166dca4f89ee05416281d8f33560011a01b515579a7cd4175e67e1f4e863b,1789722297793578000,48157,74268,2677786,12406782,38,59,
5,1,99633c17c9331dcfa11518a84db9ad29982f78ca9e8e19da0f995de08ac80006,1789722297793717000,75133,129875,2678679,19548879,12,24,
7,2,a03500b0ce33ae79a23268f8d4aeefae6ebd1b2a89a82b116e8f43c99d3aaf3b,1789722297807127000,153608,359704,4096600,5778143,14,395,
3,1,e5ec76f65cca0819c35d80a5cb2944509ba86d51dce8dacdee30cc92c9ea92fc,1789722297841316000,197523,309595,2630159,16073380,22,25,
0,1,2b875aacf4eced4ed1e7d2910d92c57061cb9ff50b5b6bfad7df260da2af4b6f,1789722297841391000,62581,103428,2630176,11920940,12,22,
1,1,fc41548db667e24414a0182df63ce68f50aa075298d653b6b9f04fcbb119188f,1789722297841412000,197346,396511,4062942,17318200,2233645,5992719,
6,1,54d830cc76975ff346772831e41ffa65fc47131b8b21493b71342962bee576f9,1789722297841494000,197529,396447,4063401,15254321,2233733,6709835,
4,2,e2981b652351a917f3218efdf5ee2d42f6757a742d464372132b51b79b4e4045,1789722297899154000,129450,267770,3831820,10561535,298,226,
2,2,4078b9b330fec59281cb73d874c53e6ee721a4b2a23637ae01f064ceeedcc696,1789722297974031000,152752,227878,3931315,16572547,2269568,5383362,
5,2,bd1e599ca8a1d352f7e05fb5cd43209e54d3006665b6dbb5be8383b60b6a59ac,1789722297974051000,115687,227823,3929543,6973725,1087355,3467065,
0,2,550687ec8bd7259660aa316feb010d0436c4385d39c5e5b2d0cac82ab16f6dcf,1789722298024395000,80195,177506,3879743,18399726,2269466,4394554,
7,3,0b21bb5b3813da1c4caae741fe4eb5572de494d17f40f21f73d144229b74fde3,1789722298229505000,97811,203325,3674416,17748567,2038938,10027863,
