send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.169,198.76999999999998,-59.589,158.998,732.84,1106.144,1146.5369999999998
21-40,0.7795000000000001,198.1575,-54.6815,164.394,732.2295,1105.5405,1145.7959999999998
41-60,1.147,197.949,-61.349000000000004,155.14100000000002,731.8620000000001,1105.0790000000002,1136.3829999999998
61-80,1114.282,122.283,-41.531,265.2795,712.927,1023.5730000000001,1046.535
81-100,1137.4045,134.314,-29.9835,223.3845,689.8045,991.9259999999999,1018.2695
