lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
3,2,42837e5d81c19ed1a282c6a7b7f18c433d8d959a6e958d8ce86d0fb6f61b103a,1789722578709169000,130264,229859,2881876,8206186,2648473,5480474,
2,2,b5f057b852aca1c31ba2614c2558314bea86979314db368f3933387b08a21a29,1789722578906201000,92515,135790,4084429,7425101,2545776,5630460,
0,2,14a33992bd7427a3951c3d0d3da80ddc3ce94f3a835e1218fa85eda6b23eeeae,1789722578998402000,109472,273587,3974313,9800693,2316367,6327423,
1,2,49922dd17f391f8df675e1e75b50c14978eaf3dc01b31342eb74e61e1b2270d5,1789722578998414000,109365,193526,3992073,7989972,2395971,5619661,
7,2,b5b3be1d12f7cf8bddd3316a254b302a479bf69cde8ab684db7e726a756ba2ef,1789722578998723000,128076,273265,3973955,7432806,2316220,5831393,
6,2,ab33c582f7ddf2a2b8fa9ef14910870769d78011cace5d5fb9cdfc9118a18dad,1789722578998750000,116055,273234,3973858,6806500,2316090,5781881,
5,3,efd69c7e93afa4204e0c410ef06c2346a720d677932026a60a18db997168aa48,1789722579017221000,119479,287901,3956018,8062764,2283369,6323756,
4,3,766bd62b949f77b517988e7e00aefe47c04b396e4b336061f7e3ab1b573daa34,1789722579042231000,212174,306737,3948323,9417002,2240746,6603261,
3,3,815646fd983350c2f0a4d9561949374d21f1d3e545dd441587f608db154bc961,1789722579042233000,212112,306732,3948298,9695119,2239794,6456286,
2,3,3e294875ad044868df1f794cf3ff758e2fa7d5eb7bfde41e658bd11cf6b9ba46,1789722579081782000,172955,267211,3891163,9353490,2240871,6707503,
1,3,7d0eb2f708f683d1fca505de3cc33ff93f84369b130487ebba9b63e90bed58d9,1789722579305785000,268657,381212,4794853,9907149,1904053,6745121,
7,3,d7455aeb12f27fafc72b614abf7e022525c3dd6275f4a8d8921995cfa591a56f,1789722579365551000,111975,157406,4758216,9299217,2067470,6641597,
5,4,b329b3f564da05dc18f686e6ed2a76e49cc3ef0d7d8596a2240b8c96e9eafbd8,1789722579382402000,99613,134533,3608033,6782151,2073161,6647085,
6,3,3eeef1daa8ad9bdfc9e8d98c174c78409e90ce889c505902a0a98160d34954c7,1789722579417243000,115896,269822,4680956,9118403,3285489,7157277,
0,3,547d59996acdbdbbf5947e05e58696b90259206f92914209212b0f96d7a682c7,1789722579417289000,115735,269753,4700001,9394707,1907820,6901883,
2,4,ac4a44fe8e24c6d4e66a65bae00c0ee1dfbb67879c76b90c6ba3b44d87aedc41,1789722579434234000,101589,168734,3556216,6997884,1987952,6828563,
4,4,1acc2b9708a1ece2fef36eb1288d8c1c536b0ca0f9f30b4cbcd24dfb121132a4,1789722579434250000,101545,168717,4689127,9473242,1987825,6728472,
3,4,0e7d88da6cdd71fc26e51d94cbeac6831a0fc0bf28b36754929da30fb28025f4,1789722579434256000,101483,168709,3538298,9368756,1987651,6728342,
5,5,01d18c1dedd48a77be03874f696f6f401f6e6f1b1ebbe840e3882efe4b6b6279,1789722579574612000,186149,302419,4525662,9793548,3095688,7110182,
7,4,00e543e242308d2181226475c6051a44ff0e95f1eb93cfb55e474216255156f6,1789722579630825000,156268,217173,4493420,8770458,3124614,7009330,
3,5,e3899ef0977752b96b5bb62350406b84a00d0b714514054b82f093ccab5f6820,1789722579671331000,89365,205687,4427586,9193344,3095666,7038344,
2,5,40e580157da13c8226852d19902fe4cef657cd9749b32fed7ecc921604f35050,1789722579732235000,110923,184730,4367537,8877281,3055985,7071426,
4,5,b21180c295922fe2c63c2a58a29c5d5fdc0e88981f139752aaad02cf6d916f80,1789722579732372000,111025,184611,4366210,9661200,3056260,7163007,
0,4,6e90630650d50e39732bc548aa5dfc1b414faf86af5ae7593d0a15a2df8c2046,1789722579760816000,117194,209190,4363615,9748195,3020431,7125804,
1,4,a4829200c91359af63de320a5e5f21547308fdec87972f52c4f214ed4bc8cc94,1789722579838169000,106622,154938,4259309,8965498,2997348,8408178,
6,4,72da2005eacb0bc983249d457440c2d19a7433dd4e0f42ce0ed2913658393db6,1789722579838170000,186590,349896,4259829,9300965,2802426,8247211,
7,5,8e2fa59b528a837e9f8435778621ab5e7aa7ed68a1293e44db21a3ba62c551f2,1789722579970200000,151155,221755,4150602,9296616,2798583,8267284,
3,6,c7eb1c5a07a9ea2196f49a8f4e49855c1fa8677153141c095ec59082327a7a20,1789722580011471000,160815,223913,4088960,9338900,3862096,8374135,
5,6,10c6e13287d0ad7596e389fc92e2fd2591dea31f990ec93ecfd00ee3c6e5fb7e,1789722580011660000,122468,211398,4087660,8826633,2767580,8313153,
0,5,a91ac7f1892cf43f34cff389aead046fcb4803125053805768fd0107f55cbafc,1789722580036168000,135972,199323,4088543,9256732,3862509,8429282,
2,6,2545e12283845d02380808f0378487867761e94ac6616b4d6d86905e3a0e0a60,1789722580044160000,289989,333879,4077379,8894476,3720165,8359321,
4,6,9b173d3c80d3da60e07bb232509699b5515d1cd62421e778e855a608dcc2ae11,1789722580044231000,77979,178827,4079350,8491980,2767503,8312593,
1,5,7e778e33cf6f84b9c2c3f0f1f41512bc8a9b5c67c8a97f7a4e2e3ed03b94e714,1789722580188258000,277512,321691,4947134,9115334,3589371,8290192,
7,6,e7ee62f908e7357e8d57f04d82a72b8a78d864e1c66d26e23d0d9893d35d9801,1789722580305269000,103693,133809,3816654,8494346,3659509,8360025,
6,5,d2f79c4bceec5af5a0e37937acb82368b85c7b32514a930e77994ef714c34b01,1789722580323155000,125763,147861,3799100,8476988,3627905,8328599,
0,6,dc9a89fceb27496ecb26e72531a5c3996f2ed732a95de7259129c8a2050e1c04,1789722580347230000,167742,197779,3775578,8456328,3554765,8258008,
5,7,fa5722bd5b118e17b2766f2c44696610096bb8b62c9d9705fdfe1d01f6cda20b,1789722580354143000,134885,238919,3769048,8853110,3507371,8210609,
3,7,1e9eff57cf57070eca6738f8e574e93aceb418c37e933f2e354270a1778ac379,1789722580354176000,134768,238883,4782133,9360325,3507221,8210500,
4,7,6be33d3fc67878385af82d003839749317c4c2d0edc8abab555a1da7c6884512,1789722580354195000,134775,238869,4782406,8558969,3507580,8218938,
2,7,8c32af0bd9b35bd715f60cfecda269ee9f23f35ba7d61e33deeecb22276f0429,1789722580408201000,88544,184871,4745855,8941920,3524224,8245223,
7,7,e5616f95fbabe30faf62202db1cf11bd327150da584e9627ea35032f815c2f36,1789722580484149000,79823,229931,3637200,8381151,3406726,8150600,
0,7,3c9ad6200e9193d8f702cb5f9126b1998b406d82a00020ee2201edfc1fcb80f6,1789722580574150000,234974,396807,4608273,9364138,3150967,7942208,
6,6,8a529e686db5ddc92895fc04c2ad8bcd55d4b852ea71a5db13445f1a40490e6b,1789722580649555000,122561,188495,4532838,9118769,3283301,8027251,
1,6,cd15feae155652bb251b6b4c25eff65c6b32780f33c88200a887d60b84dfc16f,1789722580718441000,72002,119625,4435333,8492149,3283477,8069435,
3,8,3ecd04fdb4fc813e0c23a4deca52ea50d1c917fccddddac9a968ad513a7bf435,1789722580772156000,220160,319835,4363586,8391274,3031394,8070948,
5,8,17fabdb487d8ef248f4bda1bdb6edf62ee6128faa7dabe7d6bf8fb9a42c9fdb3,1789722580772158000,170530,261873,3353933,8390780,3089162,8128375,
2,8,a98b4088c3f76a2a90d577b2602d4e4e72c12ca16f43a555de270a1af04f7a78,1789722580772264000,170430,261749,4363617,8390143,3088798,8105129,
4,8,f178584891954d184790f624452a2bbd8b09beacc904ef3523c13883386ebc2f,1789722580772408000,170250,261590,5662447,8687395,3088259,7904643,
7,8,e4a0d8d5f9e4da773969d4414cb2fd3220a8eb0acd35febc13ad2041322ca91b,1789722580799138000,277427,382170,4383875,8734100,2942942,8026455,
0,8,c596df877ecae63e508b995d6a2eabfacc96987a3cd65698456644da5058590d,1789722581034186000,342541,409853,4103117,8233168,3691495,7822785,
1,7,f2fe4f758a926c47e1842810fc3e2eef33170fa57acb48a4344cf76a1680cb31,1789722581034202000,74729,121767,4148434,8173563,2967808,8051289,
6,7,054b6787eedcd4f4da7573042a4af177e493132f13ea864a71f227ca5b52ef42,1789722581034227000,74870,121727,4101307,8532065,2967633,8007478,
4,9,c03f45075814f32835ad210e501a1e0108e9969740c62e5dd123945d00bfb0ce,1789722581124209000,253128,304750,5340550,8791965,3706440,7784531,
2,9,329b363188f90d8c88b70aa4bc7a625d1296311f38e9f3d7d57687ce0fd26f15,1789722581124216000,161890,240887,4058686,8601366,2760991,7846617,
5,9,bee885887d449fce7bca750f85565a7b65f9f1804078d47e07a916fd9f1738fb,1789722581124230000,87323,191860,3030959,8086905,2808349,7894503,
3,9,781209b955e9a1f2f9ab115e44b7c38c7efab96adbe8373edfd83640f7617a8f,1789722581181430000,92447,183654,4001648,8030285,2759635,7846052,
6,8,74bb7ec03bf097a564494586d8466e9a57cea05cf9bc0cb8e4763843afdc59b1,1789722581211670000,389144,474298,3925957,8339884,3450347,7664159,
1,8,08009138ab6a1f735bb3abc09e65e9ea9ac05e6b2702239ee6ccba0b7c0aa82b,1789722581250227000,107049,142825,3885805,7963264,2762147,7819894,
7,9,d879805c40b5173cb2f269eab458b6ab1dd894c981d152ae5fc9eb39fef53d42,1789722581273746000,243462,332217,6129881,8812859,3529783,7661392,
5,10,99b2418e158a6f0716d2349b9bb1c954773b127695f1f1166c3266aba3e5c1cb,1789722581403252000,232217,345784,3735182,8266254,3388270,7619136,
3,10,659f88c61ee3d0a536f8f6e1b4c4a53eed3233ceff222b3069a572fbfc9a2944,1789722581429216000,206568,319838,5035763,7964999,3388575,7644530,
2,10,05eea3d2a7cde9df2055554abf3f67b8170b29438c3e1c48e56e04c505609207,1789722581429368000,109611,205974,5035156,8395736,3500691,7668257,
4,10,a212dff13afe35893e01bef2e7f8974d90294a22c4e67d7c32650c83ade39b64,1789722581461226000,77658,173884,5003620,8535254,3500776,7657799,
1,9,cf8ba6f2fae916342d7d311d3da06706ac35a2b2aba01d9eb86cc3ee1101159e,1789722581480560000,196941,256697,4984080,8472813,3399351,7613123,
0,9,39b7a3dcedc3daf18c9e99ae7cc3bd97f825434a25e08098c93f7f714cc205c4,1789722581517024000,361768,490978,3666230,8332626,3174397,7525242,
7,10,385d8cc7b0063ff22c8ab5f2305aab0b0902d18382d8ef2a33035ed907eee666,1789722581648222000,286637,324815,5756245,8377945,3165398,7421179,
4,11,03debda2c0f7f83b0f21b9fd2dccf9dc727d7bb88cd31227e5fc14406478fdf3,1789722581749334000,172640,258656,4685605,8468794,3174275,7501034,
2,11,f6c33df381f6d5061442d9549f0f52fb4f2282278155d1bbbeffc833bc406cca,1789722581749421000,129420,258558,5680663,8429047,3146086,7452548,
6,9,57b0ce623b1c61128417dffa44376bf637d47e9f2bb6fdf550f4f38c4d959330,1789722581791240000,130927,216738,3391025,7669286,3145803,7451832,
5,11,849df826d7af2eabad3e815db88d56039c9c3808c1ee17337ef1745f8db5b79f,1789722581921969000,319845,418037,4514613,7847569,4094656,7428981,
3,11,ad288f41aa33de0b495c9afc5d671ed7e6aad46f2540173d73b2b5bd2d730cbe,1789722581922047000,299955,417982,4514677,7848047,4094835,7429509,
1,10,39611a25f653cd4bf0000681b4a96dd10379bc122a5d3286dd96020f252f1547,1789722581938178000,213940,298873,5466108,8031307,2945590,7329247,
4,12,bece5b296061f2c1b32db3beb3ca8604ca8f317ae620777b73abbbe0aed40d73,1789722582071541000,86629,165524,4363121,8200221,2945843,7432446,
7,11,c509b27697ac515b25d40e39bebfb6e04a7bac73c25702e2b481755fe0bb961f,1789722582072262000,59714,93708,5331866,7780725,3016463,7385589,
6,10,e1772ca78ee2b7dbc14b691d5ccce1ef54fb2470a099442db484e0f7c3aba9be,1789722582093212000,98725,176862,4342259,7675776,2913184,7498259,
2,12,a91e2808e6c66891f6c0cd87cee11a6ffe1c78e6e7bd0b713f7f63dd18fa2b37,1789722582093225000,98698,176791,5411479,8034587,2913068,7455573,
0,10,a36412f5e30489d15b45b83b3b5abedcf2d6c7e2da0a12c8f47c580e46622ca7,1789722582093280000,98600,176725,4342140,7923338,2913017,7444507,
7,12,8da2b944f7265bdd380560fa69cf12cce1e95aa3a485491c8c97f074dd3e3be8,1789722582270481000,235555,341615,5233597,7685333,3824683,7326202,
1,11,a1d9a391ecf75b1cd293a551cc19324c39b5aa9d4b51158ac7e63ad88d8e3f78,1789722582313904000,206037,266533,5190281,8105682,3856288,7335744,
4,13,d197649fd2612e36833a6e364d180855c040f6405eebabe16d9733690a69b458,1789722582314146000,159637,216843,4122634,7772608,3903955,7239107,
2,13,91c6119cb5209ea9397552536fd937fe8086900690fe452e6b4536cdab55e247,1789722582349376000,124530,181668,5154969,8011068,3905540,7321944,
0,11,0cfba5686c0c978ae9c1d44509243a7f1f716cc0cebb1c7bef66793a021a0038,1789722582349381000,124436,181615,5955466,8189173,3904426,7294114,
6,11,f8fa90f58a7b16495563f62d0d3d4ba0d7ce1ebcc5663d749c069fbe6d97341a,1789722582349426000,124479,181593,5155106,7902148,3904454,7318637,
5,12,512a74b4a97545e53ac54c7c8156b01891a2796c0acc7354fc309aa3213efbea,1789722582391224000,201727,280747,5039282,7665621,3792676,7283844,
3,12,77b9edf768ad68bc8d64884e9551a9c82d1a614fe4c9e39f9753a6e0f15fa216,1789722582444466000,136742,227482,4020615,7511543,3792582,7281431,
2,14,73f51c53cb9b0c9bf774176610e0a49cc6d308cd03ba312717161f089dd9cbc4,1789722582615377000,197822,384784,4815054,7410942,4403475,7025605,
4,14,686cc72f8207ed85255b6508a0593ac2317fc434f4b67f1d8858fc9e9bcacac8,1789722582662298000,150804,337888,4768124,7465222,4403947,7025987,
6,12,94d242e20e3c94275f15fa1a94fe5b534b291cc9cd86e2cbedf49d80931b9b24,1789722582662341000,150646,337786,4753322,7363420,3464956,7016495,
0,12,acd1c150fcd220ef81067a789c62b094131608c48805576c2d8f11775fdf85a2,1789722582662456000,150380,309836,5642639,7407966,3492560,6997198,
1,12,d6a62b378164dd2038e0c100c78031789f1acd63b6c44957f50b2cbe07420506,1789722582662459000,150484,337620,4767881,7635426,3464907,6996409,
7,13,0379196defa955194a8e46b46eaa00d7fc6986f506caf7c7fc009e767eb21352,1789722582698256000,150075,207709,4732237,7560959,3558804,7050046,
3,13,4ea49eac55c9707c359c68fbfe15990033797ec8b759a6f9bdeb22bb1f2fee50,1789722582812677000,160301,219290,5496329,7648621,4372324,6994354,
5,13,fb8967176e988d62e3f6a696e5b1e5864011a179ee7d04e0af1ebe7cf1484ee4,1789722582812739000,160056,219234,4617794,7446491,4372502,7024875,
7,14,8eaf87773729a635e3b80c4e446589e34a4f0840a7c7be2d3108c55ed0676f47,1789722583000556000,117303,181413,4429840,7070378,4233697,6888455,
0,13,80ac4b06f4be21d66045447204ec8c6c92a9b4a14b9f08f5f76ad4c960ba18f7,1789722583074239000,74197,135887,5231395,7213471,4219966,6860808,
6,13,c72680a4cd9f53205ddf2bc92d0deef52c49a330a451867aa69e9ef64c98d302,1789722583123176000,87630,142852,4380581,6964376,4164369,6820733,
2,15,75c6074cc44bc6bdc44d7f1a992b8d00a0eb8d88b08c588614155a8760fc1987,1789722583148089000,83783,117961,5157961,7342239,4164376,6821502,
4,15,edc6eb807e93a0a5ebd655a335f86173ef7e4c5105b0333ecd65a852c67280ef,1789722583148092000,83797,117934,4355339,7039951,4164319,6820591,
1,13,34c5fe2f514532a000a6a4b0f52c477a43782db32720a916ca1e011e55074bfe,1789722583148123000,83761,117931,5156855,7381751,4164381,6861471,
5,14,d1c284eb5db44632042049c097a6ef9f24d273537f0a6d0d75d3c907c9a05b0e,1789722583148321000,79442,121642,4289111,7180656,4160533,6857856,
3,14,9d5e61d148378b4a7a647658f5af780d31cab87c148cfc6f5e429a4a94cb4de4,1789722583148554000,61862,121412,5156664,7030671,4160545,6908511,
0,14,fbd9d29f94dce293b67505c90c3c37cee998c8bfc0e369c6b205183feb02a232,1789722583243242000,146270,212848,5062687,7137645,3974445,6723135,
7,15,41263f8d4d479f412403a4bcc78b97b5657456ee1ec5d8ab5c7365e5214f0092,1789722583248945000,154041,214551,5060499,7178189,4039937,6754642,
6,14,bd9b059686c13724303d5132dadff1d38a329d11610403e4ff27ada2fadb6629,1789722583301227000,88505,254796,4204377,6950845,3947735,6695557,
5,15,3f39c472ee2f2ba6b15bb11cdb8ac335c4d11212f9b3b03b049f173d191abcd5,1789722583311473000,78257,152009,4994686,7077682,3973952,6724561,
1,14,0a78a0d59d3c699485d55fcc135f6f36039134eae87da83db06ab66ba695730a,1789722583389453000,167342,328580,4919684,6870665,3786159,6541186,
3,15,d5cc6a77c81930d43a9e071fd05e7e9dd2798e6b387dfb40c062a605beeedaf6,1789722583389762000,167128,288468,4919805,6869523,3825854,6573842,
0,15,6b5be202ab2fa0354c9dfd2029d127899d449ed2ffc306df96ee0b1eb2e2a57f,1789722583678568000,114074,230399,4631109,6790806,3595386,6350267,
6,15,e7a7f93b54fb4fa64f06236b51cf4639544831e7f4499d8a2bb2f398dba4b83f,1789722583718219000,83007,190791,3787510,6541932,3595530,6350279,
1,15,3628339c939a22dc29884723ac8a889f498e8c26c4da7f469190aff319d1d50b,1789722583759344000,126753,203700,4549587,6709963,3541670,6297077,
