order,index,height,fact,proposer,first_submitter,sent_ns,fast_ns,received_ns,commit_ns,wallet_durable_ns,members_durable_ns,send_offset_ms,fast_ms,wallet_to_gateway_ms,gateway_collect_ms,response_transfer_ms,wallet_receive_verify_save_ms,gateway_persist_ms,gateway_queue_ms,install_fanout_ms,response_to_committee_ms,fast_to_committee_ms,delivery_ms,admission_ms,accepted_to_prepare_enter_ms,prepare_ms,prepare_done_to_finalize_ms,prior_transactions_ms,final_check_ms,execute_ms,remaining_block_ms,finalize_to_commit_start_ms,commit_ms,send_to_commit_ms,next_header_wait_fetch_ms,block_results_fetch_ms,wallet_block_verify_ms,wallet_update_queue_ms,wallet_block_apply_ms,wallet_update_flush_ms,wallet_observe_lag_ms,member_observe_lag_ms,member_apply_from_commit_ms,block_observed_ms,members_observed_ms
45,50,4,b3c978b99bf41265b7decc33219b93cbeebf61314336d46e390b424ffedca625,committee0,gateway0,1789786997345684000,1789786997562235000,1789786998125615000,1789786998557321000,1789786998939207000,1789786998955133000,1.46,216.55175,11.889,152.029,5.066,47.567,59.517,457.056,87.826,616.013,563.38,0.178,0.819,57.916,11.273,294.53,26.13,0.849,0.862,0.13,15.103,24.093,1211.637,330.08,2.375,0.134,0.008,2.773,46.509,0.334,-3.564,397.812,1593.860083,1605.88775
46,37,5,bf4cef2b25c980efddcf8006a7a8e04afc5ddcc059d75a0aa0d6f8e37fce30e3,committee3,gateway0,1789786997345686000,1789786997464239000,1789786998246386000,1789786999036145000,1789786999400151000,1789786999454168000,1.462,118.5535,4.543,77.312,0.092,36.606,43.642,685.039,89.39,818.845,782.147,0.077,6.792,331.783,8.949,328.248,3.175,0.695,0.867,13.859,24.413,70.977,1690.459,308.43,15.437,0.128,0.009,2.144,37.85,-10.855,0.848,418.023,2043.613042,2109.332292
47,44,4,77e8b564355df139be5cf251b96626294a145765bd983e2877deb7ec7476d4fc,committee0,gateway0,1789786997345686000,1789786997562268000,1789786997822418000,1789786998557321000,1789786998939207000,1789786998955133000,1.462,216.582208,3.118,161.699,4.227,47.538,57.936,170.026,82.852,311.915,260.15,0.03,3.231,358.701,11.273,294.53,6.965,0.641,0.751,19.614,15.103,24.093,1211.635,330.08,2.375,0.134,0.008,2.773,46.509,0.312,-2.182,397.812,1593.834792,1607.266458
48,51,8,412fbd42cb0aa5cb77bf19fb85215d18471c8a44c9294b743d986d56746dba93,committee0,gateway0,1789786997345689000,1789786997562340000,1789786999358301000,1789787000268116000,1789787000610219000,1789787000620131000,1.465,216.652125,4.529,161.155,2.595,48.372,57.75,1724.022,56.816,1846.928,1795.961,7.942,15.947,505.086,12.709,310.12,0.016,0.67,0.806,29.24,16.375,18.845,2922.427,301.489,1.013,0.166,0.009,2.809,36.613,2.161,-7.17,352.015,3266.695542,3267.276334
49,46,4,84d7f20badc22d1131eb5b6165c40c46efea905972cfd7fda709f76afb7e0741,committee0,gateway0,1789786997345692000,1789786997562409000,1789786997921440000,1789786998557321000,1789786998939207000,1789786998955133000,1.468,216.717542,7.509,158.128,2.86,48.22,57.792,296.021,55.611,410.111,359.031,0.053,2.747,260.163,11.273,294.53,14.346,0.618,0.765,12.242,15.103,24.093,1211.629,330.08,2.375,0.134,0.008,2.773,46.509,0.326,-1.363,397.812,1593.843584,1608.080959
50,52,5,dafc0139f66c0d32d33b89801681a2753ef98aa3469c079bc78c4097fdace6f5,committee3,gateway0,1789786997345692000,1789786997562257000,1789786998423352000,1789786999036145000,1789786999400151000,1789786999454168000,1.468,216.565792,2.245,162.897,3.808,47.615,58.137,790.143,63.664,912.518,861.095,0.043,2.179,159.43,8.949,328.248,15.358,0.649,0.835,1.754,24.413,70.977,1690.453,308.43,15.437,0.128,0.009,2.144,37.85,-12.84,-25.374,418.023,2041.621458,2083.105125
51,42,4,67006ea6e8179873a8d08708632878a4b14eee2ff4239b361c2b89a376bc75e4,committee0,gateway0,1789786997345695000,1789786997530377000,1789786997697361000,1789786998557321000,1789786998939207000,1789786998955133000,1.471,184.68275,11.945,151.789,0.771,20.177,59.677,72.016,55.779,187.932,166.984,0.054,2.125,484.864,11.273,294.53,2.828,0.562,0.744,23.837,15.103,24.093,1211.626,330.08,2.375,0.134,0.008,2.773,46.509,-8.589,-3.585,397.812,1584.925166,1605.855208
52,48,4,6a9959b3e793f9d191e528a96078641ac3e290fdc5e1f583a576e06534f4b701,committee0,gateway0,1789786997345697000,1789786997562365000,1789786997697340000,1789786998557321000,1789786998939207000,1789786998955133000,1.473,216.667417,12.409,151.731,4.281,48.247,59.218,72.012,55.806,187.503,134.975,0.048,0.8,486.21,11.273,294.53,0.009,0.69,0.757,26.514,15.103,24.093,1211.624,330.08,2.375,0.134,0.008,2.773,46.509,-0.423,-1.433,397.812,1593.089209,1608.005084
53,49,7,2666a407711cf7579f79e0b93946a1b7cb5d2c1e61c9744321449b40efef68e0,committee1,gateway0,1789786997345701000,1789786997530339000,1789786999186358000,1789786999854190000,1789787000205144000,1789787000239113000,1.477,184.638209,10.163,153.64,0.512,20.323,59.593,1549.056,67.77,1676.854,1656.019,0.048,0.743,308.204,25.088,251.007,14.007,0.666,0.864,8.837,38.338,20.077,2508.489,301.219,3.078,0.122,0.01,2.282,44.235,0.273,0.638,384.923,2859.719792,2894.053542
54,47,7,1d34d3b70977bbbc1769b93eaa9e9d714e0dcc5c2a26cf28a63778992e573a40,committee1,gateway0,1789786997345703000,1789786997530298000,1789786999072557000,1789786999854190000,1789787000205144000,1789787000239113000,1.479,184.596,4.611,138.583,0.284,41.117,80.217,1392.118,110.443,1583.66,1542.259,0.089,0.814,421.934,25.088,251.007,10.63,0.64,1.016,12.088,38.338,20.077,2508.487,301.219,3.078,0.122,0.01,2.282,44.235,0.26,-5.627,384.923,2859.705125,2887.787291
55,45,6,f55218cd62340afed23e9f0ef34388b85a39f6dac7f5bd9381848dc57cdd613d,committee2,org0-member3,1789786997345706000,1789786997530348000,1789786998651147000,1789786999464144000,1789786999797174000,1789786999839129000,1.482,184.642458,10.471,133.008,0.134,41.029,79.938,1056.098,43.703,1161.962,1120.799,0.041,0.842,406.306,24.852,275.204,6.966,0.58,0.711,6.88,54.73,35.925,2118.438,296.245,13.343,0.247,0.017,1.492,21.652,9.135,12.634,374.985,2460.606542,2506.060208
56,62,4,b4b6258508a032eb0fc63c4d2c066c02d851e2058330b81838b4787c9c874410,committee0,org0-member2,1789786997345711000,1789786997562311000,1789786998094814000,1789786998557321000,1789786998939207000,1789786998955133000,1.487,216.600208,10.397,154.009,0.444,51.75,59.004,457.048,98.853,584.697,532.503,0.043,1.252,88.284,11.273,294.53,22.836,0.687,0.913,3.535,15.103,24.093,1211.61,330.08,2.375,0.134,0.008,2.773,46.509,-10.661,-2.72,397.812,1582.837166,1606.704291
57,54,4,71530724f72802109d1eccbcd0addcabffef4a9c9885b856db2ea7c6d5d4dbb5,committee0,gateway0,1789786997345713000,1789786997530304000,1789786997822814000,1789786998557321000,1789786998939207000,1789786998955133000,1.489,184.591584,3.172,161.4,0.151,19.868,58.837,170.031,82.857,312.529,292.51,0.233,3.495,358.041,11.273,294.53,8.366,0.59,0.709,18.306,15.103,24.093,1211.608,330.08,2.375,0.134,0.008,2.773,46.509,-8.596,-4.497,397.812,1584.90025,1604.925709
58,61,6,eea99fd1ce64977ba35ba77c35491cf9d833feeca96900bb23fe3479d1a6086a,committee2,org0-member2,1789786997345716000,1789786997513507000,1789786998548791000,1789786999464144000,1789786999797174000,1789786999839129000,1.492,167.79075,3.048,105.304,0.133,59.306,34.143,965.93,119.861,1094.723,1035.284,0.054,18.609,490.895,24.852,275.204,3.807,0.815,0.899,9.616,54.73,35.925,2118.428,296.245,13.343,0.247,0.017,1.492,21.652,16.494,3.939,374.985,2467.955292,2497.354625
59,63,7,024f4b90b8c38986900c3d9fbbd621c697a756cfd28bba3bf738cc2a472d4694,committee1,gateway0,1789786997345738000,1789786997562295000,1789786998916635000,1789786999854190000,1789787000205144000,1789787000239113000,1.514,216.557334,4.472,160.643,2.51,48.932,58.269,1283.73,63.15,1405.782,1354.34,0.068,2.833,575.837,25.088,251.007,5.263,0.628,0.821,17.662,38.338,20.077,2508.452,301.219,3.078,0.122,0.01,2.282,44.235,7.201,0.591,384.923,2866.610625,2893.969792
60,56,5,da750d32a3db400446235887e8082f47baa3c0b6abc0f92f4a28ceaeaac0311a,committee3,gateway0,1789786997345742000,1789786997562306000,1789786998423342000,1789786999036145000,1789786999400151000,1789786999454168000,1.518,216.563791,3.084,161.135,3.466,48.879,59.156,790.166,63.606,913.381,861.036,0.059,0.807,160.812,8.949,328.248,12.348,0.663,0.828,4.757,24.413,70.977,1690.403,308.43,15.437,0.128,0.009,2.144,37.85,-12.817,-7.7,418.023,2041.594208,2100.728416
61,53,5,c0b5fae5701f7ccc12dd738ecd0baa2b1ee3f159305280ad2620cd0a99427b07,committee3,gateway0,1789786997345767000,1789786997530338000,1789786998331427000,1789786999036145000,1789786999400151000,1789786999454168000,1.543,184.571583,10.609,132.795,0.06,41.107,79.956,716.018,45.785,842.256,801.089,0.084,1.488,252.046,8.949,328.248,10.86,0.659,0.822,6.255,24.413,70.977,1690.378,308.43,15.437,0.128,0.009,2.144,37.85,-19.606,-7.799,418.023,2034.780875,2100.605291
62,30,4,910cd972c4c06752890cea01ad5761485a77d46e9d62b755f3611673025a8388,committee0,gateway0,1789786997345778000,1789786997562311000,1789786998011462000,1789786998557321000,1789786998939207000,1789786998955133000,1.554,216.533791,7.4,157.297,2.872,48.964,58.655,378.059,57.78,500.987,449.151,0.107,2.272,170.616,11.273,294.53,19.708,0.643,0.879,6.741,15.103,24.093,1211.543,330.08,2.375,0.134,0.008,2.773,46.509,0.328,-1.626,397.812,1593.759416,1607.731416
63,43,4,7ac15fa2452851cc0ba3c2f65252716dca590a3aa747a654974d0e58a707402f,committee0,gateway0,1789786997346120000,1789786997562233000,1789786997822569000,1789786998557321000,1789786998939207000,1789786998955133000,1.896,216.113625,10.063,154.043,0.315,51.692,58.9,170.029,82.81,312.343,260.336,0.051,2.407,359.374,11.273,294.53,5.509,0.579,0.869,21.014,15.103,24.093,1211.201,330.08,2.375,0.134,0.008,2.773,46.509,0.251,-3.535,397.812,1593.340375,1605.479959
64,41,7,28c3c3f1996dcd5f5fbe9ab57e702dc5e6a0e0ee186f2246eaf03bbb9aca3b5e,committee1,gateway0,1789786997346195000,1789786997562312000,1789786999256408000,1789786999854190000,1789787000205144000,1789787000239113000,1.971,216.117666,2.61,161.691,2.919,48.897,58.273,1634.996,51.858,1745.912,1694.096,0.053,0.756,238.141,25.088,251.007,20.129,0.552,0.707,2.986,38.338,20.077,2507.995,301.219,3.078,0.122,0.01,2.282,44.235,7.202,-0.855,384.923,2866.155458,2892.067041
65,64,8,418b791782e304567c9bf2477d1412892b6350c4744987e698e012aacae33409,committee0,gateway0,1789786998106870000,1789786998173140000,1789786999373491000,1789787000268116000,1789787000610219000,1789787000620131000,762.646,66.269875,0.048,43.633,0.094,22.495,29.613,1112.965,79.879,1222.94,1200.351,0.1,1.415,504.428,12.709,310.12,1.5,0.565,0.74,27.928,16.375,18.845,2161.246,301.489,1.013,0.166,0.009,2.809,36.613,-11.921,3.777,352.015,2491.431375,2517.041292
66,65,8,a3aaf2010505f3324004497c892ebd22cb8dfce63e61856e3b75b48937ba85cc,committee0,gateway0,1789786998581435000,1789786998650189000,1789786999698576000,1789787000268116000,1789787000610219000,1789787000620131000,1237.211,68.753625,0.058,50.923,0.217,17.556,20.7,992.002,53.016,1066.16,1048.387,0.05,1.497,179.261,12.709,310.12,21.514,0.655,0.821,7.742,16.375,18.845,1686.681,301.489,1.013,0.166,0.009,2.809,36.613,-9.926,5.846,352.015,2018.861,2044.544291
67,66,8,d46f5004d19c46e1e0f4acd233c0e5a303f055fc4d37f5a550d3ca8f50f83982,committee0,gateway0,1789786998588027000,1789786998676148000,1789786999794468000,1789787000268116000,1789787000610219000,1789787000620131000,1243.803,88.1205,0.074,44.638,0.211,43.198,39.349,1058.986,52.034,1161.729,1118.32,0.132,4.099,80.767,12.709,310.12,27.592,0.634,0.846,1.66,16.375,18.845,1680.089,301.489,1.013,0.166,0.009,2.809,36.613,0.005,-8.908,352.015,2022.198917,2023.198167
68,67,8,7684aab657202934291d91d7eae4c51ca056be22487c68c462f0703c59aaab6b,committee0,gateway0,1789786998588333000,1789786998676127000,1789786999616386000,1789787000268116000,1789787000610219000,1789787000620131000,1244.109,87.794958,0.097,44.14,0.181,43.376,39.592,891.965,51.829,983.816,940.259,0.055,0.823,262.125,12.709,310.12,13.866,0.648,0.839,15.379,16.375,18.845,1679.783,301.489,1.013,0.166,0.009,2.809,36.613,0.025,-8.715,352.015,2021.913875,2023.086583
69,68,8,4efa6e5f4737115ee30f9f4385a128cdbaab59863f051ec089bdb551f974040b,committee0,gateway0,1789786998588464000,1789786998676124000,1789786999520423000,1789787000268116000,1789787000610219000,1789787000620131000,1244.24,87.659958,0.048,44.063,0.145,43.404,39.598,750.015,97.785,887.848,844.299,0.076,0.851,358.06,12.709,310.12,7.714,0.695,0.857,21.466,16.375,18.845,1679.652,301.489,1.013,0.166,0.009,2.809,36.613,-9.03,-8.934,352.015,2012.728041,2022.735833
70,69,9,e0702f89d4a5854dbedf278bb575149b9c75f80556fc3a5550450a67608eabac,committee3,gateway0,1789786998589548000,1789786998691104000,1789786999879414000,1789787000633147000,1789787000902123000,1789787000887138000,1245.324,101.556875,0.073,60.946,0.093,40.444,21.621,1155.983,50.788,1228.847,1188.31,0.074,13.352,408.436,7.052,257.878,0.008,0.713,0.839,13.595,35.889,15.969,2043.599,212.13,0.643,0.119,0.009,1.433,54.639,14.044,29.664,253.991,2326.622042,2327.256917
71,70,9,f9e76c118190985594aebedab9404098b8e5f07c5fc6104e309648f1fc491f4b,committee3,org0-member2,1789786998950159000,1789786999055362000,1789787000051686000,1789787000633147000,1789787000902123000,1789787000887138000,1605.935,105.203125,0.124,59.371,0.078,45.63,39.664,978.962,37.749,1042.032,996.324,0.039,0.853,248.663,7.052,257.878,7.572,0.702,0.839,6.043,35.889,15.969,1682.988,212.13,0.643,0.119,0.009,1.433,54.639,3.873,19.524,253.991,1955.83975,1956.505125
72,71,8,3bddabcbfc9875bde66f5bab454ce7a71dff00d38f3e4c791243f67f37129bd9,committee0,gateway0,1789786998950433000,1789786999023133000,1789786999373630000,1789787000268116000,1789787000610219000,1789787000620131000,1606.209,72.699542,0.149,53.279,0.083,19.189,19.255,270.011,79.91,369.769,350.497,0.095,1.967,503.737,12.709,310.12,2.812,0.622,0.789,26.509,16.375,18.845,1317.683,301.489,1.013,0.166,0.009,2.809,36.613,-11.864,3.714,352.015,1647.924,1673.413917
73,72,8,d0b82b057080681097512b4d88afd37d659b42c3439ed47a036b3a2f2a45b54b,committee0,gateway0,1789786998950436000,1789786999055318000,1789786999783695000,1789787000268116000,1789787000610219000,1789787000620131000,1606.212,104.8825,0.212,58.808,0.137,45.725,39.852,681.84,52.036,774.239,728.377,0.094,13.544,82.095,12.709,310.12,24.482,0.655,0.983,4.612,16.375,18.845,1317.68,301.489,1.013,0.166,0.009,2.809,36.613,-4.797,-8.84,352.015,1654.987875,1660.857458
74,73,8,e0f66416eb544e7f9c3c9ea8ca9409d667dde6984c22182a939354c62abc8dfa,committee0,gateway0,1789786998950619000,1789786999055426000,1789786999873519000,1789787000268116000,1789787000610219000,1789787000620131000,1606.395,104.80725,0.212,58.935,0.058,45.602,39.569,778.798,44.913,863.753,818.093,0.059,0.789,5.026,12.709,310.12,29.079,0.643,0.882,0.128,16.375,18.845,1317.497,301.489,1.013,0.166,0.009,2.809,36.613,-4.784,-8.772,352.015,1654.819125,1660.743
75,74,10,1ce400e1cd0230fc99fc098e5e2dc4e03398eeacc3c2b1e8a2f2be89cacf58c7,committee2,gateway0,1789786998950639000,1789786999055295000,1789787000291451000,1789787000933093000,1789787001094207000,1789787001116089000,1606.415,104.656375,0.16,58.849,0.095,45.552,39.671,1203.349,38.333,1281.803,1236.156,0.052,0.787,380.125,5.41,165.413,0.008,0.657,0.805,8.339,60.103,19.994,1982.454,137.007,0.518,0.112,0.006,1.015,22.454,11.357,-9.791,182.996,2154.928167,2155.662292
76,75,9,fdb803149fc8f5e76449b273b4dfde47e4346d94c774b0ae09703d918b4c209c,committee3,gateway0,1789786998950708000,1789786999115135000,1789787000076426000,1789787000633147000,1789787000902123000,1789787000887138000,1606.484,164.427291,0.143,98.672,6.0,59.612,68.564,910.131,47.691,1026.903,961.291,0.075,0.821,223.955,7.052,257.878,9.122,0.639,0.877,4.518,35.889,15.969,1682.439,212.13,0.643,0.119,0.009,1.433,54.639,13.092,28.84,253.991,1964.509583,1965.272625
77,76,9,ffb8ac4f298e6a83f1837a9dd4c509f0c2aa2e182a50300d6eb844e7152a478a,committee3,gateway0,1789786998951550000,1789786999115126000,1789787000143335000,1789787000633147000,1789787000902123000,1789787000887138000,1607.326,163.577041,0.872,96.992,0.135,65.577,68.712,994.014,30.715,1093.921,1028.209,0.038,0.814,157.053,7.052,257.878,13.653,0.643,0.789,0.071,35.889,15.969,1681.597,212.13,0.643,0.119,0.009,1.433,54.639,13.075,28.814,253.991,1963.651208,1964.404541
78,77,9,f6b86cbfe14e2a06f0b1465999062334717a97f2bd153390bac238fefab483c7,committee3,gateway0,1789786998951571000,1789786999115142000,1789787000076433000,1789787000633147000,1789787000902123000,1789787000887138000,1607.347,163.571209,0.853,97.059,5.779,59.88,68.674,910.141,47.699,1026.95,961.291,0.071,2.284,222.485,7.052,257.878,12.121,0.641,0.883,1.511,35.889,15.969,1681.576,212.13,0.643,0.119,0.009,1.433,54.639,13.072,28.808,253.991,1963.626792,1964.377459
79,78,8,348b36a127b3044d39c6aca6be13616f2d5c8e5747f5a3a8e8e1c209c75fa6a3,committee0,gateway0,1789786998951607000,1789786999115139000,1789786999373541000,1789787000268116000,1789787000610219000,1789787000620131000,1607.383,163.532375,0.41,97.435,0.124,65.563,68.696,174.987,79.842,324.089,258.402,0.061,2.755,503.038,12.709,310.12,4.231,0.579,1.254,24.669,16.375,18.845,1316.509,301.489,1.013,0.166,0.009,2.809,36.613,-16.739,-4.265,352.015,1641.874459,1664.261042
80,79,8,7163fe27942b890f74e46c195588dfbb02cdbbd6ef360c0b83f4ad599298111b,committee0,gateway0,1789786998951637000,1789786999081218000,1789786999610329000,1789787000268116000,1789787000610219000,1789787000620131000,1607.413,129.581417,0.37,88.459,0.252,40.5,77.684,445.969,45.765,569.863,529.111,0.05,0.796,268.209,12.709,310.12,12.342,0.665,0.853,16.872,16.375,18.845,1316.479,301.489,1.013,0.166,0.009,2.809,36.613,-3.886,-8.849,352.015,1654.697625,1659.646583
81,80,9,d9b5fa880507e2e5d14d1461f7fc8b17d1ab857f4128f9e7b945ed42fdb1d17e,committee3,gateway0,1789786998952414000,1789786999081195000,1789786999879532000,1789787000633147000,1789787000902123000,1789787000887138000,1608.19,128.781417,0.124,87.881,0.288,40.488,77.661,710.042,50.945,839.113,798.337,0.041,14.606,407.064,7.052,257.878,3.049,0.64,0.887,10.58,35.889,15.969,1680.733,212.13,0.643,0.119,0.009,1.433,54.639,4.112,19.944,253.991,1953.823917,1954.670458
82,81,8,49f44c315cd161d2aa805658a1ce65848078e38eac1de50770e12f1df043654f,committee0,gateway0,1789786998952872000,1789786999115151000,1789786999520525000,1789787000268116000,1789787000610219000,1789787000620131000,1608.648,162.279208,0.051,96.558,6.03,59.64,68.659,304.07,97.876,471.044,405.374,0.041,2.111,356.698,12.709,310.12,10.83,0.647,0.853,18.402,16.375,18.845,1315.244,301.489,1.013,0.166,0.009,2.809,36.613,5.077,-4.236,352.015,1662.425958,1663.025083
83,82,8,4e89319d7150722d3f301280a72568abd7add9ce2369040c64ae409788d8df5f,committee0,gateway0,1789786998952928000,1789786999081192000,1789786999520453000,1789787000268116000,1789787000610219000,1789787000620131000,1608.704,128.263834,0.061,87.505,0.166,40.532,77.61,304.081,97.779,479.959,439.261,0.049,1.514,357.367,12.709,310.12,9.282,0.659,0.879,19.911,16.375,18.845,1315.188,301.489,1.013,0.166,0.009,2.809,36.613,0.295,-8.771,352.015,1657.5875,1658.433375
84,83,8,54c6c7b74760d3214cae690d6c1379dde3a3c2fc8434d466dba36b807da0459e,committee0,gateway0,1789786998952952000,1789786999115128000,1789786999616386000,1789787000268116000,1789787000610219000,1789787000620131000,1608.728,162.176958,0.05,96.344,0.159,65.623,68.799,445.978,51.817,567.04,501.258,0.064,1.513,261.435,12.709,310.12,15.36,0.671,0.829,13.872,16.375,18.845,1315.164,301.489,1.013,0.166,0.009,2.809,36.613,5.068,-4.227,352.015,1662.337333,1662.954375
85,84,8,9cf4a8a7f1b1e3c9f3926ef657c07c0e5c2291e5ee13454132fe95f946377b1e,committee0,gateway0,1789786998952960000,1789786999055567000,1789786999698558000,1789787000268116000,1789787000610219000,1789787000620131000,1608.736,102.607958,0.042,59.388,0.16,43.017,36.941,595.8,52.973,686.168,642.991,0.063,0.844,179.932,12.709,310.12,19.978,0.673,0.856,9.225,16.375,18.845,1315.156,301.489,1.013,0.166,0.009,2.809,36.613,0.029,-8.943,352.015,1657.290208,1658.230417
86,85,8,b660d9f6a4b05eecce9d0df95cfbb74f1e22a9faf1b707d1b50d745538de6d0b,committee0,gateway0,1789786998953508000,1789786999055408000,1789786999695436000,1789787000268116000,1789787000610219000,1789787000620131000,1609.284,101.89975,0.113,58.887,0.061,42.839,36.787,595.832,49.883,682.928,640.028,0.038,0.75,183.148,12.709,310.12,18.441,0.672,0.857,10.762,16.375,18.845,1314.608,301.489,1.013,0.166,0.009,2.809,36.613,-4.784,-8.85,352.015,1651.928584,1657.775125
87,86,8,491673ecef5d2d9f54413bb7922b01afc2b642cafe65f2186f1e5d047322f8fd,committee0,gateway0,1789786998953706000,1789786999081199000,1789786999489639000,1789787000268116000,1789787000610219000,1789787000620131000,1609.482,127.493834,0.16,86.602,0.198,40.533,40.642,340.992,66.814,449.171,408.44,0.078,0.933,388.762,12.709,310.12,6.071,0.746,0.889,23.026,16.375,18.845,1314.41,301.489,1.013,0.166,0.009,2.809,36.613,-16.735,-9.07,352.015,1639.779917,1657.357375
88,87,9,eb5d9ae48b224005cd776e4f5c319ff6ec70b202eabfee7b859ad7e07ad3252b,committee3,gateway0,1789786998953774000,1789786999115132000,1789786999955409000,1789787000633147000,1789787000902123000,1789787000887138000,1609.55,161.358333,0.044,95.612,5.828,59.874,68.708,796.012,40.796,905.979,840.277,0.075,0.738,345.055,7.052,257.878,4.585,0.656,0.832,9.083,35.889,15.969,1679.373,212.13,0.643,0.119,0.009,1.433,54.639,13.1,28.8,253.991,1961.45175,1962.166875
89,88,8,9ad8fe39537abbd0379df1d74899f2db2057d5bec5159e53bfa77aae7427ef92,committee0,gateway0,1789786998954439000,1789786999055407000,1789786999616385000,1789787000268116000,1789787000610219000,1789787000620131000,1610.215,100.968416,6.767,51.273,0.061,42.867,36.849,514.804,51.835,603.906,560.978,0.04,2.213,260.736,12.709,310.12,16.867,0.667,0.899,12.299,16.375,18.845,1313.677,301.489,1.013,0.166,0.009,2.809,36.613,-4.797,-9.033,352.015,1650.985666,1656.660833
90,89,10,a316392d45017a6ec7a44b59d200efd25e66a244f18d84579006a425e35a1249,committee2,gateway0,1789786999428797000,1789786999548313000,1789787000458991000,1789787000933093000,1789787001094207000,1789787001116089000,2084.573,119.516583,0.077,66.746,0.092,52.601,68.449,857.033,37.066,963.371,910.678,0.086,1.266,212.106,5.41,165.413,8.272,0.658,0.82,0.059,60.103,19.994,1504.296,137.007,0.518,0.112,0.006,1.015,22.454,4.148,8.422,182.996,1669.560833,1695.716542
91,90,10,929c05642f783467f7a6ea04c6d150fd53bf048a1e48b7e9709fb5c38f39067c,committee2,gateway0,1789786999428830000,1789786999548255000,1789787000458707000,1789787000933093000,1789787001094207000,1789787001116089000,2084.606,119.425958,0.073,66.594,0.076,52.682,68.605,857.07,37.025,963.21,910.452,0.11,0.852,212.804,5.41,165.413,6.806,0.633,0.826,1.544,60.103,19.994,1504.263,137.007,0.518,0.112,0.006,1.015,22.454,4.199,8.646,182.996,1669.578458,1695.908167
92,91,10,8bc9207cb25fbcbf5e9eea155517663e4e134d32f25b0523a6992d2032757836,committee2,gateway0,1789786999446371000,1789786999548308000,1789787000406560000,1789787000933093000,1789787001094207000,1789787001116089000,2102.147,101.936625,0.067,49.069,0.083,52.718,68.597,779.736,54.068,911.053,858.252,0.164,0.895,264.908,5.41,165.413,4.158,0.562,0.744,4.345,60.103,19.994,1486.722,137.007,0.518,0.112,0.006,1.015,22.454,4.19,8.535,182.996,1652.02775,1678.254708
93,92,9,f4841f8cb21d54ad931bb939ec9b11a5c7d342ab822a7d1066b839b267966828,committee3,gateway0,1789786999446441000,1789786999548140000,1789787000003364000,1789787000633147000,1789787000902123000,1789787000887138000,2102.217,101.699583,0.063,49.011,0.118,52.507,68.575,409.998,28.813,507.849,455.224,0.058,0.82,297.018,7.052,257.878,6.081,0.659,0.825,7.591,35.889,15.969,1186.706,212.13,0.643,0.119,0.009,1.433,54.639,-3.638,12.076,253.991,1452.046375,1452.775083
94,93,8,d75a110652774ea20215429f14b3305afbfb1a229b1c7637fc82f2f2bdcead01,committee0,gateway0,1789786999446470000,1789786999526151000,1789786999794322000,1789787000268116000,1789787000610219000,1789787000620131000,2102.246,79.680917,0.057,49.004,0.096,30.524,68.571,167.046,52.068,298.791,268.171,0.086,3.554,81.458,12.709,310.12,26.128,0.639,0.818,3.147,16.375,18.845,821.646,301.489,1.013,0.166,0.009,2.809,36.613,-9.013,6.524,352.015,1154.737208,1180.186917
95,94,9,f9c93dff48173279dbd73a1c8715245dcbabe3004bd0cbcfbfb5617670dacb15,committee3,gateway0,1789786999454969000,1789786999548317000,1789787000076426000,1789787000633147000,1789787000902123000,1789787000887138000,2110.745,93.348417,0.05,62.514,0.115,30.669,46.569,464.171,47.675,558.893,528.109,0.073,1.549,223.227,7.052,257.878,10.651,0.64,0.823,3.042,35.889,15.969,1178.178,212.13,0.643,0.119,0.009,1.433,54.639,-3.798,12.027,253.991,1443.358625,1444.197958
96,95,10,158f1b70399b3066fd61cd0ce3af8293fba9efd17286d59329baa7c6f678964c,committee2,gateway0,1789786999455005000,1789786999548283000,1789787000305370000,1789787000933093000,1789787001094207000,1789787001116089000,2110.781,93.278459,0.043,62.375,0.117,30.743,46.694,688.586,52.235,787.947,757.087,0.046,0.76,366.233,5.41,165.413,1.48,0.574,0.747,7.008,60.103,19.994,1478.088,137.007,0.518,0.112,0.006,1.015,22.454,4.212,8.747,182.996,1643.41625,1669.833542
97,96,10,72b5e1820b3e76d8ec139dc838c9c74a1faab49d252917711a29666c6e7defcb,committee2,gateway0,1789786999455010000,1789786999548280000,1789787000392403000,1789787000933093000,1789787001094207000,1789787001116089000,2110.786,93.269792,0.036,62.41,0.094,30.73,46.647,779.761,48.074,874.947,844.123,0.064,0.815,279.145,5.41,165.413,2.808,0.61,0.733,5.658,60.103,19.994,1478.083,137.007,0.518,0.112,0.006,1.015,22.454,4.117,-10.052,182.996,1643.315709,1651.028459
98,97,10,769bb3f89d550309e15be68f6214a09052dec304e9d1d6832949aeb210e7f894,committee2,gateway0,1789786999455014000,1789786999548186000,1789787000406621000,1789787000933093000,1789787001094207000,1789787001116089000,2110.79,93.172583,0.069,62.435,0.102,30.566,46.59,779.745,54.098,889.103,858.435,0.314,1.505,264.237,5.41,165.413,5.47,0.583,0.747,3.009,60.103,19.994,1478.079,137.007,0.518,0.112,0.006,1.015,22.454,4.211,8.223,182.996,1643.40625,1669.301
