send_order,send_offset_ms,fast_ms,durable_to_submit_ms,accepted_to_prepare_enter_ms,send_to_commit_ms,block_observed_ms,members_observed_ms
1-20,0.083,180.9265,-95.6005,270.5995,960.904,1403.2925,1461.2515
21-40,0.3685,180.85899999999998,-92.41999999999999,267.9835,960.614,1403.1725000000001,1461.057
41-60,0.7895000000000001,202.3065,-120.18350000000001,271.61699999999996,960.1975,1402.789,1460.5475000000001
61-80,1433.5995,145.7,-23.746,221.244,775.9715,1101.3609999999999,1123.5929999999998
81-100,1461.268,147.6285,-22.5835,198.488,748.595,1073.1635,1099.0515
