lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
4,0,4647787661db2fcf0e9963d7476d470792ff8eadd6eae8c9869ead299eaff4e4,1789722279986639000,27491,55933,2064820,5535660,31,32,
2,0,58f9813c222eaee7e179bb41aae31e7dc7d56050fadde3803d26a5591497d323,1789722280003693000,65390,160112,3009480,7014747,20,88,
0,0,5458c5ca1693c95ca36c9ed4066332962700cefaa9cacf7e789e32d6c830fd9b,1789722280003734000,65157,147853,3009232,9181088,6,12107,
5,0,353d7b8c9d33de57fbfbd71c48a00ccf87e5374369bc48d9546820e419f88dee,1789722280003741000,65031,147869,3009731,8384761,12052,12172,
6,0,5bceefb5211a54781d240ae103ef91a3fc844b3348ab231f1bb2b0ff93726914,1789722280003744000,65223,159939,3009202,7112281,100,179,
3,0,44085b805143d06bb0d1d5e507fdc1ce310269be9b566427a494c7476355ab4f,1789722280003799000,65157,147801,3009448,8793228,11,19,
7,0,1ddbbb2ef55f3f0556c283b8271cdb6159b809eeb8f1e9c849b4188826a3a506,1789722280003806000,49569,90890,3009127,7746591,8,35,
1,0,3c6bf0899832d497e258f02ae77727f4e050721cf57d00389b943ffe57eafa3c,1789722280003893000,65123,147702,3009453,8586206,12010,12073,
4,1,099ae00b0ce623d19711a37e17ffab445ddccea5f6fa5e15266a5448e2917362,1789722280075968000,38357,87602,2937869,8254255,81,278,
7,1,1e64e17db096d9d9540d3512b5ca098b6d63d4400e2c2f55ecd60d01dbdd6176,1789722280186851000,67251,106756,2826337,8746163,86,109,
4,2,e2a6c3cd1ad095319c471b022ff1a2ea1edfdd54d2b5f60327721b58c433ef58,1789722280210836000,101309,162775,2802379,9013089,19,24,
5,1,0f8a579ca6a27c009a5768afddf4be44915f76dc4477ce7dc69cc2963e188e07,1789722280293912000,119566,169715,2719291,8296054,39,41,
6,1,1254d2dab0448fa3c8d9ea7bac8807daf03c39bef78d6988f5c43075e5958c02,1789722280293920000,257603,398688,3825282,8396044,21,52,
0,1,987dd9cd503f4c24d9a885d70d6289b2eb8816474c144c84d9656225c67cdbba,1789722280294001000,257581,398602,2719216,8296299,20,59,
3,1,b83f838119a09ba6e3f0a9072b3e21ea9d991fde3192277f511ee29b18fd3761,1789722280294109000,257515,398521,2719184,8998101,2320306,6325814,
1,1,745dcb2ef24eed99b24da56d8298bbf66466794114120bea3b5f48ee90a51f31,1789722280294111000,257464,398501,2719492,7488808,1358851,4829690,
2,1,64d4a145e327175e0c3f54335fe84be8422661c727370076b0c1f6ec3d1e6a9a,1789722280294473000,137002,242159,2719253,7075052,30,49,
7,2,b260e948d00c6d00b5cf64ba7a05374af0e7cf744f006f7eceef89f16e610dea,1789722280325768000,187712,240818,2687183,7803824,11,19,
4,3,3b53c8a662fc547bc766183caf14dc10e266cb9e0cc0cf02eb6a9e7f67b7bf2f,1789722280450927000,147683,305794,3668343,9143192,2256230,6359309,
5,2,4857bb99069a33af8dbd27bf101d07cb662762c8d646cd1bfee31ad63dc1d0fe,1789722280593976000,103497,184615,3282445,8337109,2234363,6590937,
7,3,e4d0265d0f3f364cfe43bcac0b8d41c2ef4924a8f9ebc108ab0116d1945ed497,1789722280610902000,228481,271705,3508367,9469300,2130573,6900316,
2,2,e74180d306484bee17043a03bd331e1175a9cdc88a78a652a78efbb3e47e5bca,1789722280692815000,76818,138806,3183481,9121587,2181352,6918783,
0,2,98761f6a8d2aa7da3f512b281a4b0e764f5aaadc2fcb5373ff07093291c23b17,1789722280803922000,176094,252767,4429950,9746046,1956565,7533283,
3,2,fb87e403b936ef79f40d58ded416653ae82adfd72f1de78e295396bd85bbedfa,1789722280803942000,118800,252712,3315206,8922350,1956539,7072943,
6,2,9d1950552a23a513cf703458002a2ed174ebfdefe2190541d8302586c59733f0,1789722280804049000,118541,252610,3174353,7885796,1956549,7273570,
1,2,314edb3e9f4a738794cc24b35027947f067e2617e6440a91bb71ba78a69b363f,1789722280804147000,156869,252519,3315146,7585219,1956556,7331844,
4,4,e5827426559bf589bd2c0a10227ddb09aa11c9b7af096f1b52664d44ae60fe19,1789722280849507000,130399,207172,3027287,8876793,1956556,7332689,
5,3,67e819135f563ba895ba0fe59cfdaf0c6e7009bfa219aa079a87657eb0e84927,1789722280873851000,172681,245779,2999520,8392526,1893668,7470478,
7,4,752d24c1c8793a37ac41768ceb91534066f2c2cfeb7665b8535e0581854255f0,1789722280972928000,198532,288805,4259511,9101122,1751877,7428237,
2,3,db2b347280a8ce541114f9c6195b825d8d389b2badb2ef623c1c18d12ab0d481,1789722281020073000,94764,134645,2856523,8859784,1858639,7435590,
3,3,1f838dc825b5d08c784674f45b20197d9b0a4e0a8d1905b1efac4cf0ee75def2,1789722281098907000,106098,130770,3020871,7819918,1783806,7460171,
1,3,08eb0af51fc42d67a69fb4fe27e7b550a7146b03db5b9a5df13f1f95127d3d5e,1789722281154819000,96768,151846,2964333,9526963,1707070,7490374,
0,3,2e4fbe8f1bfb98cb8d4113d11bb734eb54226a7fb9e2dbb6933aa367970ceefa,1789722281154824000,96747,151873,4077922,10028482,2569604,7626327,
6,3,56f06511a8002630d4fb2e0b20fc3824d53dc0f59c289a2429e841571b9cd47e,1789722281154844000,96671,151824,4077338,8971437,1707179,7612158,
4,5,8300cb3691dd496b19583ec8f0fc670a8a3f55c8c8f0b24b20b77f98f66caab3,1789722281154986000,96563,151702,4078183,9798441,2566689,7624402,
5,4,3fd996500c354f78d73d7f87bfafd56c9faaf52b3365630b7b4281014e9dd3d8,1789722281177823000,90544,166812,4055491,9707068,2531963,7879300,
2,4,5b26c71950760ef7bd6fc9eaa064b27400b02989eba34ad6049f9f0803626cf4,1789722281212892000,58955,131742,4075398,8299818,2531793,7840200,
7,5,ecd899bcda54c1f7663bd8f4651f15f109a1a9263e3d8ce995844ad0e160502c,1789722281286814000,239861,356998,3947191,9038600,2475342,7868900,
3,4,6bed01d2b62de0de41c3cc8d34f46fe7c337359852447dcd70f26907c81018cd,1789722281312908000,213708,349887,3919694,8514448,2456482,8063509,
1,4,b42f0185649dd2001ccdbf5a7070d5eda655e127f7b941aca6df60ad870ab691,1789722281349277000,85413,125387,3883614,9503521,2402135,7791717,
4,6,31eeb607dcafd48c4b191c520253cf8540f4886d2f383276c58a557636548992,1789722281380795000,145814,281856,3852674,9248779,2456625,8063647,
0,4,4f946c3a5e9709092d985bb9987e3a3fbbb4545be1116d1de90dc93ba0e0ada4,1789722281380798000,145611,281840,3852790,9761412,2456574,7932067,
6,4,588bf86d7b0241d7027a4bdf57f5394f8617047685470fdd69d4be327d2c75af,1789722281381027000,145454,281602,3851291,8213677,2456525,7931499,
5,5,93d1e6d22df4af2fc6fe90675a73431d97529adf1f349bdd91c4bc8ec7b7203f,1789722281398857000,85540,136824,3833264,8929239,2442727,7756539,
2,5,16d54bdd97e9285202917cc794f6079625c9c6a775a40a918769a685c7f39e39,1789722281447178000,196993,290620,3786572,9505508,2381503,8076611,
1,5,7a335d511a60e12e1b4758cb5d972e8986b8c7f2adbd6911dc54f1dc1d89777a,1789722281536172000,201970,282503,3698490,9351962,3413447,8061186,
5,6,9969f51dbb1d2bd85c3fc41959c22a1db0c25126f4479e75a13a3bb9030412aa,1789722281682088000,74418,111549,3550953,8969248,2326148,8033724,
7,6,8f0c6fd08ab6e6e3d47ef1f105eccdc211f5cc8d60cb29830b23d6122b1384bd,1789722281738114000,103235,191480,4700400,8640329,3302593,8144463,
6,5,0b2424fa7594da062876cad012db81e5b88e7e5e5d7bf2d1181554fbb298e76a,1789722281768820000,282843,440941,4669193,8911079,3023280,8168683,
4,7,416e97cdef401689c21c009779d2457c364ba703c330a93c2bf9918bb438e1e2,1789722281768822000,282674,440909,5942497,9687284,3023164,8118910,
0,5,5872afd9db6b823aa563ea8e772aa8c1fa8cdef36694f323df824a74c7d32fa2,1789722281768828000,282367,440874,4668075,8559813,3023049,8118398,
3,5,08a81a0c34acfcca83dbba63f1433095b8d445280c11b440e4ba880f18877a87,1789722281768868000,282330,440814,4668177,8881921,3022925,8115737,
2,6,8e7f2f93b7c3531e43dd2657a210e8bef4f9cf1206bccbb22540fbd1948072bf,1789722281775903000,147570,205796,3458921,8609702,3250624,8098514,
5,7,ac788b24ffcc0eaebb36884d81d16b41d3ef58e7164250f43959344fb1faeca8,1789722281840977000,226612,368937,4596482,9588472,3023262,8175693,
1,6,373e4cb7d7fda2927f13ec9696b4346b3db38e64b40118fbc04f91850eb58e59,1789722281884119000,88687,240632,3350818,8844793,3107698,8001537,
7,7,0f73f2b6e3e68944427505065df6f2fb069bf8ff5b6a5571851d00ce1751c9fb,1789722282125454000,227707,278183,4313455,8727448,2829957,8247155,
2,7,8bbd058599dfd4d5b342dcbd75fc37c770e6ec6e84f5c4625a5379180b28ddbf,1789722282140612000,33551,106959,5571149,8943288,2985752,8302410,
1,7,20fc729a4bd4c234be99d68b4d160265db5f3bdc284d07b9160252e539743eac,1789722282161828000,94688,165765,4276398,8791106,2905883,8301990,
